Freq.	V(out_preamp)
1.86637969083464e+00	(-5.73327112061208e+00dB,-1.79990985027271e+02°)
1.87068214036577e+00	(-5.73327111999871e+00dB,-1.79990964245613e+02°)
1.87499450806739e+00	(-5.73327111938250e+00dB,-1.79990943416049e+02°)
1.87931681680324e+00	(-5.73327111876346e+00dB,-1.79990922538467e+02°)
1.88364908948977e+00	(-5.73327111814155e+00dB,-1.79990901612758e+02°)
1.88799134909627e+00	(-5.73327111751678e+00dB,-1.79990880638809e+02°)
1.89234361864495e+00	(-5.73327111688912e+00dB,-1.79990859616511e+02°)
1.89670592121112e+00	(-5.73327111625856e+00dB,-1.79990838545752e+02°)
1.90107827992327e+00	(-5.73327111562509e+00dB,-1.79990817426419e+02°)
1.90546071796322e+00	(-5.73327111498870e+00dB,-1.79990796258401e+02°)
1.90985325856621e+00	(-5.73327111434938e+00dB,-1.79990775041586e+02°)
1.91425592502106e+00	(-5.73327111370710e+00dB,-1.79990753775861e+02°)
1.91866874067026e+00	(-5.73327111306186e+00dB,-1.79990732461114e+02°)
1.92309172891013e+00	(-5.73327111241364e+00dB,-1.79990711097231e+02°)
1.92752491319091e+00	(-5.73327111176242e+00dB,-1.79990689684099e+02°)
1.93196831701690e+00	(-5.73327111110820e+00dB,-1.79990668221605e+02°)
1.93642196394658e+00	(-5.73327111045096e+00dB,-1.79990646709634e+02°)
1.94088587759275e+00	(-5.73327110979068e+00dB,-1.79990625148074e+02°)
1.94536008162263e+00	(-5.73327110912736e+00dB,-1.79990603536809e+02°)
1.94984459975802e+00	(-5.73327110846098e+00dB,-1.79990581875724e+02°)
1.95433945577537e+00	(-5.73327110779152e+00dB,-1.79990560164706e+02°)
1.95884467350596e+00	(-5.73327110711898e+00dB,-1.79990538403639e+02°)
1.96336027683602e+00	(-5.73327110644332e+00dB,-1.79990516592407e+02°)
1.96788628970682e+00	(-5.73327110576455e+00dB,-1.79990494730896e+02°)
1.97242273611482e+00	(-5.73327110508265e+00dB,-1.79990472818988e+02°)
1.97696964011183e+00	(-5.73327110439760e+00dB,-1.79990450856568e+02°)
1.98152702580507e+00	(-5.73327110370938e+00dB,-1.79990428843520e+02°)
1.98609491735734e+00	(-5.73327110301799e+00dB,-1.79990406779726e+02°)
1.99067333898716e+00	(-5.73327110232341e+00dB,-1.79990384665070e+02°)
1.99526231496885e+00	(-5.73327110162562e+00dB,-1.79990362499434e+02°)
1.99986186963271e+00	(-5.73327110092461e+00dB,-1.79990340282701e+02°)
2.00447202736513e+00	(-5.73327110022037e+00dB,-1.79990318014754e+02°)
2.00909281260870e+00	(-5.73327109951286e+00dB,-1.79990295695473e+02°)
2.01372424986236e+00	(-5.73327109880211e+00dB,-1.79990273324742e+02°)
2.01836636368153e+00	(-5.73327109808807e+00dB,-1.79990250902440e+02°)
2.02301917867824e+00	(-5.73327109737073e+00dB,-1.79990228428450e+02°)
2.02768271952125e+00	(-5.73327109665008e+00dB,-1.79990205902652e+02°)
2.03235701093619e+00	(-5.73327109592610e+00dB,-1.79990183324926e+02°)
2.03704207770569e+00	(-5.73327109519879e+00dB,-1.79990160695153e+02°)
2.04173794466950e+00	(-5.73327109446811e+00dB,-1.79990138013214e+02°)
2.04644463672464e+00	(-5.73327109373406e+00dB,-1.79990115278987e+02°)
2.05116217882553e+00	(-5.73327109299663e+00dB,-1.79990092492352e+02°)
2.05589059598411e+00	(-5.73327109225579e+00dB,-1.79990069653189e+02°)
2.06062991326997e+00	(-5.73327109151154e+00dB,-1.79990046761376e+02°)
2.06538015581050e+00	(-5.73327109076384e+00dB,-1.79990023816792e+02°)
2.07014134879101e+00	(-5.73327109001269e+00dB,-1.79990000819315e+02°)
2.07491351745488e+00	(-5.73327108925808e+00dB,-1.79989977768824e+02°)
2.07969668710366e+00	(-5.73327108849998e+00dB,-1.79989954665196e+02°)
2.08449088309726e+00	(-5.73327108773839e+00dB,-1.79989931508308e+02°)
2.08929613085401e+00	(-5.73327108697328e+00dB,-1.79989908298038e+02°)
2.09411245585086e+00	(-5.73327108620464e+00dB,-1.79989885034263e+02°)
2.09893988362349e+00	(-5.73327108543245e+00dB,-1.79989861716860e+02°)
2.10377843976644e+00	(-5.73327108465670e+00dB,-1.79989838345704e+02°)
2.10862814993326e+00	(-5.73327108387736e+00dB,-1.79989814920673e+02°)
2.11348903983661e+00	(-5.73327108309443e+00dB,-1.79989791441641e+02°)
2.11836113524847e+00	(-5.73327108230789e+00dB,-1.79989767908484e+02°)
2.12324446200018e+00	(-5.73327108151771e+00dB,-1.79989744321078e+02°)
2.12813904598268e+00	(-5.73327108072389e+00dB,-1.79989720679297e+02°)
2.13304491314654e+00	(-5.73327107992640e+00dB,-1.79989696983016e+02°)
2.13796208950220e+00	(-5.73327107912523e+00dB,-1.79989673232110e+02°)
2.14289060112002e+00	(-5.73327107832036e+00dB,-1.79989649426452e+02°)
2.14783047413050e+00	(-5.73327107751178e+00dB,-1.79989625565916e+02°)
2.15278173472434e+00	(-5.73327107669948e+00dB,-1.79989601650376e+02°)
2.15774440915263e+00	(-5.73327107588341e+00dB,-1.79989577679706e+02°)
2.16271852372698e+00	(-5.73327107506358e+00dB,-1.79989553653777e+02°)
2.16770410481966e+00	(-5.73327107423996e+00dB,-1.79989529572462e+02°)
2.17270117886371e+00	(-5.73327107341255e+00dB,-1.79989505435635e+02°)
2.17770977235312e+00	(-5.73327107258132e+00dB,-1.79989481243166e+02°)
2.18272991184296e+00	(-5.73327107174624e+00dB,-1.79989456994928e+02°)
2.18776162394952e+00	(-5.73327107090732e+00dB,-1.79989432690792e+02°)
2.19280493535041e+00	(-5.73327107006452e+00dB,-1.79989408330630e+02°)
2.19785987278479e+00	(-5.73327106921783e+00dB,-1.79989383914311e+02°)
2.20292646305342e+00	(-5.73327106836723e+00dB,-1.79989359441707e+02°)
2.20800473301886e+00	(-5.73327106751271e+00dB,-1.79989334912687e+02°)
2.21309470960560e+00	(-5.73327106665424e+00dB,-1.79989310327123e+02°)
2.21819641980018e+00	(-5.73327106579181e+00dB,-1.79989285684882e+02°)
2.22330989065136e+00	(-5.73327106492540e+00dB,-1.79989260985836e+02°)
