Frequency [Hz], Amplitude [dB], Phase [deg]
12898.630260562692, 41.59827, -220.6586
13000.04738255742, 41.850006, -222.90387
13102.261909580895, 41.700771, -224.13266
13205.280111331636, 41.618065, -222.468506
13309.108306804468, 41.546005, -222.908005
13413.752864678117, 41.711086, -220.927155
13519.220203705829, 41.634903, -224.984985
13625.516793109193, 41.658249, -222.816833
13732.649152974798, 41.666935, -222.899261
13840.62385465427, 41.592079, -221.154449
13949.447521167294, 41.435688, -223.933701
14059.126827607975, 41.681755, -222.134583
14169.668501554112, 41.586994, -221.69397
14281.079323479966, 41.532597, -225.341614
14393.366127172143, 41.596771, -221.261414
14506.535800148762, 41.387173, -224.52681
14620.595284081906, 41.511902, -223.231995
14735.551575223522, 41.463478, -218.80896
14851.41172483439, 41.264233, -223.30896
14968.182839616758, 41.524246, -222.554138
15085.87208215019, 41.506203, -220.195816
15204.48667133104, 41.365883, -222.592957
15324.033882815056, 41.540066, -222.837723
15444.52104946379, 41.336082, -223.151428
15565.95556179435, 41.243767, -221.890854
15688.344868432725, 41.112453, -221.59996
15811.696476570674, 41.314957, -222.270203
15936.017952426177, 41.423191, -222.477905
16061.316921707656, 41.178669, -219.83989
16187.601070081544, 40.970497, -219.799042
16314.878143643806, 41.121105, -221.704193
16443.155949395164, 41.192871, -223.374298
16572.442355719788, 41.27684, -221.297791
16702.74529286804, 41.351921, -218.152069
16834.072753442895, 41.23233, -219.439911
16966.432792890184, 41.088879, -220.212128
17099.833529992702, 41.027473, -220.981506
17234.28314736818, 41.173569, -221.416458
17369.789891971315, 40.966026, -220.014282
17506.36207559944, 40.87812, -219.599823
17644.00807540245, 40.941662, -217.751038
17782.73633439675, 41.052521, -220.471527
17922.555361982937, 40.76104, -220.07016
18063.47373446788, 40.965424, -216.576477
18205.500095590756, 40.687149, -216.96347
18348.64315705324, 40.793877, -217.508881
18492.91169905387, 41.059589, -220.586319
18638.314570826584, 41.166187, -218.629974
18784.860691183647, 40.795452, -212.019562
18932.55904906251, 41.23048, -222.356842
19081.418704077303, 41.061237, -219.315582
19231.44878707462, 40.852913, -217.058533
19382.658500693393, 40.717411, -216.090256
19535.057119929515, 40.844425, -215.638763
19688.653992704705, 41.034027, -214.714539
19843.45854043992, 41.257694, -216.921967
19999.480258633226, 40.931061, -215.635803
20156.728717442213, 41.009964, -215.746124
20315.21356227118, 40.936619, -217.987732
20474.94451436252, 40.95639, -214.745438
20635.931371393126, 41.133118, -215.085617
20798.184008075506, 41.06411, -213.926483
20961.712376763226, 41.014084, -215.526672
21126.526508061525, 41.095184, -215.438782
21292.636511442575, 41.119816, -213.376465
21460.052575865542, 40.974613, -215.87558
21628.78497040159, 41.05616, -214.0858
21798.844044863756, 41.057755, -215.98024
21970.24023044176, 41.036148, -213.02713
22142.984040342006, 41.134747, -214.047333
22317.08607043215, 40.995857, -212.96048
22492.55699989138, 41.105843, -214.700104
22669.407591865158, 41.096512, -210.839447
22847.648694125586, 41.171227, -212.410278
23027.291239736765, 41.191368, -213.546082
23208.346247725396, 41.161842, -213.491852
23390.824823756677, 41.078213, -210.985947
23574.73816081552, 41.247864, -210.621582
23760.097539893057, 41.069286, -210.87793
23946.914330678785, 41.092796, -210.978928
24135.199992257643, 41.201015, -211.39563
24324.966073813288, 41.190826, -210.221222
24516.224215336133, 41.289505, -212.118408
24708.986148337568, 41.139988, -209.029297
24903.263696569476, 41.294197, -211.253494
25099.068776749496, 41.196476, -211.906555
25296.413399291974, 41.228943, -210.165741
25495.309669044665, 41.280449, -211.297287
25695.769786031182, 41.230663, -211.085785
25897.806046199534, 41.287102, -210.544586
26101.43084217597, 41.342457, -209.584366
26306.65666402556, 41.177238, -208.131516
26513.496100017932, 41.326218, -208.584717
26721.961837399645, 41.262421, -210.567535
26932.06666317235, 41.235264, -209.355286
27143.82346487712, 41.30566, -211.121918
27357.245231384968, 41.275223, -209.51239
27572.34505369355, 41.338005, -210.101746
27789.136125730096, 41.373737, -212.094269
28007.631745160958, 41.300476, -210.581863
28227.84531420684, 41.362434, -208.319916
28449.79034046534, 41.38097, -207.525452
28673.480437739094, 41.274155, -210.287506
28898.929326871046, 41.35593, -211.224487
29126.150836586025, 41.342262, -206.957947
29355.158904338954, 41.422825, -210.775101
29585.96757716978, 41.273945, -209.539398
29818.591012565088, 41.301216, -207.587753
30053.043479326432, 41.316696, -208.701874
30289.33935844583, 41.293091, -208.357727
30527.493143987434, 41.328621, -208.575867
30767.519443977057, 41.206852, -207.15451
31009.432981297796, 41.114063, -206.066818
31253.248594593348, 41.255997, -207.873825
31498.981239178138, 41.292191, -207.291412
31746.645987954653, 41.115753, -208.539703
31996.258032337995, 41.314323, -207.771805
32247.8326831877, 41.223473, -205.54483
32501.385371746812, 41.191181, -207.927231
32756.931650588696, 41.177704, -206.403671
33014.487194570545, 41.156223, -206.234192
33274.067801795354, 41.200855, -206.739166
33535.689394580535, 41.224258, -205.389191
33799.36802043481, 41.174889, -207.246857
34065.11985304247, 41.107269, -209.030914
34332.961193255476, 41.122154, -206.023804
34602.90847009329, 41.391003, -205.800262
34874.97824175064, 41.186913, -208.07489
35149.1871966131, 41.380928, -206.13681
35425.55215428102, 40.69558, -201.842926
35704.09006660076, 40.918964, -202.338745
35984.81801870475, 41.355618, -218.370209
36267.75323005966, 41.089073, -204.666428
36552.91305552218, 41.061939, -212.498993
36840.314986403864, 41.338818, -200.985687
37129.97665154391, 40.86845, -201.463562
37421.91581839052, 41.366283, -208.174362
37716.1503940907, 41.427628, -203.922241
38012.69842658862, 40.720879, -204.66745
38311.578105732944, 40.546349, -212.146729
38612.807764392084, 41.47501, -200.580505
38916.40587957897, 41.429489, -199.876068
39222.39107358464, 40.593319, -209.637268
39530.78211512002, 41.379425, -203.543396
39841.597920467495, 40.75658, -204.43927
40154.857554641145, 40.895042, -204.831375
40470.58023255612, 41.01762, -203.552917
40788.78532020732, 40.827038, -202.336945
41109.49233585711, 40.897743, -200.545349
41432.72095123299, 40.742378, -204.011292
41758.49099273361, 40.761154, -201.877258
42086.82244264526, 40.923489, -201.110168
42417.7354403677, 40.722588, -201.719391
42751.250283649075, 40.832947, -202.473602
43087.387429831215, 40.720795, -200.371841
43426.1674971044, 40.782028, -201.58815
43767.611265772066, 40.731712, -200.744293
