Freq.	V(out_fs)
1.13240036323556e+00	(-8.89771067788255e+01dB,8.99999866667998e+01°)
1.13501081567231e+00	(-8.89571067788255e+01dB,8.99999866360636e+01°)
1.13762728582343e+00	(-8.89371067788255e+01dB,8.99999866052565e+01°)
1.14024978756117e+00	(-8.89171067788255e+01dB,8.99999865743785e+01°)
1.14287833478977e+00	(-8.88971067788255e+01dB,8.99999865434292e+01°)
1.14551294144553e+00	(-8.88771067788255e+01dB,8.99999865124086e+01°)
1.14815362149688e+00	(-8.88571067788255e+01dB,8.99999864813165e+01°)
1.15080038894443e+00	(-8.88371067788255e+01dB,8.99999864501527e+01°)
1.15345325782109e+00	(-8.88171067788255e+01dB,8.99999864189171e+01°)
1.15611224219210e+00	(-8.87971067788255e+01dB,8.99999863876095e+01°)
1.15877735615512e+00	(-8.87771067788255e+01dB,8.99999863562297e+01°)
1.16144861384034e+00	(-8.87571067788255e+01dB,8.99999863247775e+01°)
1.16412602941049e+00	(-8.87371067788255e+01dB,8.99999862932529e+01°)
1.16680961706096e+00	(-8.87171067788255e+01dB,8.99999862616556e+01°)
1.16949939101987e+00	(-8.86971067788255e+01dB,8.99999862299854e+01°)
1.17219536554813e+00	(-8.86771067788255e+01dB,8.99999861982422e+01°)
1.17489755493953e+00	(-8.86571067788255e+01dB,8.99999861664259e+01°)
1.17760597352080e+00	(-8.86371067788255e+01dB,8.99999861345362e+01°)
1.18032063565173e+00	(-8.86171067788255e+01dB,8.99999861025730e+01°)
1.18304155572516e+00	(-8.85971067788255e+01dB,8.99999860705362e+01°)
1.18576874816716e+00	(-8.85771067788255e+01dB,8.99999860384254e+01°)
1.18850222743702e+00	(-8.85571067788256e+01dB,8.99999860062407e+01°)
1.19124200802737e+00	(-8.85371067788255e+01dB,8.99999859739817e+01°)
1.19398810446427e+00	(-8.85171067788255e+01dB,8.99999859416484e+01°)
1.19674053130724e+00	(-8.84971067788256e+01dB,8.99999859092406e+01°)
1.19949930314938e+00	(-8.84771067788255e+01dB,8.99999858767580e+01°)
1.20226443461741e+00	(-8.84571067788256e+01dB,8.99999858442006e+01°)
1.20503594037179e+00	(-8.84371067788256e+01dB,8.99999858115681e+01°)
1.20781383510678e+00	(-8.84171067788255e+01dB,8.99999857788604e+01°)
1.21059813355048e+00	(-8.83971067788256e+01dB,8.99999857460773e+01°)
1.21338885046497e+00	(-8.83771067788255e+01dB,8.99999857132186e+01°)
1.21618600064636e+00	(-8.83571067788255e+01dB,8.99999856802841e+01°)
1.21898959892486e+00	(-8.83371067788256e+01dB,8.99999856472738e+01°)
1.22179966016487e+00	(-8.83171067788255e+01dB,8.99999856141873e+01°)
1.22461619926504e+00	(-8.82971067788256e+01dB,8.99999855810246e+01°)
1.22743923115840e+00	(-8.82771067788256e+01dB,8.99999855477854e+01°)
1.23026877081238e+00	(-8.82571067788256e+01dB,8.99999855144696e+01°)
1.23310483322890e+00	(-8.82371067788256e+01dB,8.99999854810770e+01°)
1.23594743344451e+00	(-8.82171067788256e+01dB,8.99999854476075e+01°)
1.23879658653036e+00	(-8.81971067788256e+01dB,8.99999854140607e+01°)
1.24165230759241e+00	(-8.81771067788256e+01dB,8.99999853804367e+01°)
1.24451461177138e+00	(-8.81571067788256e+01dB,8.99999853467351e+01°)
1.24738351424294e+00	(-8.81371067788256e+01dB,8.99999853129558e+01°)
1.25025903021771e+00	(-8.81171067788256e+01dB,8.99999852790987e+01°)
1.25314117494141e+00	(-8.80971067788256e+01dB,8.99999852451635e+01°)
1.25602996369487e+00	(-8.80771067788256e+01dB,8.99999852111501e+01°)
1.25892541179416e+00	(-8.80571067788256e+01dB,8.99999851770583e+01°)
1.26182753459066e+00	(-8.80371067788256e+01dB,8.99999851428879e+01°)
1.26473634747115e+00	(-8.80171067788256e+01dB,8.99999851086387e+01°)
1.26765186585784e+00	(-8.79971067788256e+01dB,8.99999850743106e+01°)
1.27057410520854e+00	(-8.79771067788256e+01dB,8.99999850399033e+01°)
1.27350308101666e+00	(-8.79571067788256e+01dB,8.99999850054167e+01°)
1.27643880881134e+00	(-8.79371067788256e+01dB,8.99999849708506e+01°)
1.27938130415752e+00	(-8.79171067788256e+01dB,8.99999849362049e+01°)
