time	V(out)
1.119315973982195e-08	9.999000e-01
1.122059756826927e-08	9.999000e-01
1.124803539671659e-08	9.999000e-01
1.127547322516390e-08	9.999000e-01
1.130291105361122e-08	9.999000e-01
1.133034888205854e-08	9.999000e-01
1.135778671050586e-08	9.999000e-01
1.137150545747832e-08	9.999000e-01
1.138522420445078e-08	9.999000e-01
1.139894295142325e-08	9.999000e-01
1.141266169839571e-08	9.999000e-01
1.142638044536817e-08	9.999000e-01
1.144009919234064e-08	9.999000e-01
1.145381793931310e-08	9.999000e-01
1.148169592277887e-08	9.999000e-01
1.155385128376125e-08	9.999000e-01
1.158501309171994e-08	9.999000e-01
1.161070528408326e-08	9.999000e-01
1.163639747644657e-08	9.999000e-01
1.166208966880989e-08	9.999000e-01
1.168778186117321e-08	9.999000e-01
1.171347405353653e-08	9.999000e-01
1.173916624589985e-08	9.999000e-01
1.176485843826316e-08	9.999000e-01
1.181331218682929e-08	9.999000e-01
1.186176593539542e-08	9.999000e-01
1.191021968396155e-08	9.999000e-01
1.195867343252768e-08	9.999000e-01
1.200712718109381e-08	9.999000e-01
1.205558092965994e-08	9.999000e-01
1.210403467822607e-08	9.999000e-01
1.210709385413617e-08	9.999000e-01
1.213595230845169e-08	9.999000e-01
1.216481076276720e-08	9.999000e-01
1.219366921708272e-08	9.999000e-01
1.222252767139823e-08	9.999000e-01
1.225138612571375e-08	9.999000e-01
1.228024458002927e-08	9.999000e-01
1.230910303434478e-08	9.999000e-01
1.245815271757253e-08	9.999000e-01
1.247187157623971e-08	9.999000e-01
1.248559043490688e-08	9.999000e-01
1.249930929357405e-08	9.999000e-01
1.251302815224123e-08	9.999000e-01
1.252674701090840e-08	9.999000e-01
1.254046586957557e-08	9.999000e-01
1.255418472824275e-08	9.999000e-01
1.256618872957598e-08	9.999000e-01
1.260705949584325e-08	9.999000e-01
1.264793026211051e-08	9.999000e-01
1.268880102837777e-08	9.999000e-01
1.272967179464504e-08	9.999000e-01
1.277054256091230e-08	9.999000e-01
1.281141332717957e-08	9.999000e-01
1.285228409344683e-08	9.999000e-01
1.285428476158720e-08	9.999000e-01
1.286628877042938e-08	9.999000e-01
1.289315486757997e-08	9.999000e-01
1.292002096473055e-08	9.999000e-01
1.294688706188114e-08	9.999000e-01
1.297375315903173e-08	9.999000e-01
1.300061925618232e-08	9.999000e-01
1.302748535333291e-08	9.999000e-01
1.305435145048349e-08	9.999000e-01
1.308237087822384e-08	9.999000e-01
1.315438479493164e-08	9.999000e-01
1.318215194030034e-08	9.999000e-01
1.325649702347279e-08	9.999000e-01
1.333084210664524e-08	9.999000e-01
1.340518718981769e-08	9.999000e-01
1.347953227299015e-08	9.999000e-01
1.355387735616260e-08	9.999000e-01
1.362822243933505e-08	9.999000e-01
1.370256752250750e-08	9.999000e-01
1.370856952317439e-08	9.999000e-01
1.372228838184157e-08	9.999000e-01
1.373600724050874e-08	9.999000e-01
1.374972609917592e-08	9.999000e-01
1.376344495784309e-08	9.999000e-01
1.377716381651027e-08	9.999000e-01
1.379088267517744e-08	9.999000e-01
1.380460153384462e-08	9.999000e-01
1.383261087028994e-08	9.999000e-01
1.384261420473474e-08	9.999000e-01
1.385261753917954e-08	9.999000e-01
1.386262087362434e-08	9.999000e-01
1.387262420806914e-08	9.999000e-01
1.388262754251394e-08	9.999000e-01
1.389263087695874e-08	9.999000e-01
1.390263421140353e-08	9.999000e-01
1.390463487829276e-08	9.999000e-01
1.391663887962813e-08	9.999000e-01
1.394407659700590e-08	9.999000e-01
1.397151431438367e-08	9.999000e-01
1.399895203176145e-08	9.999000e-01
1.402638974913922e-08	9.999000e-01
1.405382746651699e-08	9.999000e-01
1.408126518389476e-08	9.999000e-01
1.410870290127253e-08	9.999000e-01
1.412242175989606e-08	9.999000e-01
1.413614061851958e-08	9.999000e-01
1.414985947714311e-08	9.999000e-01
1.416357833576664e-08	9.999000e-01
1.417729719439016e-08	9.999000e-01
1.419101605301369e-08	9.999000e-01
1.420473491163722e-08	9.999000e-01
1.423274419675173e-08	9.999000e-01
1.425732382586342e-08	9.999000e-01
1.428190345497510e-08	9.999000e-01
1.430648308408678e-08	9.999000e-01
1.433106271319846e-08	9.999000e-01
1.435564234231015e-08	9.999000e-01
1.438022197142183e-08	9.999000e-01
1.440480160053351e-08	9.999000e-01
1.441679293045232e-08	9.999000e-01
1.444354880872733e-08	9.999000e-01
1.447030468700235e-08	9.999000e-01
1.449706056527736e-08	9.999000e-01
1.452381644355237e-08	9.999000e-01
1.455057232182738e-08	9.999000e-01
1.457732820010239e-08	9.999000e-01
1.460408407837740e-08	9.999000e-01
1.460486828942981e-08	9.999000e-01
1.460957355574427e-08	9.999000e-01
1.465767613560316e-08	9.999000e-01
1.470796304195220e-08	9.999000e-01
1.475824994830124e-08	9.999000e-01
1.480853685465028e-08	9.999000e-01
1.485882376099933e-08	9.999000e-01
1.490911066734837e-08	9.999000e-01
1.495939757369741e-08	9.999000e-01
1.500968448004646e-08	9.999000e-01
1.507332265678826e-08	9.999000e-01
1.513696083353006e-08	9.999000e-01
1.520059901027187e-08	9.999000e-01
1.526423718701367e-08	9.999000e-01
1.532787536375547e-08	9.999000e-01
1.539151354049728e-08	9.999000e-01
1.545515171723908e-08	9.999000e-01
1.547015671890630e-08	9.999000e-01
1.551774400990802e-08	9.999000e-01
1.556533130090974e-08	9.999000e-01
1.561291859191146e-08	9.999000e-01
1.566050588291318e-08	9.999000e-01
1.570809317391490e-08	9.999000e-01
1.575568046491662e-08	9.999000e-01
1.580326775591834e-08	9.999000e-01
1.580926975658614e-08	9.999000e-01
1.582298861525323e-08	9.999000e-01
1.583670747392031e-08	9.999000e-01
1.585042633258740e-08	9.999000e-01
1.586414519125449e-08	9.999000e-01
1.587786404992158e-08	9.999000e-01
1.589158290858866e-08	9.999000e-01
1.590530176725575e-08	9.999000e-01
1.591730576854562e-08	9.999000e-01
1.593159624648075e-08	9.999000e-01
1.594588672441588e-08	9.999000e-01
1.596017720235102e-08	9.999000e-01
1.597446768028615e-08	9.999000e-01
1.598875815822128e-08	9.999000e-01
1.600304863615641e-08	9.999000e-01
1.601733911409155e-08	9.999000e-01
1.603048635229262e-08	9.999000e-01
1.604363359049369e-08	9.999000e-01
1.605678082869476e-08	9.999000e-01
1.606992806689584e-08	9.999000e-01
1.608307530509691e-08	9.999000e-01
1.609622254329798e-08	9.999000e-01
1.610936978149905e-08	9.999000e-01
1.620340103254018e-08	9.999000e-01
1.620540180060020e-08	9.999000e-01
1.620940333672024e-08	9.999000e-01
1.622369309184813e-08	9.999000e-01
1.623798284697602e-08	9.999000e-01
1.625227260210391e-08	9.999000e-01
1.626656235723180e-08	9.999000e-01
1.628085211235969e-08	9.999000e-01
1.629514186748759e-08	9.999000e-01
1.630943162261547e-08	9.999000e-01
1.632285704053868e-08	9.999000e-01
1.633628245846189e-08	9.999000e-01
1.634970787638510e-08	9.999000e-01
1.636313329430830e-08	9.999000e-01
1.637655871223151e-08	9.999000e-01
1.638998413015472e-08	9.999000e-01
1.640340954807793e-08	9.999000e-01
1.640546848949650e-08	9.999000e-01
1.641782213800794e-08	9.999000e-01
1.643026179768772e-08	9.999000e-01
1.644270145736749e-08	9.999000e-01
1.645514111704726e-08	9.999000e-01
1.646758077672703e-08	9.999000e-01
1.648002043640681e-08	9.999000e-01
1.649246009608658e-08	9.999000e-01
1.650489975576635e-08	9.999000e-01
1.650550183394465e-08	9.999000e-01
1.650670599030125e-08	9.999000e-01
1.650911430301444e-08	9.999000e-01
1.653073855616288e-08	9.999000e-01
1.655236280931132e-08	9.999000e-01
1.657398706245975e-08	9.999000e-01
1.659561131560819e-08	9.999000e-01
1.661723556875663e-08	9.999000e-01
1.663885982190506e-08	9.999000e-01
1.666048407505350e-08	9.999000e-01
1.670236509534191e-08	9.999000e-01
1.674424611563032e-08	9.999000e-01
1.678612713591872e-08	9.999000e-01
1.682800815620713e-08	9.999000e-01
1.686988917649554e-08	9.999000e-01
1.691177019678395e-08	9.999000e-01
1.695365121707236e-08	9.999000e-01
1.696879912351738e-08	9.999000e-01
1.698394702996241e-08	9.999000e-01
1.699909493640743e-08	9.999000e-01
1.701424284285246e-08	9.999000e-01
1.702939074929748e-08	9.999000e-01
1.704453865574250e-08	9.999000e-01
1.705968656218753e-08	9.999000e-01
1.707397703996536e-08	9.999000e-01
1.708826751774319e-08	9.999000e-01
1.710255799552102e-08	9.999000e-01
1.711684847329885e-08	9.999000e-01
1.713113895107668e-08	9.999000e-01
1.714542942885452e-08	9.999000e-01
1.715971990663235e-08	9.999000e-01
1.723031304927069e-08	9.999000e-01
1.730090619190902e-08	9.999000e-01
1.737149933454736e-08	9.999000e-01
1.744209247718570e-08	9.999000e-01
1.751268561982403e-08	9.999000e-01
1.758327876246237e-08	9.999000e-01
1.765387190510071e-08	9.999000e-01
1.775170767671414e-08	9.999000e-01
1.784954344832758e-08	9.999000e-01
1.794737921994101e-08	9.999000e-01
1.804521499155445e-08	9.999000e-01
1.814305076316788e-08	9.999000e-01
1.824088653478132e-08	9.999000e-01
1.833872230639475e-08	9.999000e-01
1.839122417859606e-08	9.999000e-01
1.844372605079737e-08	9.999000e-01
1.849622792299869e-08	9.999000e-01
1.854872979520000e-08	9.999000e-01
1.860123166740131e-08	9.999000e-01
1.865373353960262e-08	9.999000e-01
1.870623541180393e-08	9.999000e-01
1.897872624208074e-08	9.999000e-01
1.900433477825951e-08	9.999000e-01
1.900633544514838e-08	9.999000e-01
1.901833944648161e-08	9.999000e-01
1.911037012337887e-08	9.999000e-01
1.920440146720870e-08	9.999000e-01
1.920640213404468e-08	9.999000e-01
1.921840613506059e-08	9.999000e-01
1.926356550964151e-08	9.999000e-01
1.930872488422242e-08	9.999000e-01
1.935388425880334e-08	9.999000e-01
1.939904363338426e-08	9.999000e-01
1.944420300796518e-08	9.999000e-01
1.948936238254610e-08	9.999000e-01
1.953452175712701e-08	9.999000e-01
1.955875384034486e-08	9.999000e-01
1.958298592356270e-08	9.999000e-01
1.960721800678055e-08	9.999000e-01
1.963145008999839e-08	9.999000e-01
1.965568217321624e-08	9.999000e-01
1.967991425643408e-08	9.999000e-01
1.970414633965193e-08	9.999000e-01
1.970656885628543e-08	9.999000e-01
1.972110395608645e-08	9.999000e-01
1.974117198907739e-08	9.999000e-01
1.976124002206834e-08	9.999000e-01
1.978130805505928e-08	9.999000e-01
1.980137608805023e-08	9.999000e-01
1.982144412104118e-08	9.999000e-01
1.984151215403212e-08	9.999000e-01
1.986158018702307e-08	9.999000e-01
1.988230714453833e-08	9.999000e-01
1.990303410205359e-08	9.999000e-01
1.992376105956885e-08	9.999000e-01
1.994448801708410e-08	9.999000e-01
1.996521497459936e-08	9.999000e-01
1.998594193211462e-08	9.999000e-01
2.000666888962988e-08	9.999000e-01
2.002401608061919e-08	9.999000e-01
2.004136327160850e-08	9.999000e-01
2.005871046259780e-08	9.999000e-01
2.007605765358711e-08	9.999000e-01
2.009340484457642e-08	9.999000e-01
2.011075203556573e-08	9.999000e-01
2.012809922655504e-08	9.999000e-01
2.015671890630210e-08	9.999000e-01
2.019095409426532e-08	9.999000e-01
2.022950640557377e-08	9.999000e-01
2.026805871688222e-08	9.999000e-01
2.030661102819067e-08	9.999000e-01
2.034516333949912e-08	9.999000e-01
2.038371565080757e-08	9.999000e-01
2.042226796211601e-08	9.999000e-01
2.046082027342446e-08	9.999000e-01
2.055485161720559e-08	9.999000e-01
2.055685228409470e-08	9.999000e-01
2.056085361787293e-08	9.999000e-01
2.057428666698502e-08	9.999000e-01
2.058771971609711e-08	9.999000e-01
2.060115276520920e-08	9.999000e-01
2.061458581432128e-08	9.999000e-01
2.062801886343337e-08	9.999000e-01
2.064145191254546e-08	9.999000e-01
2.065488496165755e-08	9.999000e-01
2.065688562854285e-08	9.999000e-01
2.066888962985467e-08	9.999000e-01
2.095498494441754e-08	9.999000e-01
2.096098709682683e-08	9.999000e-01
2.100310097689956e-08	9.999000e-01
2.104521485697230e-08	9.999000e-01
2.108732873704503e-08	9.999000e-01
2.112944261711777e-08	9.999000e-01
2.117155649719050e-08	9.999000e-01
2.121367037726324e-08	9.999000e-01
2.125578425733597e-08	9.999000e-01
2.138044080677208e-08	9.999000e-01
2.140709425487742e-08	9.999000e-01
2.140713571190397e-08	9.999000e-01
2.140721862595706e-08	9.999000e-01
2.140738445406325e-08	9.999000e-01
2.140771611027561e-08	9.999000e-01
2.140837942270035e-08	9.999000e-01
2.140970604754983e-08	9.999000e-01
2.148144242395967e-08	9.999000e-01
2.155317880036952e-08	9.999000e-01
2.162491517677937e-08	9.999000e-01
2.169665155318921e-08	9.999000e-01
2.176838792959906e-08	9.999000e-01
2.184012430600891e-08	9.999000e-01
2.191186068241876e-08	9.999000e-01
2.247941265914529e-08	9.999000e-01
2.250447189404329e-08	9.999000e-01
2.250750250083361e-08	9.999000e-01
2.252250750250083e-08	9.999000e-01
2.265755251750584e-08	9.999000e-01
2.268556185395128e-08	9.999000e-01
2.271185633306207e-08	9.999000e-01
2.273815081217285e-08	9.999000e-01
2.276444529128364e-08	9.999000e-01
2.279073977039442e-08	9.999000e-01
2.281703424950521e-08	9.999000e-01
2.284332872861599e-08	9.999000e-01
2.286962320772678e-08	9.999000e-01
2.292478452407142e-08	9.999000e-01
2.297994584041605e-08	9.999000e-01
2.303510715676068e-08	9.999000e-01
2.309026847310532e-08	9.999000e-01
2.314542978944995e-08	9.999000e-01
2.320059110579458e-08	9.999000e-01
2.325575242213922e-08	9.999000e-01
2.326175290830575e-08	9.999000e-01
2.328951812001503e-08	9.999000e-01
2.331728333172431e-08	9.999000e-01
2.334504854343360e-08	9.999000e-01
2.337281375514288e-08	9.999000e-01
2.340057896685216e-08	9.999000e-01
2.342834417856144e-08	9.999000e-01
2.345610939027072e-08	9.999000e-01
2.345781927309103e-08	9.999000e-01
2.346807857001291e-08	9.999000e-01
2.356222991755918e-08	9.999000e-01
2.364803501169335e-08	9.999000e-01
2.373384010582751e-08	9.999000e-01
2.381964519996168e-08	9.999000e-01
2.390545029409584e-08	9.999000e-01
2.399125538823001e-08	9.999000e-01
2.407706048236417e-08	9.999000e-01
2.416286557649834e-08	9.999000e-01
2.422619936090654e-08	9.999000e-01
2.428953314531475e-08	9.999000e-01
2.435286692972296e-08	9.999000e-01
2.441620071413117e-08	9.999000e-01
2.447953449853937e-08	9.999000e-01
2.454286828294759e-08	9.999000e-01
2.460620206735579e-08	9.999000e-01
2.471223741247113e-08	9.999000e-01
2.481227075691166e-08	9.999000e-01
2.483999428410372e-08	9.999000e-01
2.486771781129578e-08	9.999000e-01
2.489544133848784e-08	9.999000e-01
2.492316486567990e-08	9.999000e-01
2.495088839287196e-08	9.999000e-01
2.497861192006402e-08	9.999000e-01
2.500633544725608e-08	9.999000e-01
2.500833611203734e-08	9.999000e-01
2.502034010072493e-08	9.999000e-01
2.503291572297644e-08	9.999000e-01
2.504549134522795e-08	9.999000e-01
2.505806696747946e-08	9.999000e-01
2.507064258973097e-08	9.999000e-01
2.508321821198248e-08	9.999000e-01
2.509579383423399e-08	9.999000e-01
2.510836945648549e-08	9.999000e-01
2.512037376132788e-08	9.999000e-01
2.531249575281312e-08	9.999000e-01
2.541107225592621e-08	9.999000e-01
2.553182361850068e-08	9.999000e-01
2.555847594332650e-08	9.999000e-01
2.555851950650217e-08	9.999000e-01
2.555860663285351e-08	9.999000e-01
2.555878088555619e-08	9.999000e-01
2.555912939096155e-08	9.999000e-01
2.555982640177227e-08	9.999000e-01
2.556122042339372e-08	9.999000e-01
2.561151947325762e-08	9.999000e-01
2.566181852312152e-08	9.999000e-01
2.571211757298542e-08	9.999000e-01
2.576241662284932e-08	9.999000e-01
2.581271567271322e-08	9.999000e-01
2.586301472257712e-08	9.999000e-01
2.591331377244101e-08	9.999000e-01
2.597766722342227e-08	9.999000e-01
2.604202067440352e-08	9.999000e-01
2.610637412538477e-08	9.999000e-01
2.617072757636602e-08	9.999000e-01
2.623508102734727e-08	9.999000e-01
2.629943447832852e-08	9.999000e-01
2.636378792930977e-08	9.999000e-01
2.638622397942171e-08	9.999000e-01
2.640866002953365e-08	9.999000e-01
2.643109607964559e-08	9.999000e-01
2.645353212975753e-08	9.999000e-01
2.647596817986947e-08	9.999000e-01
2.649840422998141e-08	9.999000e-01
2.652084028009335e-08	9.999000e-01
2.653341590053826e-08	9.999000e-01
2.654599152098317e-08	9.999000e-01
2.655856714142809e-08	9.999000e-01
2.657114276187300e-08	9.999000e-01
2.658371838231791e-08	9.999000e-01
2.659629400276282e-08	9.999000e-01
2.660886962320773e-08	9.999000e-01
2.663687895965415e-08	9.999000e-01
2.664773972276507e-08	9.999000e-01
2.665860048587599e-08	9.999000e-01
2.666946124898692e-08	9.999000e-01
2.668032201209784e-08	9.999000e-01
2.669118277520876e-08	9.999000e-01
2.670204353831969e-08	9.999000e-01
2.671290430143061e-08	9.999000e-01
2.672662316009824e-08	9.999000e-01
2.674034201876588e-08	9.999000e-01
2.675406087743351e-08	9.999000e-01
2.676777973610114e-08	9.999000e-01
2.678149859476877e-08	9.999000e-01
2.679521745343641e-08	9.999000e-01
2.680893631210404e-08	9.999000e-01
2.682094031366836e-08	9.999000e-01
2.683351593408034e-08	9.999000e-01
2.684609155449231e-08	9.999000e-01
2.685866717490429e-08	9.999000e-01
2.687124279531626e-08	9.999000e-01
2.688381841572823e-08	9.999000e-01
2.689639403614021e-08	9.999000e-01
2.690896965655218e-08	9.999000e-01
2.693697898008696e-08	9.999000e-01
2.697556145073263e-08	9.999000e-01
2.701414392137831e-08	9.999000e-01
2.705272639202399e-08	9.999000e-01
2.709130886266967e-08	9.999000e-01
2.712989133331535e-08	9.999000e-01
2.716847380396102e-08	9.999000e-01
2.720705627460670e-08	9.999000e-01
2.720906968989663e-08	9.999000e-01
2.722115018163622e-08	9.999000e-01
2.723419907638479e-08	9.999000e-01
2.724724797113337e-08	9.999000e-01
2.726029686588195e-08	9.999000e-01
2.727334576063053e-08	9.999000e-01
2.728639465537910e-08	9.999000e-01
2.729944355012768e-08	9.999000e-01
2.731249244487626e-08	9.999000e-01
2.739260231559388e-08	9.999000e-01
2.747271218631150e-08	9.999000e-01
2.755282205702912e-08	9.999000e-01
2.763293192774674e-08	9.999000e-01
2.771304179846436e-08	9.999000e-01
2.779315166918198e-08	9.999000e-01
2.787326153989960e-08	9.999000e-01
2.845748582860954e-08	9.999000e-01
2.846348782927642e-08	9.999000e-01
2.849121135616658e-08	9.999000e-01
2.851893488305673e-08	9.999000e-01
2.854665840994689e-08	9.999000e-01
2.857438193683705e-08	9.999000e-01
2.860210546372720e-08	9.999000e-01
2.862982899061736e-08	9.999000e-01
2.865755251750751e-08	9.999000e-01
2.867270042396376e-08	9.999000e-01
2.868784833042000e-08	9.999000e-01
2.870299623687624e-08	9.999000e-01
2.871814414333249e-08	9.999000e-01
2.873329204978873e-08	9.999000e-01
