time	V(out_fs)
4.286428809603201e-08	3.315402e-01
4.287629209736580e-08	3.309068e-01
4.291430476825609e-08	3.289008e-01
4.292390796932311e-08	3.283941e-01
4.293671223741247e-08	3.277184e-01
4.296232077359120e-08	3.263671e-01
4.296432144048017e-08	3.262615e-01
4.296832277425810e-08	3.260503e-01
4.297632544181397e-08	3.256280e-01
4.301433811270424e-08	3.236222e-01
4.302394131377128e-08	3.231155e-01
4.306235411803944e-08	3.210887e-01
4.306435478492831e-08	3.209831e-01
4.306835611870606e-08	3.207720e-01
4.307635878626156e-08	3.203498e-01
4.311437145715239e-08	3.183441e-01
4.311757252417459e-08	3.181753e-01
4.316238746248537e-08	3.158109e-01
4.316438812937647e-08	3.157054e-01
4.316838946315866e-08	3.154943e-01
4.317639213072305e-08	3.150721e-01
4.321440480160054e-08	3.130669e-01
4.322400800267780e-08	3.125603e-01
4.323681227078083e-08	3.118849e-01
4.326242080698688e-08	3.105342e-01
4.326442147382461e-08	3.104287e-01
4.326842280750006e-08	3.102176e-01
4.327642547485097e-08	3.097956e-01
4.331443814604869e-08	3.077908e-01
4.332404134686978e-08	3.072844e-01
4.333684561463124e-08	3.066092e-01
4.336245415015416e-08	3.052588e-01
4.336445481827277e-08	3.051533e-01
4.336845615450998e-08	3.049423e-01
4.337645882698441e-08	3.045203e-01
4.341447149049684e-08	3.025162e-01
4.341767255948661e-08	3.023474e-01
4.342407469746616e-08	3.020099e-01
4.346248752534341e-08	2.999849e-01
4.346448816272091e-08	2.998795e-01
4.346848943747590e-08	2.996686e-01
4.347649198698590e-08	2.992468e-01
4.348878172198862e-08	2.985990e-01
4.350107145699134e-08	2.979513e-01
4.351336119199407e-08	2.973036e-01
4.352565092699678e-08	2.966559e-01
4.353794066199951e-08	2.960082e-01
4.355023039700223e-08	2.953606e-01
4.356252013200495e-08	2.947131e-01
4.356452150716906e-08	2.946076e-01
4.356852425749727e-08	2.943967e-01
4.357652975815370e-08	2.939749e-01
4.361453817939313e-08	2.919725e-01
4.362414478018085e-08	2.914664e-01
4.363695358123113e-08	2.907917e-01
4.366257118333169e-08	2.894424e-01
4.366455485161721e-08	2.893379e-01
4.366852218818824e-08	2.891290e-01
4.367645686133031e-08	2.887111e-01
4.376217956269369e-08	2.841976e-01
4.376458819606537e-08	2.840708e-01
4.377903999629540e-08	2.833101e-01
4.379258723863331e-08	2.825971e-01
4.380613448097121e-08	2.818841e-01
4.381968172330911e-08	2.811711e-01
4.383322896564701e-08	2.804582e-01
4.384677620798492e-08	2.797454e-01
4.386032345032282e-08	2.790326e-01
4.387387069266073e-08	2.783199e-01
4.388620289552369e-08	2.776712e-01
4.391463821273758e-08	2.761755e-01
4.391957109388276e-08	2.759161e-01
4.393315687435461e-08	2.752016e-01
4.394674265482647e-08	2.744872e-01
4.396032843529832e-08	2.737728e-01
4.397391421577017e-08	2.730585e-01
4.398749999624202e-08	2.723443e-01
4.400108577671388e-08	2.716301e-01
4.401467155718573e-08	2.709160e-01
4.402414268898448e-08	2.704182e-01
4.403677086471615e-08	2.697546e-01
4.406202721617950e-08	2.684273e-01
4.406468822940981e-08	2.682875e-01
4.406968989663221e-08	2.680247e-01
4.407969323107703e-08	2.674992e-01
4.409184013718859e-08	2.668611e-01
4.410398704330015e-08	2.662230e-01
4.411613394941171e-08	2.655850e-01
4.412828085552327e-08	2.649470e-01
4.414042776163484e-08	2.643091e-01
4.415257466774640e-08	2.636713e-01
4.416472157385796e-08	2.630335e-01
4.417432477492498e-08	2.625293e-01
4.421273757919306e-08	2.605129e-01
4.421473824608203e-08	2.604079e-01
4.421873957985996e-08	2.601979e-01
4.424274758252756e-08	2.589381e-01
4.426475491830610e-08	2.577834e-01
4.426795598532845e-08	2.576155e-01
4.427435811937314e-08	2.572796e-01
4.428716238746253e-08	2.566080e-01
4.431277092364130e-08	2.552649e-01
4.431477159053018e-08	2.551600e-01
4.431877292430792e-08	2.549501e-01
4.432677559186342e-08	2.545305e-01
4.436478826275426e-08	2.525376e-01
4.437439146382086e-08	2.520343e-01
4.438719573190965e-08	2.513632e-01
4.441280426808724e-08	2.500213e-01
4.441480493497833e-08	2.499164e-01
4.441880626876051e-08	2.497068e-01
4.442680893632487e-08	2.492876e-01
4.446482160720240e-08	2.472965e-01
4.446802267422815e-08	2.471288e-01
4.448722907638262e-08	2.461231e-01
4.451283761258859e-08	2.447824e-01
4.451483827942648e-08	2.446776e-01
4.451883961310227e-08	2.444682e-01
4.452684228045384e-08	2.440493e-01
4.456485495165056e-08	2.420601e-01
4.456805601859119e-08	2.418926e-01
4.461287095576000e-08	2.395485e-01
4.461487162387463e-08	2.394439e-01
4.461887296010389e-08	2.392346e-01
4.462687563256241e-08	2.388162e-01
4.464288097747945e-08	2.379794e-01
4.466488829609870e-08	2.368289e-01
4.467449150304892e-08	2.363270e-01
4.468729577898255e-08	2.356579e-01
4.471290433084982e-08	2.343199e-01
4.471490496832278e-08	2.342153e-01
4.471890624326870e-08	2.340063e-01
4.472690879316055e-08	2.335883e-01
4.476492164054686e-08	2.316032e-01
4.476812266050359e-08	2.314360e-01
4.477452470041707e-08	2.311018e-01
4.478732878024403e-08	2.304334e-01
4.481293693989794e-08	2.290968e-01
4.481493831277093e-08	2.289924e-01
4.481894105851690e-08	2.287835e-01
4.482694655000886e-08	2.283658e-01
4.484295753299277e-08	2.275305e-01
4.486495498499500e-08	2.263831e-01
4.486815718159178e-08	2.262161e-01
4.487456157478535e-08	2.258821e-01
4.488737036117248e-08	2.252143e-01
4.491298793394673e-08	2.238787e-01
4.491497165721908e-08	2.237753e-01
4.491893910376379e-08	2.235685e-01
4.492687399685321e-08	2.231550e-01
4.496498832944316e-08	2.211690e-01
4.496816228667892e-08	2.210037e-01
4.497451020115046e-08	2.206730e-01
4.498720603009353e-08	2.200118e-01
4.501259768797967e-08	2.186897e-01
4.501500500166723e-08	2.185643e-01
4.501981962904234e-08	2.183137e-01
4.502944888379257e-08	2.178124e-01
4.506502167389129e-08	2.159612e-01
4.506887337579138e-08	2.157608e-01
4.507657677959157e-08	2.153601e-01
4.509198358719193e-08	2.145587e-01
4.511503834611538e-08	2.133597e-01
4.511811970763545e-08	2.131995e-01
4.512428243067560e-08	2.128791e-01
4.513660787675590e-08	2.122384e-01
4.516125876891648e-08	2.109572e-01
4.516505501833945e-08	2.107599e-01
4.516998519677157e-08	2.105037e-01
4.517984555363581e-08	2.099914e-01
4.519956626736428e-08	2.089671e-01
4.521507169056353e-08	2.081618e-01
4.522690411880061e-08	2.075474e-01
4.526508836278760e-08	2.055654e-01
4.526824367698416e-08	2.054016e-01
4.527455430537727e-08	2.050742e-01
4.528717556216349e-08	2.044194e-01
4.531241807573593e-08	2.031101e-01
4.531510503501168e-08	2.029707e-01
4.532010670223409e-08	2.027114e-01
4.536512170723576e-08	2.003779e-01
4.539313104368124e-08	1.989268e-01
4.541513837945983e-08	1.977869e-01
4.541833944648217e-08	1.976212e-01
4.542474158052685e-08	1.972897e-01
4.543754584861621e-08	1.966268e-01
4.546315438479494e-08	1.953013e-01
4.546515505168389e-08	1.951978e-01
4.546915638546180e-08	1.949908e-01
4.547715905301761e-08	1.945767e-01
4.551517172390797e-08	1.926105e-01
4.552477492497495e-08	1.921140e-01
4.556318772924285e-08	1.901286e-01
4.556518839613205e-08	1.900252e-01
4.556918972991045e-08	1.898185e-01
4.559319773258083e-08	1.885784e-01
4.561840613537884e-08	1.872766e-01
4.563761253751514e-08	1.862853e-01
4.566922307434683e-08	1.846541e-01
4.571523841280427e-08	1.822812e-01
4.572484161384418e-08	1.817862e-01
4.573764588189740e-08	1.811264e-01
4.576325441800384e-08	1.798070e-01
4.576525508502835e-08	1.797040e-01
4.576925641907737e-08	1.794979e-01
4.577725908717542e-08	1.790858e-01
4.581527175725242e-08	1.771288e-01
4.581847282449164e-08	1.769640e-01
4.586328776584070e-08	1.746586e-01
4.586528842947650e-08	1.745557e-01
4.587729241129124e-08	1.739385e-01
4.589329772037757e-08	1.731158e-01
4.591530510170057e-08	1.719848e-01
4.591850616351783e-08	1.718204e-01
4.592490828715236e-08	1.714915e-01
4.593771253442143e-08	1.708338e-01
4.596332102895955e-08	1.695188e-01
4.596532177392465e-08	1.694161e-01
4.596932326385484e-08	1.692107e-01
4.597732624371522e-08	1.688000e-01
4.601533844614872e-08	1.668496e-01
4.601853963809287e-08	1.666854e-01
4.603774678975779e-08	1.657006e-01
4.606335632531101e-08	1.643878e-01
4.606535511837279e-08	1.642853e-01
4.606935270449636e-08	1.640805e-01
4.607734787674349e-08	1.636709e-01
4.611856985949572e-08	1.615596e-01
4.613775827288884e-08	1.605775e-01
4.616334282407966e-08	1.592683e-01
4.616538846282095e-08	1.591637e-01
4.616947974030352e-08	1.589544e-01
4.617766229526866e-08	1.585360e-01
4.621540513504502e-08	1.566064e-01
4.622522420100319e-08	1.561046e-01
4.623831628894742e-08	1.554358e-01
4.626450046483587e-08	1.540985e-01
4.626542180726909e-08	1.540514e-01
4.626726449213552e-08	1.539573e-01
4.627094986186840e-08	1.537692e-01
4.627832060133414e-08	1.533929e-01
4.631543847949317e-08	1.514989e-01
4.631838677527947e-08	1.513485e-01
4.633607654999726e-08	1.504464e-01
4.635966291628764e-08	1.492440e-01
4.636545515171725e-08	1.489487e-01
4.637017242497532e-08	1.487084e-01
4.641547182394132e-08	1.464011e-01
4.641924564254778e-08	1.462090e-01
4.642887081937832e-08	1.457190e-01
4.643849599620886e-08	1.452291e-01
4.644812117303940e-08	1.447394e-01
4.645774634986995e-08	1.442497e-01
4.646737152670049e-08	1.437602e-01
4.647699670353103e-08	1.432707e-01
4.648662188036157e-08	1.427813e-01
4.651077431944292e-08	1.415537e-01
4.651550516838947e-08	1.413132e-01
4.652999663183828e-08	1.405771e-01
4.654931858310337e-08	1.395958e-01
4.656552184061355e-08	1.387731e-01
4.656938623086656e-08	1.385770e-01
4.659257257238466e-08	1.374005e-01
4.661553851283762e-08	1.362356e-01
4.661863002504003e-08	1.360789e-01
4.663717909825452e-08	1.351386e-01
4.666191119587382e-08	1.338853e-01
4.666555518506169e-08	1.337007e-01
4.667050160458555e-08	1.334502e-01
4.668039444363327e-08	1.329492e-01
4.671557185728577e-08	1.311685e-01
4.671952899290486e-08	1.309682e-01
4.674327180661939e-08	1.297673e-01
4.676875423800512e-08	1.284789e-01
4.677508565499566e-08	1.281589e-01
4.681560520173392e-08	1.261120e-01
4.682060686895632e-08	1.258594e-01
4.685061687229077e-08	1.243448e-01
4.686562187395799e-08	1.235878e-01
4.689363121040347e-08	1.221756e-01
4.691563854618207e-08	1.210664e-01
4.691883961320441e-08	1.209051e-01
4.692524174724909e-08	1.205826e-01
4.693804601533845e-08	1.199378e-01
4.696365455151717e-08	1.186484e-01
4.696565521840615e-08	1.185477e-01
4.699366455485177e-08	1.171386e-01
4.702527509169728e-08	1.155492e-01
4.706368789596557e-08	1.136194e-01
4.706568856285429e-08	1.135189e-01
4.706968989663172e-08	1.133180e-01
4.707769256418658e-08	1.129163e-01
4.711570523507836e-08	1.110088e-01
4.711890630210030e-08	1.108483e-01
4.712530843614419e-08	1.105272e-01
4.713811270423196e-08	1.098853e-01
4.716372124040752e-08	1.086018e-01
4.716572190730244e-08	1.085016e-01
4.716972324109227e-08	1.083012e-01
4.717772590867193e-08	1.079003e-01
4.721573857952651e-08	1.059973e-01
4.722534178062210e-08	1.055168e-01
4.723814604874957e-08	1.048764e-01
4.726375458500449e-08	1.035960e-01
4.726575525175058e-08	1.034960e-01
4.726975658524276e-08	1.032960e-01
4.727775925222712e-08	1.028961e-01
4.729376458619583e-08	1.020966e-01
4.731577192397466e-08	1.009976e-01
4.731897299076840e-08	1.008378e-01
4.732537512435588e-08	1.005183e-01
4.733817939153086e-08	9.987941e-02
4.736578859619874e-08	9.850224e-02
4.736978993683461e-08	9.830276e-02
4.737779261810635e-08	9.790386e-02
4.739379798064983e-08	9.710628e-02
4.741580526842281e-08	9.600993e-02
4.741900634093151e-08	9.585053e-02
4.742540848594890e-08	9.553178e-02
4.743821277598368e-08	9.489446e-02
4.746382135605324e-08	9.362020e-02
4.746582194064689e-08	9.352067e-02
4.746982310983417e-08	9.332169e-02
4.747782544820873e-08	9.292378e-02
4.749383012495786e-08	9.212821e-02
4.751583861287096e-08	9.103451e-02
4.751903954822078e-08	9.087551e-02
4.752544141892043e-08	9.055757e-02
4.753824516031973e-08	8.992187e-02
4.756385264311834e-08	8.865083e-02
4.756585528509504e-08	8.855145e-02
4.756986056904843e-08	8.835277e-02
4.757787113695521e-08	8.795545e-02
4.759389227276878e-08	8.716106e-02
4.761587195731911e-08	8.607155e-02
4.761907618448182e-08	8.591280e-02
4.763830154745811e-08	8.496059e-02
4.766393536475981e-08	8.369149e-02
4.766588862954319e-08	8.359481e-02
4.766979515910994e-08	8.340152e-02
4.767760821824345e-08	8.301499e-02
4.769323433651046e-08	8.224217e-02
4.771590530176726e-08	8.112127e-02
4.772528097272747e-08	8.065799e-02
4.773778186734108e-08	8.004050e-02
4.776278365656830e-08	7.880589e-02
4.776592197399134e-08	7.865095e-02
4.777092233183678e-08	7.840419e-02
4.778092304752768e-08	7.791076e-02
4.781593864621541e-08	7.618389e-02
4.781993893249176e-08	7.598673e-02
4.782793950504447e-08	7.559248e-02
4.784394065014989e-08	7.480424e-02
4.786595531843948e-08	7.372009e-02
4.786915554746057e-08	7.356257e-02
4.787555600550274e-08	7.324758e-02
4.788835692158707e-08	7.261778e-02
4.791395875375575e-08	7.135858e-02
4.791597199066356e-08	7.125960e-02
4.791999846447919e-08	7.106168e-02
4.794415730737294e-08	6.987465e-02
4.796598866288764e-08	6.880243e-02
4.796920984194014e-08	6.864431e-02
4.797565220004513e-08	6.832810e-02
4.801430634867514e-08	6.643192e-02
4.801600533511171e-08	6.634861e-02
4.802619925373109e-08	6.584895e-02
4.803979114522359e-08	6.518298e-02
4.806874038563427e-08	6.376509e-02
4.810679768181328e-08	6.190305e-02
4.811603867955986e-08	6.145113e-02
4.812038808483746e-08	6.123852e-02
4.812908689539267e-08	6.081337e-02
4.814648451650307e-08	5.996338e-02
4.816605535178394e-08	5.900752e-02
4.816953487600602e-08	5.883767e-02
4.819041202133850e-08	5.781893e-02
4.821607202400801e-08	5.656736e-02
4.821885564338567e-08	5.643167e-02
4.822442288214100e-08	5.616032e-02
4.826608869623208e-08	5.413068e-02
4.827054248723634e-08	5.391390e-02
4.829726523326192e-08	5.261374e-02
4.831610536845616e-08	5.169751e-02
4.831966840125957e-08	5.152433e-02
4.832679446686639e-08	5.117801e-02
4.834104659808004e-08	5.048563e-02
4.836897246692297e-08	4.912951e-02
4.840887843432117e-08	4.719377e-02
4.841613871290431e-08	4.684176e-02
4.842982075886940e-08	4.617880e-02
4.846615538512838e-08	4.441924e-02
4.846980393071907e-08	4.424268e-02
4.849169520426323e-08	4.318376e-02
4.852492856677012e-08	4.157724e-02
4.855995460444078e-08	3.988592e-02
4.856618872957653e-08	3.958502e-02
4.857085886793262e-08	3.935971e-02
4.858019914464479e-08	3.890919e-02
4.861994151248548e-08	3.699340e-02
4.864235817659469e-08	3.591397e-02
4.866921096257257e-08	3.462164e-02
4.867518873966836e-08	3.433414e-02
4.871105540224311e-08	3.261016e-02
4.872102096792539e-08	3.213146e-02
4.876625541847283e-08	2.996057e-02
4.877008119581413e-08	2.977712e-02
4.877773275049674e-08	2.941029e-02
4.879303585986197e-08	2.867691e-02
4.881627209069691e-08	2.756375e-02
4.882545395631604e-08	2.712419e-02
4.886218141879258e-08	2.536711e-02
4.886628876292097e-08	2.517069e-02
4.887118575791784e-08	2.493663e-02
4.891630543514505e-08	2.278144e-02
4.894372860712753e-08	2.147321e-02
4.896632210736913e-08	2.039599e-02
4.896945618416712e-08	2.024665e-02
4.897572433776312e-08	1.994803e-02
4.898826064495511e-08	1.935100e-02
4.899727347426867e-08	1.892182e-02
4.900628630358224e-08	1.849277e-02
4.901529913289580e-08	1.806387e-02
4.902431196220936e-08	1.763510e-02
4.903332479152292e-08	1.720648e-02
4.904233762083649e-08	1.677800e-02
4.905135045015005e-08	1.634966e-02
4.906635545181728e-08	1.563662e-02
4.907035678559520e-08	1.544658e-02
4.908013147239556e-08	1.498241e-02
4.908990615919593e-08	1.451839e-02
4.909968084599628e-08	1.405453e-02
4.910945553279664e-08	1.359082e-02
4.911923021959700e-08	1.312727e-02
4.912900490639737e-08	1.266388e-02
4.913877959319773e-08	1.220064e-02
4.916438812937645e-08	1.098750e-02
4.916638879626543e-08	1.089276e-02
4.917039013004339e-08	1.070335e-02
4.917839279759931e-08	1.032461e-02
4.921960653551187e-08	8.375426e-03
4.923881293764608e-08	7.468126e-03
4.926442147382502e-08	6.259026e-03
4.926642214071357e-08	6.164596e-03
4.927842614204487e-08	5.598342e-03
4.929443147715327e-08	4.843696e-03
4.932604201400269e-08	3.354192e-03
4.936445481826285e-08	1.546419e-03
4.936645548516173e-08	1.452309e-03
4.937045681895949e-08	1.264171e-03
4.937845948655501e-08	8.879716e-04
4.939446482174604e-08	1.358858e-04
4.941647215738580e-08	-8.978248e-04
4.941967322442401e-08	-1.048083e-03
4.943887962665326e-08	-1.949243e-03
4.946448816295892e-08	-3.150142e-03
4.946648882960987e-08	-3.243930e-03
4.947049016291177e-08	-3.431423e-03
4.947849282951557e-08	-3.806330e-03
4.949078263979288e-08	-4.381938e-03
4.950307245007020e-08	-4.957304e-03
4.951536226034751e-08	-5.532426e-03
4.952765207062483e-08	-6.107306e-03
4.953994188090214e-08	-6.681943e-03
4.955223169117945e-08	-7.256337e-03
4.956452150145676e-08	-7.830488e-03
4.956652217405803e-08	-7.923950e-03
4.957052351926056e-08	-8.110790e-03
4.957852620966561e-08	-8.484392e-03
4.959453159047573e-08	-9.231277e-03
4.963894637941627e-08	-1.130193e-02
4.966455498871245e-08	-1.249445e-02
4.966655551850617e-08	-1.258758e-02
4.967055657809363e-08	-1.277375e-02
4.971657219073025e-08	-1.491319e-02
4.971977303840021e-08	-1.506187e-02
4.972617473374014e-08	-1.535917e-02
4.973897812441999e-08	-1.595351e-02
4.977059677730362e-08	-1.742047e-02
4.979464426339938e-08	-1.853482e-02
4.982622452961670e-08	-1.999705e-02
4.986470050736992e-08	-2.177619e-02
4.986662220740247e-08	-2.186500e-02
4.987046560746759e-08	-2.204255e-02
4.989352600785827e-08	-2.310730e-02
4.991663887962655e-08	-2.417386e-02
4.991971359967864e-08	-2.431564e-02
4.993816191999119e-08	-2.516596e-02
4.997157510393397e-08	-2.670489e-02
5.001667222407469e-08	-2.877881e-02
5.002060786574136e-08	-2.895962e-02
5.006668889629877e-08	-3.107488e-02
5.006983740963211e-08	-3.121926e-02
5.008872848963215e-08	-3.208513e-02
5.011391659629888e-08	-3.323894e-02
5.011670556852285e-08	-3.336665e-02
5.013171057019007e-08	-3.405324e-02
5.016672224074693e-08	-3.565409e-02
5.017872624208071e-08	-3.620236e-02
5.019844710141477e-08	-3.710267e-02
5.021816796074883e-08	-3.800230e-02
5.023788882008289e-08	-3.890125e-02
5.025760967941696e-08	-3.979953e-02
5.027733053875102e-08	-4.069713e-02
5.029705139808509e-08	-4.159406e-02
5.031677225741915e-08	-4.249031e-02
5.032637545848616e-08	-4.292645e-02
5.036478826275419e-08	-4.466955e-02
5.036678892964322e-08	-4.476028e-02
5.037079026342127e-08	-4.494167e-02
5.037879293097738e-08	-4.530435e-02
5.041680560186729e-08	-4.702584e-02
5.042640880293461e-08	-4.746027e-02
5.043921307102439e-08	-4.803922e-02
5.046482160720392e-08	-4.919657e-02
5.046682227409137e-08	-4.928696e-02
5.047082360786626e-08	-4.946763e-02
5.047882627541603e-08	-4.982889e-02
5.051683894631544e-08	-5.154362e-02
5.052004001333535e-08	-5.168788e-02
5.056485495161411e-08	-5.370579e-02
5.056685561853952e-08	-5.379581e-02
5.057085695239034e-08	-5.397577e-02
5.057885962009197e-08	-5.433560e-02
5.063927976032817e-08	-5.704887e-02
5.066488829697341e-08	-5.819704e-02
5.066688896298767e-08	-5.828670e-02
5.067089029501618e-08	-5.846594e-02
5.067889295907322e-08	-5.882433e-02
5.071690563521174e-08	-6.052537e-02
5.072010670083455e-08	-6.066847e-02
5.073931309457145e-08	-6.152666e-02
5.076492161955397e-08	-6.267019e-02
5.076692230743582e-08	-6.275949e-02
5.077092368319952e-08	-6.293800e-02
5.077892643472693e-08	-6.329493e-02
5.093937415037609e-08	-7.042721e-02
5.096497623753959e-08	-7.156105e-02
5.096698899633212e-08	-7.165015e-02
5.097101451391717e-08	-7.182825e-02
5.097906554908729e-08	-7.218438e-02
5.099163080504343e-08	-7.274000e-02
5.100419606099956e-08	-7.329534e-02
5.101676131695570e-08	-7.385040e-02
5.102932657291184e-08	-7.440516e-02
5.104189182886798e-08	-7.495964e-02
5.105445708482411e-08	-7.551384e-02
5.106702234078025e-08	-7.606775e-02
5.107728510800054e-08	-7.651985e-02
5.109725471506510e-08	-7.739911e-02
5.111722432212967e-08	-7.827763e-02
5.113719392919423e-08	-7.915541e-02
5.115716353625879e-08	-8.003244e-02
5.117713314332336e-08	-8.090873e-02
5.119710275038792e-08	-8.178428e-02
5.121707235745249e-08	-8.265909e-02
5.122057538199701e-08	-8.281244e-02
5.126708902967656e-08	-8.484679e-02
5.126989144931218e-08	-8.496922e-02
5.128670596712589e-08	-8.570341e-02
5.131710570190064e-08	-8.702976e-02
5.132158957331763e-08	-8.722520e-02
5.134849280181957e-08	-8.839706e-02
5.137258988595920e-08	-8.944567e-02
5.139668697009882e-08	-9.049318e-02
5.142078405423844e-08	-9.153956e-02
5.144488113837807e-08	-9.258484e-02
5.146897822251769e-08	-9.362899e-02
5.149307530665732e-08	-9.467203e-02
5.151717239079694e-08	-9.571395e-02
5.152819195319134e-08	-9.618998e-02
5.156718906302101e-08	-9.787299e-02
5.157600471293653e-08	-9.825300e-02
5.161126731259859e-08	-9.977164e-02
5.162640613646926e-08	-1.004229e-01
5.164154496033992e-08	-1.010737e-01
5.165668378421058e-08	-1.017240e-01
5.167182260808125e-08	-1.023739e-01
5.168696143195191e-08	-1.030234e-01
5.170210025582258e-08	-1.036725e-01
5.171723907969324e-08	-1.043211e-01
5.172024815486441e-08	-1.044499e-01
5.173830260589138e-08	-1.052226e-01
5.176725575191732e-08	-1.064607e-01
5.178169931273890e-08	-1.070776e-01
5.182212337851017e-08	-1.088022e-01
5.186254744428145e-08	-1.105235e-01
5.190297151005273e-08	-1.122417e-01
5.194339557582401e-08	-1.139566e-01
5.198381964159529e-08	-1.156682e-01
5.202424370736656e-08	-1.173767e-01
5.206466777313784e-08	-1.190819e-01
5.206735578526176e-08	-1.191952e-01
5.210236745581860e-08	-1.206691e-01
5.216738912970991e-08	-1.234004e-01
5.217699233077693e-08	-1.238030e-01
5.221740580193398e-08	-1.254954e-01
5.224541513837951e-08	-1.266663e-01
5.231543847949326e-08	-1.295871e-01
5.231743914638213e-08	-1.296705e-01
5.234544848282627e-08	-1.308357e-01
5.235630924593863e-08	-1.312872e-01
5.236717000905099e-08	-1.317385e-01
5.237803077216334e-08	-1.321895e-01
5.238889153527570e-08	-1.326402e-01
5.239975229838806e-08	-1.330908e-01
5.241061306150042e-08	-1.335410e-01
5.242147382461278e-08	-1.339911e-01
5.244553898910297e-08	-1.349874e-01
5.246960415359317e-08	-1.359825e-01
5.249366931808337e-08	-1.369764e-01
5.251773448257356e-08	-1.379692e-01
5.254179964706376e-08	-1.389608e-01
5.256586481155395e-08	-1.399511e-01
5.258992997604415e-08	-1.409403e-01
5.261553851152031e-08	-1.419918e-01
5.261753917972658e-08	-1.420739e-01
5.262954318896419e-08	-1.425662e-01
5.266355452494744e-08	-1.439595e-01
5.269756586093069e-08	-1.453504e-01
5.273157719691394e-08	-1.467389e-01
5.276558853289720e-08	-1.481250e-01
5.279959986888045e-08	-1.495088e-01
5.283361120486370e-08	-1.508902e-01
5.286762254084695e-08	-1.522692e-01
5.287722938399985e-08	-1.526582e-01
5.289003850820370e-08	-1.531765e-01
5.291565675661141e-08	-1.542125e-01
5.291763921307103e-08	-1.542927e-01
5.292953395182875e-08	-1.547730e-01
5.294177693589978e-08	-1.552673e-01
5.295401991997082e-08	-1.557612e-01
5.296626290404185e-08	-1.562547e-01
5.297850588811288e-08	-1.567480e-01
5.299074887218391e-08	-1.572410e-01
5.300299185625495e-08	-1.577337e-01
5.301523484032598e-08	-1.582260e-01
5.301767255751918e-08	-1.583240e-01
5.303229886067837e-08	-1.589116e-01
5.316451007207674e-08	-1.642037e-01
5.316772257419141e-08	-1.643318e-01
5.317271501900308e-08	-1.645309e-01
5.319313907183572e-08	-1.653447e-01
5.321356312466837e-08	-1.661577e-01
5.323398717750101e-08	-1.669698e-01
5.325441123033365e-08	-1.677811e-01
5.327483528316629e-08	-1.685914e-01
5.329525933599894e-08	-1.694009e-01
5.331568338883158e-08	-1.702095e-01
5.331777259086363e-08	-1.702922e-01
5.332195099492773e-08	-1.704575e-01
5.334702141931232e-08	-1.714483e-01
5.337781743284153e-08	-1.726640e-01
5.339830954648835e-08	-1.734717e-01
5.341880166013516e-08	-1.742785e-01
5.343929377378198e-08	-1.750844e-01
5.345978588742879e-08	-1.758894e-01
5.348027800107561e-08	-1.766935e-01
5.350077011472242e-08	-1.774968e-01
5.352126222836924e-08	-1.782991e-01
5.359516591506888e-08	-1.811853e-01
5.366906960176851e-08	-1.840596e-01
5.374297328846815e-08	-1.869222e-01
5.381687697516778e-08	-1.897730e-01
5.389078066186742e-08	-1.926120e-01
5.396468434856705e-08	-1.954392e-01
5.403858803526669e-08	-1.982546e-01
5.407272713897126e-08	-1.995512e-01
5.451551274474739e-08	-2.161356e-01
5.451817272424142e-08	-2.162340e-01
5.453317772590864e-08	-2.167882e-01
5.467222407469156e-08	-2.219015e-01
5.471057971704586e-08	-2.233044e-01
5.474893535940015e-08	-2.247041e-01
5.478729100175445e-08	-2.261004e-01
5.482564664410874e-08	-2.274935e-01
5.486400228646303e-08	-2.288833e-01
5.490235792881733e-08	-2.302697e-01
5.494071357117162e-08	-2.316529e-01
5.496632210732888e-08	-2.325748e-01
5.496832277425809e-08	-2.326467e-01
5.497232410811650e-08	-2.327906e-01
5.501833944648217e-08	-2.344424e-01
5.503400180946488e-08	-2.350036e-01
5.504966417244760e-08	-2.355641e-01
5.506532653543031e-08	-2.361242e-01
5.508098889841302e-08	-2.366837e-01
5.509665126139573e-08	-2.372426e-01
5.511231362437845e-08	-2.378011e-01
5.512797598736116e-08	-2.383589e-01
5.514775408874611e-08	-2.390626e-01
5.516753219013106e-08	-2.397653e-01
5.518731029151601e-08	-2.404672e-01
5.520708839290096e-08	-2.411682e-01
5.522686649428591e-08	-2.418684e-01
5.524664459567086e-08	-2.425676e-01
5.526642269705581e-08	-2.432660e-01
5.526842280760254e-08	-2.433366e-01
5.528042347088287e-08	-2.437598e-01
5.536644213294795e-08	-2.467841e-01
5.536845615205069e-08	-2.468548e-01
5.538054026666711e-08	-2.472782e-01
5.546848949649884e-08	-2.503503e-01
5.547857077904915e-08	-2.507012e-01
5.613939727853415e-08	-2.732048e-01
5.616872290763589e-08	-2.741804e-01
5.618291105149120e-08	-2.746516e-01
5.624484715788509e-08	-2.767033e-01
5.630678326427898e-08	-2.787462e-01
5.636871937067287e-08	-2.807802e-01
5.643065547706676e-08	-2.828053e-01
5.649259158346065e-08	-2.848216e-01
5.655452768985454e-08	-2.868291e-01
5.661646379624843e-08	-2.888277e-01
5.667717094029887e-08	-2.907780e-01
5.673787808434931e-08	-2.927197e-01
5.679858522839976e-08	-2.946529e-01
5.685929237245020e-08	-2.965775e-01
5.691999951650065e-08	-2.984935e-01
5.698070666055108e-08	-3.004010e-01
5.704141380460153e-08	-3.022999e-01
5.706702234078026e-08	-3.030986e-01
