time	V(out_preamp)
3.066944019685194e-08	-4.981503e-02
3.068835080651423e-08	-4.980627e-02
3.070726141617652e-08	-4.979748e-02
3.071023674558186e-08	-4.979610e-02
3.071523841280426e-08	-4.979376e-02
3.081987329109704e-08	-4.974456e-02
3.085828609536513e-08	-4.972629e-02
3.095831943981304e-08	-4.967815e-02
3.096032010670224e-08	-4.967718e-02
3.097232410803743e-08	-4.967135e-02
3.098489972848214e-08	-4.966523e-02
3.099747534892684e-08	-4.965910e-02
3.101005096937155e-08	-4.965296e-02
3.102262658981626e-08	-4.964680e-02
3.103520221026096e-08	-4.964063e-02
3.104777783070567e-08	-4.963445e-02
3.106035345115038e-08	-4.962826e-02
3.107235745245023e-08	-4.962233e-02
3.115838612857387e-08	-4.957958e-02
3.116038679559854e-08	-4.957858e-02
3.117239079774656e-08	-4.957257e-02
3.118668127261684e-08	-4.956540e-02
3.120097174748712e-08	-4.955821e-02
3.121526222235740e-08	-4.955101e-02
3.122955269722768e-08	-4.954379e-02
3.124384317209796e-08	-4.953656e-02
3.125813364696824e-08	-4.952931e-02
3.127242412183852e-08	-4.952205e-02
3.129900468130164e-08	-4.950850e-02
3.132558524076476e-08	-4.949490e-02
3.135216580022788e-08	-4.948124e-02
3.137874635969100e-08	-4.946754e-02
3.140532691915412e-08	-4.945378e-02
3.143190747861724e-08	-4.943997e-02
3.145848803808036e-08	-4.942611e-02
3.146048682894298e-08	-4.942507e-02
3.148846990101958e-08	-4.941041e-02
3.163344859065419e-08	-4.933359e-02
3.165963344212732e-08	-4.931957e-02
3.166055351783928e-08	-4.931907e-02
3.166239366926322e-08	-4.931809e-02
3.166607397211110e-08	-4.931611e-02
3.169688119543615e-08	-4.929952e-02
3.172768841876120e-08	-4.928287e-02
3.175849564208625e-08	-4.926614e-02
3.178930286541130e-08	-4.924936e-02
3.182011008873635e-08	-4.923250e-02
3.185091731206140e-08	-4.921558e-02
3.188172453538645e-08	-4.919859e-02
3.190058638535967e-08	-4.918816e-02
3.191944823533290e-08	-4.917770e-02
3.193831008530612e-08	-4.916722e-02
3.195717193527935e-08	-4.915672e-02
3.197603378525257e-08	-4.914619e-02
3.199489563522579e-08	-4.913564e-02
3.201375748519902e-08	-4.912506e-02
3.204189740335688e-08	-4.910923e-02
3.207003732151476e-08	-4.909335e-02
3.209817723967263e-08	-4.907741e-02
3.212631715783050e-08	-4.906142e-02
3.215445707598837e-08	-4.904538e-02
3.218259699414624e-08	-4.902929e-02
3.221073691230411e-08	-4.901314e-02
3.222574191397133e-08	-4.900451e-02
3.226075358452818e-08	-4.898431e-02
3.227475825275092e-08	-4.897620e-02
3.228876292097365e-08	-4.896809e-02
3.230276758919639e-08	-4.895996e-02
3.231677225741913e-08	-4.895182e-02
3.233077692564187e-08	-4.894367e-02
3.234478159386461e-08	-4.893550e-02
3.235878626208735e-08	-4.892732e-02
3.236478826275425e-08	-4.892381e-02
3.238022197875475e-08	-4.891478e-02
3.239565569475524e-08	-4.890572e-02
3.241108941075574e-08	-4.889666e-02
3.242652312675623e-08	-4.888758e-02
3.244195684275673e-08	-4.887848e-02
3.245739055875722e-08	-4.886936e-02
3.247282427475772e-08	-4.886024e-02
3.248940122898491e-08	-4.885042e-02
3.250597818321211e-08	-4.884058e-02
3.252255513743931e-08	-4.883072e-02
3.253913209166650e-08	-4.882085e-02
3.255570904589369e-08	-4.881095e-02
3.257228600012089e-08	-4.880104e-02
3.258886295434809e-08	-4.879111e-02
3.266088696232078e-08	-4.874779e-02
3.267289096334623e-08	-4.874053e-02
3.268946792007972e-08	-4.873050e-02
3.270604487681321e-08	-4.872045e-02
3.272262183354670e-08	-4.871038e-02
3.273919879028019e-08	-4.870030e-02
3.275577574701368e-08	-4.869019e-02
3.277235270374717e-08	-4.868007e-02
3.278892966048066e-08	-4.866994e-02
3.286095365121708e-08	-4.862570e-02
3.288896257327257e-08	-4.860841e-02
3.289896586543269e-08	-4.860223e-02
3.290896915759282e-08	-4.859604e-02
3.291897244975294e-08	-4.858984e-02
3.292897574191307e-08	-4.858363e-02
3.293897903407319e-08	-4.857742e-02
3.294898232623331e-08	-4.857121e-02
3.295898561839343e-08	-4.856499e-02
3.296098699566523e-08	-4.856374e-02
3.296498975020882e-08	-4.856125e-02
3.297299525929600e-08	-4.855626e-02
3.299951648470524e-08	-4.853971e-02
3.302603771011448e-08	-4.852311e-02
3.305255893552372e-08	-4.850648e-02
3.307908016093295e-08	-4.848980e-02
3.310560138634219e-08	-4.847308e-02
3.313212261175143e-08	-4.845632e-02
3.315864383716067e-08	-4.843951e-02
3.316105368456153e-08	-4.843799e-02
3.316587337936325e-08	-4.843493e-02
3.317551276896669e-08	-4.842880e-02
3.341113704568190e-08	-4.827747e-02
3.342061295123767e-08	-4.827131e-02
3.345851657346075e-08	-4.824664e-02
3.348004321549340e-08	-4.823260e-02
3.350156985752603e-08	-4.821853e-02
3.352309649955868e-08	-4.820443e-02
3.354462314159132e-08	-4.819030e-02
3.356614978362396e-08	-4.817616e-02
3.358767642565660e-08	-4.816198e-02
3.360920306768924e-08	-4.814778e-02
3.378366122040760e-08	-4.803172e-02
3.380926975658722e-08	-4.801455e-02
3.381127042347450e-08	-4.801321e-02
3.381527175724908e-08	-4.801052e-02
3.382327442479822e-08	-4.800514e-02
3.390930310099343e-08	-4.794712e-02
3.391130376792264e-08	-4.794576e-02
3.392559424570094e-08	-4.793608e-02
3.393988472347925e-08	-4.792639e-02
3.395417520125756e-08	-4.791669e-02
3.396846567903587e-08	-4.790698e-02
3.398275615681418e-08	-4.789725e-02
3.399704663459248e-08	-4.788752e-02
3.401133711237079e-08	-4.787777e-02
3.402334110790934e-08	-4.786958e-02
3.411537183695872e-08	-4.780650e-02
3.416138712904302e-08	-4.777480e-02
3.420940369072037e-08	-4.774160e-02
3.421140380126709e-08	-4.774021e-02
3.421540402236053e-08	-4.773744e-02
3.423940534892120e-08	-4.772079e-02
3.430942312661250e-08	-4.767205e-02
3.431143714571524e-08	-4.767065e-02
3.431546518392071e-08	-4.766783e-02
3.432894019713275e-08	-4.765842e-02
3.434241521034480e-08	-4.764900e-02
3.435589022355684e-08	-4.763957e-02
3.436936523676888e-08	-4.763013e-02
3.438284024998092e-08	-4.762068e-02
3.439631526319297e-08	-4.761122e-02
3.440979027640501e-08	-4.760176e-02
3.441147049016339e-08	-4.760057e-02
3.441483091768015e-08	-4.759821e-02
3.442155177271366e-08	-4.759349e-02
3.444869254504881e-08	-4.757437e-02
3.447583331738395e-08	-4.755522e-02
3.450297408971910e-08	-4.753603e-02
3.453011486205425e-08	-4.751681e-02
3.455725563438940e-08	-4.749755e-02
3.458439640672454e-08	-4.747825e-02
3.461153717905969e-08	-4.745892e-02
3.461429004128142e-08	-4.745696e-02
3.462969739458968e-08	-4.744596e-02
3.464510474789795e-08	-4.743496e-02
3.466051210120621e-08	-4.742394e-02
3.467591945451447e-08	-4.741292e-02
3.469132680782274e-08	-4.740188e-02
3.470673416113101e-08	-4.739082e-02
3.472214151443927e-08	-4.737976e-02
3.475539786827070e-08	-4.735584e-02
3.478865422210214e-08	-4.733187e-02
3.482191057593357e-08	-4.730785e-02
3.485516692976501e-08	-4.728378e-02
3.488842328359644e-08	-4.725965e-02
3.492167963742788e-08	-4.723546e-02
3.495493599125931e-08	-4.721123e-02
3.507055481898590e-08	-4.712658e-02
3.509072373709485e-08	-4.711175e-02
3.511089265520381e-08	-4.709690e-02
3.513106157331276e-08	-4.708203e-02
3.515123049142172e-08	-4.706715e-02
3.517139940953068e-08	-4.705224e-02
3.519156832763963e-08	-4.703732e-02
3.521173724574859e-08	-4.702238e-02
3.522768814173350e-08	-4.701055e-02
3.524363903771841e-08	-4.699871e-02
3.525958993370332e-08	-4.698686e-02
3.527554082968824e-08	-4.697500e-02
3.529149172567315e-08	-4.696312e-02
3.530744262165806e-08	-4.695123e-02
3.532339351764297e-08	-4.693934e-02
3.534713610867214e-08	-4.692160e-02
3.537087869970131e-08	-4.690385e-02
3.539462129073048e-08	-4.688607e-02
3.541836388175964e-08	-4.686826e-02
3.544210647278881e-08	-4.685043e-02
3.546584906381798e-08	-4.683258e-02
3.548959165484715e-08	-4.681470e-02
3.556185395131711e-08	-4.676013e-02
3.556667227412574e-08	-4.675649e-02
3.559851206789738e-08	-4.673236e-02
3.563035186166902e-08	-4.670820e-02
3.566219165544066e-08	-4.668399e-02
3.569403144921230e-08	-4.665974e-02
3.572587124298394e-08	-4.663545e-02
3.575771103675558e-08	-4.661111e-02
3.578955083052722e-08	-4.658673e-02
3.585930335297544e-08	-4.653318e-02
3.586195398466156e-08	-4.653114e-02
3.587695898632878e-08	-4.651959e-02
3.591597199066355e-08	-4.648953e-02
3.594369551755348e-08	-4.646812e-02
3.597141904444341e-08	-4.644669e-02
3.599914257133334e-08	-4.642522e-02
3.602686609822327e-08	-4.640372e-02
3.605458962511320e-08	-4.638219e-02
3.608231315200313e-08	-4.636064e-02
3.611003667889306e-08	-4.633905e-02
3.611203734578193e-08	-4.633749e-02
3.612404134711513e-08	-4.632813e-02
3.621007002333883e-08	-4.626089e-02
3.621207069023008e-08	-4.625932e-02
3.624008002670758e-08	-4.623736e-02
3.631010336784415e-08	-4.618235e-02
3.631210403467823e-08	-4.618077e-02
3.631610536834639e-08	-4.617762e-02
3.632410803568272e-08	-4.617132e-02
3.633639784643094e-08	-4.616163e-02
3.634868765717916e-08	-4.615194e-02
3.636097746792738e-08	-4.614225e-02
3.637326727867561e-08	-4.613255e-02
3.638555708942383e-08	-4.612284e-02
3.639784690017205e-08	-4.611313e-02
3.641013671092027e-08	-4.610341e-02
3.641213737912638e-08	-4.610183e-02
3.644014673401191e-08	-4.607966e-02
3.651017008829709e-08	-4.602411e-02
3.651217072357453e-08	-4.602252e-02
3.652417453523921e-08	-4.601297e-02
3.661020264245730e-08	-4.594443e-02
3.661220406802268e-08	-4.594283e-02
3.662621133742168e-08	-4.593164e-02
3.664021860682068e-08	-4.592044e-02
3.665422587621969e-08	-4.590924e-02
3.666823314561869e-08	-4.589803e-02
3.668224041501769e-08	-4.588682e-02
3.669624768441669e-08	-4.587559e-02
3.671025495381570e-08	-4.586436e-02
3.671223741247083e-08	-4.586277e-02
3.671620232978110e-08	-4.585959e-02
3.673999183364273e-08	-4.584049e-02
3.680983309241816e-08	-4.578432e-02
3.681227075691898e-08	-4.578235e-02
3.681714608592061e-08	-4.577842e-02
3.684639805993037e-08	-4.575483e-02
3.706235411803935e-08	-4.557976e-02
3.711028055225695e-08	-4.554069e-02
3.711237079026343e-08	-4.553898e-02
3.712491221830232e-08	-4.552875e-02
3.714883710983007e-08	-4.550920e-02
3.717276200135782e-08	-4.548964e-02
3.719668689288557e-08	-4.547005e-02
3.722061178441332e-08	-4.545045e-02
3.724453667594107e-08	-4.543083e-02
3.726846156746882e-08	-4.541118e-02
3.729238645899657e-08	-4.539152e-02
3.730826695096587e-08	-4.537846e-02
3.732414744293516e-08	-4.536540e-02
3.734002793490446e-08	-4.535232e-02
3.735590842687376e-08	-4.533924e-02
3.737178891884305e-08	-4.532614e-02
3.738766941081235e-08	-4.531304e-02
3.740354990278165e-08	-4.529993e-02
3.741547639638430e-08	-4.529008e-02
3.742740288998696e-08	-4.528023e-02
3.743932938358961e-08	-4.527037e-02
3.745125587719228e-08	-4.526050e-02
3.746318237079493e-08	-4.525063e-02
3.747510886439759e-08	-4.524076e-02
3.748703535800025e-08	-4.523088e-02
3.752122463584449e-08	-4.520254e-02
3.755541391368875e-08	-4.517416e-02
3.758960319153299e-08	-4.514574e-02
3.762379246937725e-08	-4.511729e-02
3.765798174722149e-08	-4.508880e-02
3.769217102506575e-08	-4.506028e-02
3.772636030290999e-08	-4.503171e-02
3.775458509677673e-08	-4.500811e-02
3.778280989064347e-08	-4.498448e-02
3.781103468451021e-08	-4.496082e-02
3.783925947837694e-08	-4.493715e-02
3.786748427224367e-08	-4.491344e-02
3.789570906611041e-08	-4.488972e-02
3.792393385997715e-08	-4.486597e-02
3.795751101389690e-08	-4.483769e-02
3.799108816781664e-08	-4.480937e-02
3.802466532173639e-08	-4.478102e-02
3.805824247565614e-08	-4.475264e-02
3.809181962957589e-08	-4.472422e-02
3.812539678349563e-08	-4.469577e-02
3.815897393741538e-08	-4.466729e-02
3.816272090696900e-08	-4.466411e-02
3.817752721182354e-08	-4.465154e-02
3.819647109969899e-08	-4.463545e-02
3.821541498757444e-08	-4.461934e-02
3.823435887544989e-08	-4.460323e-02
3.825330276332534e-08	-4.458711e-02
3.827224665120078e-08	-4.457098e-02
3.829119053907624e-08	-4.455483e-02
3.831013442695168e-08	-4.453868e-02
3.831277092364122e-08	-4.453643e-02
3.832777592530844e-08	-4.452363e-02
3.834678226075359e-08	-4.450741e-02
3.836578859619874e-08	-4.449117e-02
3.838479493164389e-08	-4.447493e-02
3.840380126708904e-08	-4.445867e-02
3.842280760253419e-08	-4.444241e-02
3.844181393797934e-08	-4.442614e-02
3.846082027342448e-08	-4.440985e-02
3.846282094031344e-08	-4.440814e-02
3.846682227409134e-08	-4.440471e-02
3.849083027675879e-08	-4.438412e-02
3.850083361120359e-08	-4.437554e-02
3.851083694564839e-08	-4.436695e-02
3.852084028009320e-08	-4.435836e-02
3.853084361453800e-08	-4.434977e-02
3.854084694898280e-08	-4.434118e-02
3.855085028342760e-08	-4.433259e-02
3.856085361787241e-08	-4.432399e-02
3.856285428476160e-08	-4.432227e-02
3.856685561854000e-08	-4.431883e-02
3.857485828609679e-08	-4.431194e-02
3.866288762920974e-08	-4.423613e-02
3.867489163050964e-08	-4.422578e-02
3.873531177052695e-08	-4.417361e-02
3.876092030663339e-08	-4.415147e-02
3.876292097365789e-08	-4.414974e-02
3.876692230770689e-08	-4.414628e-02
3.877492497580488e-08	-4.413936e-02
3.881293764588197e-08	-4.410645e-02
3.882254084759956e-08	-4.409813e-02
3.886095365446993e-08	-4.406483e-02
3.886295431810604e-08	-4.406310e-02
3.887495829992265e-08	-4.405268e-02
3.889153541307099e-08	-4.403829e-02
3.890811252621933e-08	-4.402390e-02
3.892468963936767e-08	-4.400949e-02
3.894126675251600e-08	-4.399509e-02
3.895784386566435e-08	-4.398067e-02
3.897442097881268e-08	-4.396625e-02
3.899099809196102e-08	-4.395182e-02
3.900185816360719e-08	-4.394237e-02
3.901271823525336e-08	-4.393291e-02
3.902357830689953e-08	-4.392345e-02
3.903443837854569e-08	-4.391398e-02
3.904529845019186e-08	-4.390451e-02
3.905615852183803e-08	-4.389504e-02
3.906701859348420e-08	-4.388557e-02
3.908249138842946e-08	-4.387207e-02
3.909796418337471e-08	-4.385856e-02
3.911343697831997e-08	-4.384505e-02
3.912890977326523e-08	-4.383153e-02
3.914438256821049e-08	-4.381800e-02
3.915985536315575e-08	-4.380447e-02
3.917532815810101e-08	-4.379094e-02
3.918773359984038e-08	-4.378008e-02
3.920013904157976e-08	-4.376922e-02
3.921254448331913e-08	-4.375835e-02
3.922494992505850e-08	-4.374749e-02
3.923735536679788e-08	-4.373662e-02
3.924976080853725e-08	-4.372574e-02
3.926216625027663e-08	-4.371487e-02
3.926308769589864e-08	-4.371406e-02
3.926493058714265e-08	-4.371244e-02
3.926861636963068e-08	-4.370921e-02
3.931310436812271e-08	-4.367016e-02
3.936312104034679e-08	-4.362621e-02
3.936783884193147e-08	-4.362206e-02
3.951317105701901e-08	-4.349401e-02
3.952766414348715e-08	-4.348122e-02
3.956705255230126e-08	-4.344642e-02
3.958573788601428e-08	-4.342990e-02
3.960442321972731e-08	-4.341338e-02
3.962310855344033e-08	-4.339684e-02
3.964179388715335e-08	-4.338030e-02
3.966047922086638e-08	-4.336375e-02
3.967916455457940e-08	-4.334719e-02
3.969784988829243e-08	-4.333063e-02
3.981074536387817e-08	-4.323040e-02
3.981327109036346e-08	-4.322815e-02
3.981827275758586e-08	-4.322371e-02
3.982827609203068e-08	-4.321481e-02
3.984728242747583e-08	-4.319790e-02
3.986628876292097e-08	-4.318099e-02
3.988529509836612e-08	-4.316407e-02
3.990430143381128e-08	-4.314714e-02
3.992330776925642e-08	-4.313020e-02
3.994231410470157e-08	-4.311326e-02
3.996132044014672e-08	-4.309630e-02
3.996332110703569e-08	-4.309452e-02
3.997761158481399e-08	-4.308177e-02
3.999190206259230e-08	-4.306901e-02
4.000619254037061e-08	-4.305625e-02
4.002048301814891e-08	-4.304349e-02
4.003477349592722e-08	-4.303072e-02
4.004906397370553e-08	-4.301795e-02
4.006335445148383e-08	-4.300518e-02
4.009136378792807e-08	-4.298013e-02
4.011017005668597e-08	-4.296330e-02
4.012897632544386e-08	-4.294647e-02
4.014778259420175e-08	-4.292962e-02
4.016658886295964e-08	-4.291278e-02
4.018539513171754e-08	-4.289592e-02
4.020420140047543e-08	-4.287906e-02
4.022300766923332e-08	-4.286219e-02
4.023581193733635e-08	-4.285070e-02
4.026142047354240e-08	-4.282771e-02
4.026342114038013e-08	-4.282592e-02
4.026742247405558e-08	-4.282232e-02
4.027542514140649e-08	-4.281514e-02
4.028857238135778e-08	-4.280333e-02
4.030171962130907e-08	-4.279151e-02
4.031486686126035e-08	-4.277970e-02
4.032801410121164e-08	-4.276788e-02
4.034116134116293e-08	-4.275605e-02
4.035430858111422e-08	-4.274423e-02
4.036745582106550e-08	-4.273240e-02
4.046348782927643e-08	-4.264591e-02
4.047549165354142e-08	-4.263508e-02
4.050207439587656e-08	-4.261110e-02
4.052865713821169e-08	-4.258711e-02
4.055523988054683e-08	-4.256311e-02
4.058182262288196e-08	-4.253909e-02
4.060840536521710e-08	-4.251507e-02
4.063498810755223e-08	-4.249103e-02
4.066157084988737e-08	-4.246698e-02
4.066355451817273e-08	-4.246518e-02
4.066752185474344e-08	-4.246159e-02
4.067545652788487e-08	-4.245441e-02
4.069904577085137e-08	-4.243305e-02
4.072263501381787e-08	-4.241168e-02
4.074622425678437e-08	-4.239030e-02
4.076981349975087e-08	-4.236892e-02
4.079340274271737e-08	-4.234752e-02
4.081699198568387e-08	-4.232611e-02
4.084058122865037e-08	-4.230470e-02
4.090986696787832e-08	-4.224175e-02
4.091363787929310e-08	-4.223832e-02
4.094816804736404e-08	-4.220691e-02
4.101367122374125e-08	-4.214729e-02
4.102314235555499e-08	-4.213866e-02
4.103577053130665e-08	-4.212716e-02
4.106102688280996e-08	-4.210414e-02
4.106368789596533e-08	-4.210172e-02
4.106868956318773e-08	-4.209716e-02
4.107869289763255e-08	-4.208804e-02
4.109769923307769e-08	-4.207071e-02
4.111670556852284e-08	-4.205337e-02
4.113571190396799e-08	-4.203602e-02
4.115471823941314e-08	-4.201868e-02
4.117372457485829e-08	-4.200132e-02
4.119273091030344e-08	-4.198396e-02
4.121173724574859e-08	-4.196659e-02
4.121373791263755e-08	-4.196477e-02
4.121773924641547e-08	-4.196111e-02
4.131177059019666e-08	-4.187511e-02
4.131377125708570e-08	-4.187328e-02
4.131777259086378e-08	-4.186962e-02
4.132577525841994e-08	-4.186229e-02
4.141180393464673e-08	-4.178348e-02
4.141380460153385e-08	-4.178165e-02
4.142580860285657e-08	-4.177064e-02
4.145981993997052e-08	-4.173945e-02
4.149383127708447e-08	-4.170824e-02
4.152784261419842e-08	-4.167701e-02
4.156185395131237e-08	-4.164577e-02
4.159586528842632e-08	-4.161452e-02
4.162987662554027e-08	-4.158325e-02
4.166388796265422e-08	-4.155196e-02
4.166708902797845e-08	-4.154901e-02
4.168629541992380e-08	-4.153134e-02
4.171190394251761e-08	-4.150776e-02
4.171390463487830e-08	-4.150592e-02
4.171790601959968e-08	-4.150224e-02
4.174191432792796e-08	-4.148012e-02
4.176392130710238e-08	-4.145985e-02
4.177352463043369e-08	-4.145100e-02
4.181193792375894e-08	-4.141559e-02
4.181393797932645e-08	-4.141375e-02
4.181793809046146e-08	-4.141006e-02
4.182593831273149e-08	-4.140268e-02
4.188635527390661e-08	-4.134694e-02
4.191195598517070e-08	-4.132331e-02
4.191397132377460e-08	-4.132145e-02
4.191800200098240e-08	-4.131773e-02
4.192606335539800e-08	-4.131028e-02
4.201235612249226e-08	-4.123055e-02
4.201400466822274e-08	-4.122902e-02
4.201730175968370e-08	-4.122598e-02
4.202413607130977e-08	-4.121966e-02
4.203097038293584e-08	-4.121334e-02
4.203780469456191e-08	-4.120702e-02
4.204463900618799e-08	-4.120070e-02
4.205147331781406e-08	-4.119437e-02
4.205830762944014e-08	-4.118805e-02
4.206514194106621e-08	-4.118173e-02
4.207186554478254e-08	-4.117551e-02
4.208626488090674e-08	-4.116219e-02
4.210066421703092e-08	-4.114886e-02
4.211506355315512e-08	-4.113554e-02
4.212946288927931e-08	-4.112220e-02
4.214386222540350e-08	-4.110887e-02
4.215826156152769e-08	-4.109553e-02
4.217266089765188e-08	-4.108220e-02
4.226408802934312e-08	-4.099746e-02
4.226776001345273e-08	-4.099405e-02
4.228979191811042e-08	-4.097361e-02
4.232291746343027e-08	-4.094288e-02
4.233756045168310e-08	-4.092929e-02
4.235220343993593e-08	-4.091570e-02
4.236684642818876e-08	-4.090210e-02
4.238148941644159e-08	-4.088851e-02
4.239613240469442e-08	-4.087491e-02
4.241077539294725e-08	-4.086130e-02
4.242541838120008e-08	-4.084770e-02
4.246415471823942e-08	-4.081170e-02
4.247317898638720e-08	-4.080331e-02
4.248618028300154e-08	-4.079123e-02
4.249918157961587e-08	-4.077914e-02
4.251218287623021e-08	-4.076705e-02
4.252518417284455e-08	-4.075496e-02
4.253818546945890e-08	-4.074286e-02
4.255118676607323e-08	-4.073077e-02
4.256418806268757e-08	-4.071867e-02
4.257573912591674e-08	-4.070792e-02
4.266040898782832e-08	-4.062909e-02
4.266422140713572e-08	-4.062554e-02
4.266914986078016e-08	-4.062095e-02
4.267900676806905e-08	-4.061176e-02
4.269794407356926e-08	-4.059412e-02
4.271688137906948e-08	-4.057647e-02
4.273581868456969e-08	-4.055882e-02
4.275475599006991e-08	-4.054117e-02
4.277369329557012e-08	-4.052351e-02
4.279263060107034e-08	-4.050585e-02
4.281156790657055e-08	-4.048818e-02
4.281427142380794e-08	-4.048566e-02
4.283542133091984e-08	-4.046593e-02
4.285657123803173e-08	-4.044619e-02
4.287772114514362e-08	-4.042645e-02
4.289887105225552e-08	-4.040670e-02
4.292002095936741e-08	-4.038695e-02
4.294117086647930e-08	-4.036720e-02
4.296232077359120e-08	-4.034745e-02
4.296432144048017e-08	-4.034558e-02
4.297632544181397e-08	-4.033436e-02
4.298861525270332e-08	-4.032288e-02
4.300090506359267e-08	-4.031139e-02
4.301319487448203e-08	-4.029991e-02
4.302548468537138e-08	-4.028842e-02
4.303777449626073e-08	-4.027693e-02
4.305006430715009e-08	-4.026544e-02
4.306235411803944e-08	-4.025395e-02
4.306435478492831e-08	-4.025208e-02
4.309236412137255e-08	-4.022588e-02
4.311437145715239e-08	-4.020530e-02
4.312397465821899e-08	-4.019631e-02
4.316238746248537e-08	-4.016037e-02
4.316438812937647e-08	-4.015850e-02
4.316838946315866e-08	-4.015475e-02
4.319239746585183e-08	-4.013228e-02
4.326442147382461e-08	-4.006484e-02
4.327642547485097e-08	-4.005359e-02
4.333684561463124e-08	-3.999698e-02
4.336245415015416e-08	-3.997298e-02
4.336445481827277e-08	-3.997110e-02
4.336845615450998e-08	-3.996735e-02
4.337645882698441e-08	-3.995984e-02
4.338509027647596e-08	-3.995175e-02
4.339372172596751e-08	-3.994366e-02
4.340235317545905e-08	-3.993557e-02
4.341098462495060e-08	-3.992747e-02
4.341961607444214e-08	-3.991938e-02
4.342824752393369e-08	-3.991128e-02
4.343687897342524e-08	-3.990319e-02
4.346248752534341e-08	-3.987917e-02
4.346448816272091e-08	-3.987729e-02
4.346848943747590e-08	-3.987354e-02
4.347649198698590e-08	-3.986603e-02
4.348878172198862e-08	-3.985450e-02
4.350107145699134e-08	-3.984296e-02
4.351336119199407e-08	-3.983143e-02
4.352565092699678e-08	-3.981990e-02
4.353794066199951e-08	-3.980836e-02
4.355023039700223e-08	-3.979683e-02
4.356252013200495e-08	-3.978529e-02
4.356452150716906e-08	-3.978341e-02
4.356852425749727e-08	-3.977965e-02
4.359254075946655e-08	-3.975710e-02
4.360339524928393e-08	-3.974691e-02
4.361424973910132e-08	-3.973671e-02
4.362510422891870e-08	-3.972652e-02
4.363595871873609e-08	-3.971632e-02
4.364681320855347e-08	-3.970613e-02
4.365766769837086e-08	-3.969593e-02
4.366852218818824e-08	-3.968573e-02
4.371457152384129e-08	-3.964246e-02
4.372409313161177e-08	-3.963351e-02
4.376217956269369e-08	-3.959771e-02
4.376458819606537e-08	-3.959545e-02
4.376940546280871e-08	-3.959092e-02
4.378344819544021e-08	-3.957772e-02
4.379749092807172e-08	-3.956451e-02
4.381153366070322e-08	-3.955131e-02
4.382557639333473e-08	-3.953810e-02
4.383961912596624e-08	-3.952489e-02
4.385366185859774e-08	-3.951168e-02
4.386770459122925e-08	-3.949847e-02
4.388620289552369e-08	-3.948107e-02
4.391463821273758e-08	-3.945432e-02
4.392943685617313e-08	-3.944039e-02
4.394837833617404e-08	-3.942256e-02
4.396731981617495e-08	-3.940474e-02
4.398626129617586e-08	-3.938691e-02
4.400520277617677e-08	-3.936907e-02
4.402414425617768e-08	-3.935124e-02
4.404308573617859e-08	-3.933340e-02
4.406202721617950e-08	-3.931557e-02
4.408355726803858e-08	-3.929529e-02
4.410508731989766e-08	-3.927501e-02
4.412661737175674e-08	-3.925472e-02
4.414814742361582e-08	-3.923444e-02
4.416967747547490e-08	-3.921415e-02
4.419120752733398e-08	-3.919386e-02
4.421273757919306e-08	-3.917357e-02
4.421473824608203e-08	-3.917168e-02
4.421873957985996e-08	-3.916791e-02
4.423217262897158e-08	-3.915525e-02
4.424560567808320e-08	-3.914259e-02
4.425903872719482e-08	-3.912992e-02
4.427247177630644e-08	-3.911726e-02
4.428590482541806e-08	-3.910459e-02
4.429933787452968e-08	-3.909193e-02
4.431277092364130e-08	-3.907926e-02
4.431477159053018e-08	-3.907738e-02
4.431877292430792e-08	-3.907360e-02
4.434278092697441e-08	-3.905096e-02
4.435278426141910e-08	-3.904152e-02
4.436278759586379e-08	-3.903209e-02
4.437279093030848e-08	-3.902265e-02
4.438279426475317e-08	-3.901322e-02
4.439279759919786e-08	-3.900378e-02
4.440280093364255e-08	-3.899434e-02
4.441280426808724e-08	-3.898491e-02
4.441480493497833e-08	-3.898302e-02
4.442680893632487e-08	-3.897169e-02
4.446482160720240e-08	-3.893583e-02
4.446802267422815e-08	-3.893280e-02
4.448722907638262e-08	-3.891468e-02
4.451283761258859e-08	-3.889051e-02
4.451483827942648e-08	-3.888862e-02
4.451883961310227e-08	-3.888484e-02
4.454284761515699e-08	-3.886218e-02
4.461287095576000e-08	-3.879607e-02
4.461487162387463e-08	-3.879419e-02
4.461887296010389e-08	-3.879041e-02
4.463259181842087e-08	-3.877746e-02
4.464631067673785e-08	-3.876450e-02
4.466002953505484e-08	-3.875155e-02
4.467374839337183e-08	-3.873859e-02
4.468746725168881e-08	-3.872563e-02
4.470118611000579e-08	-3.871268e-02
4.471490496832278e-08	-3.869972e-02
4.474291389294425e-08	-3.867326e-02
4.475320309577663e-08	-3.866354e-02
4.476349229860901e-08	-3.865382e-02
4.477378150144139e-08	-3.864410e-02
4.478407070427378e-08	-3.863438e-02
4.479435990710616e-08	-3.862465e-02
4.480464910993854e-08	-3.861493e-02
4.481493831277093e-08	-3.860521e-02
4.481894105851690e-08	-3.860143e-02
4.483265971547436e-08	-3.858846e-02
4.484637837243181e-08	-3.857550e-02
4.486009702938926e-08	-3.856254e-02
4.487381568634672e-08	-3.854957e-02
4.488753434330418e-08	-3.853661e-02
4.490125300026162e-08	-3.852364e-02
4.491497165721908e-08	-3.851068e-02
4.492687399685321e-08	-3.849943e-02
4.493912023844270e-08	-3.848785e-02
