Frequency [Hz], Amplitude [dB], Phase [deg]
200.00000000000003, -16.905952, 96.233879
205.70658496878707, -11.828728, 68.81591
211.57599549760403, -12.802231, -52.900642
217.61287747591794, -14.501717, 42.633743
223.8220093540108, -18.997124, -55.57724
230.20830592532735, -9.331577, 3.725273
236.7768222167441, -8.50457, -59.478809
243.5327574898403, -3.83321, -214.827942
250.4814593563342, -6.10096, -133.743927
257.6284280109477, -6.909569, 13.632828
264.97932058504523, -6.158749, 91.133118
272.53995562449535, -8.61282, 12.562271
280.3163176952985, -8.518784, 23.694138
288.3145621206271, -11.689724, -15.928123
296.541019853027, -4.963097, -0.82074
305.0022024856374, -8.145519, 8.212387
313.7048074063945, -11.952812, -99.2659
322.6557230993023, -5.966606, 3.004791
331.86203459696026, -6.998524, 85.404785
341.33102908867073, -5.730244, -3.607376
351.0702016885608, -7.510937, -5.696884
361.0872613682857, -4.801014, 59.3237
371.39013705900936, -4.275623, 38.382668
381.98698392749293, -5.195118, -11.175339
392.8861898312575, -5.215118, -20.14447
404.09638195793286, -1.761322, -14.832573
415.6264336540447, -2.039509, -7.416229
427.48547144864835, 1.427628, 3.638924
439.6828822773664, -0.066799, -3.768936
452.22832091255134, 3.356833, 11.300018
465.13171760544816, -0.130657, 2.783272
478.40328594641494, 0.1721, 11.495285
492.05353094941563, 2.147766, 1.842293
506.09325736718824, 4.587265, 12.878662
520.5335782436686, 2.96784, -17.927742
535.3859237104398, 3.881962, -40.043556
550.6620500341706, 3.099041, 32.481689
566.3740489222023, 3.212242, 20.37294
582.5343570936548, 5.954323, -28.639526
599.1557661236182, 4.932758, -16.724159
616.2514325682338, 6.026922, -3.883102
633.8348883786706, 8.219547, -18.440071
651.9200516122432, 8.388224, -0.798172
670.5212374491498, 8.413898, 9.837845
689.6531695235487, 10.980261, -22.589745
709.330991577946, 10.959511, -34.54343
729.5702794501135, 12.701946, -29.846142
750.3870534020324, 14.811207, -45.690666
771.7977908006146, 13.153145, -36.105328
793.8194391602437, 12.1854, -39.963604
816.4694295574569, 16.428919, -52.724033
839.7656904283905, 15.40345, -38.95639
863.7266617598991, 15.658302, -30.939575
888.3713096855973, 17.413521, -27.919643
913.7191414983648, 17.65287, -34.353878
939.7902210912026, 18.44241, -44.537773
966.6051848386631, 16.546635, -31.081711
994.1852579314228, 20.70471, -38.591038
1022.5522711769274, 22.510239, -48.643993
1051.728678279414, 22.054565, -43.86285
1081.7375736129718, 20.931875, -57.325687
1112.6027105017315, 22.748129, -60.555984
1144.348520021636, 22.771185, -69.876282
1177.0001303386819, 24.108498, -71.480347
1210.5833865989373, 25.18581, -67.032684
1245.1248713860814, 24.258642, -74.91008
1280.651925762655, 26.738697, -89.168076
1317.1926709116817, 26.994221, -67.438553
1354.776030395787, 27.679373, -84.170319
1393.4317530514347, 27.682755, -78.135635
1433.1904365364044, 29.34535, -72.620102
1474.0835515491426, 29.755571, -94.302231
1516.1434667391754, 29.34865, -98.746552
1559.4034743282677, 30.520941, -90.00457
1603.8978164626476, 31.964346, -91.502777
1649.6617123171281, 31.123598, -91.254288
1696.7313859725903, 31.845688, -110.496658
1745.144095088892, 32.084343, -103.747711
1794.938160395901, 33.422184, -91.213509
1846.1529960259866, 33.858013, -105.741859
1898.8291407120018, 35.030842, -110.352242
1953.0082898754113, 34.874336, -111.643181
2008.7333286300088, 34.906143, -112.745117
2066.0483657273167, 35.442337, -110.678352
2124.9987684705493, 35.437244, -126.67514
2185.6311986247747, 36.935326, -114.781174
2247.9936493516952, 38.355686, -122.815376
2312.135483198291, 37.825687, -116.45343
2378.107471169383, 38.39336, -118.769974
2445.9618329150603, 37.594749, -122.45192
2515.7522780647596, 38.429722, -130.881271
2587.53404874074, 38.619415, -123.200912
2661.3639632845834, 39.144394, -123.840027
2737.30046123134, 39.343147, -129.776093
2815.4036495669197, 40.492012, -128.495193
2895.7353503053537, 39.869091, -135.397476
2978.3591494235425, 40.702484, -139.271698
3063.3404471922913, 41.214283, -135.703018
3150.7465099434157, 40.858852, -138.617096
3240.6465233139193, 41.506386, -133.429443
3333.111647009395, 42.168007, -141.275024
3428.215071129959, 42.428802, -146.414154
3526.0320741033565, 42.332474, -147.295013
3626.6400822710525, 42.944656, -149.639053
3730.118731174495, 43.24836, -154.210358
3836.5499285900523, 43.502098, -152.190918
3946.017919362517, 43.849522, -150.600647
4058.6093520885092, 43.885338, -154.559601
4174.413347702543, 44.202229, -154.287338
4293.52157002006, 44.32967, -163.170258
4416.028298293257, 44.932915, -161.267548
4542.030501837149, 45.029587, -156.877686
4671.62791678493, 45.178307, -166.169495
4804.923125033384, 45.428478, -164.50531
