Frequency [Hz], Amplitude [dB], Phase [deg]
1144.348520021636, 24.688084, -100.456787
1177.0001303386819, 24.819136, -102.87104
1210.5833865989373, 25.538946, -106.61235
1245.1248713860814, 25.855186, -103.461967
1280.651925762655, 26.581373, -104.369888
1317.1926709116817, 27.164753, -109.096283
1354.776030395787, 27.173523, -110.148842
1393.4317530514347, 28.361992, -111.16394
1433.1904365364044, 29.012188, -115.851822
1474.0835515491426, 29.573574, -119.08799
1516.1434667391754, 29.31086, -118.889801
1559.4034743282677, 30.181585, -118.530441
1603.8978164626476, 30.7213, -126.466064
1649.6617123171281, 31.427416, -123.062454
1696.7313859725903, 31.812519, -128.426285
1745.144095088892, 32.045208, -132.214783
1794.938160395901, 32.851963, -128.32251
1846.1529960259866, 33.285984, -133.214096
1898.8291407120018, 33.831089, -134.306641
1953.0082898754113, 33.964672, -136.976624
2008.7333286300088, 33.911819, -137.832016
2066.0483657273167, 34.83847, -140.243942
2124.9987684705493, 34.815269, -141.090958
2185.6311986247747, 35.424885, -147.929291
2247.9936493516952, 36.15937, -143.336731
2312.135483198291, 36.526699, -143.461578
2378.107471169383, 36.695793, -148.021042
2445.9618329150603, 36.607838, -152.611404
2515.7522780647596, 36.980228, -150.390778
2587.53404874074, 37.37693, -154.739685
2661.3639632845834, 37.673317, -155.299194
2737.30046123134, 38.090641, -155.070419
2815.4036495669197, 38.346123, -159.584274
2895.7353503053537, 38.751465, -161.463577
2978.3591494235425, 38.907768, -161.936234
3063.3404471922913, 39.088192, -164.241699
3150.7465099434157, 39.315796, -163.526855
3240.6465233139193, 39.449337, -165.507568
3333.111647009395, 39.88343, -167.198853
3428.215071129959, 40.101074, -168.685608
3526.0320741033565, 40.350922, -171.007874
3626.6400822710525, 40.45356, -171.765137
3730.118731174495, 40.818264, -174.065735
3836.5499285900523, 40.866425, -177.28772
3946.017919362517, 41.098061, -176.908783
4058.6093520885092, 41.274284, -177.53244
4174.413347702543, 41.421738, -179.607086
4293.52157002006, 41.764919, -181.660034
4416.028298293257, 41.725574, -180.969055
4542.030501837149, 41.984364, -183.673126
4671.62791678493, 42.113846, -186.401276
4804.923125033384, 42.375328, -183.384674
4942.021635440848, 42.423996, -185.782669
5083.031967341978, 42.748283, -191.521591
5228.065736445467, 42.772972, -190.128052
5377.237743182618, 42.896626, -192.629913
5530.66606357682, 42.917873, -195.365509
5688.47214270576, 43.169292, -194.001663
5850.780890830402, 43.203964, -194.902603
6017.720782266792, 43.141396, -197.202026
6189.423957078998, 43.563667, -198.427979
6366.026325673585, 43.571613, -199.279663
6547.667676378543, 43.599422, -202.180573
6734.491786091716, 43.787701, -200.165695
6926.646534086369, 43.787106, -201.512772
7124.28401906396, 43.749725, -203.921997
7327.56067954676, 43.792004, -203.411835
7536.637417705642, 43.898766, -203.932205
7751.679726721028, 43.956928, -205.906036
7972.857821777815, 43.951462, -204.64743
8200.346774797983, 44.156937, -207.098267
8434.326653017499, 43.981548, -206.640625
8674.982661517248, 44.12508, -207.772293
8922.50528982076, 44.198891, -210.156586
9177.090462674822, 44.321064, -210.745087
9438.939695132316, 44.237309, -208.652557
9708.260252059963, 44.127113, -211.342834
9985.265312197353, 44.304142, -211.027023
10270.174136897043, 44.244095, -211.181854
10563.212243679232, 44.348278, -212.233902
10864.611584738668, 44.333115, -213.598602
11174.610730544566, 44.246017, -213.556473
11493.455058679425, 44.311958, -218.126709
11821.396948065872, 44.353485, -218.101456
12158.695978735359, 44.143955, -214.217804
12505.619137296873, 44.164162, -214.319611
12862.441028268244, 44.215618, -216.407959
13229.44409143737, 44.130501, -219.001968
13606.918825425395, 43.884613, -216.228333
13995.164017628784, 44.112793, -217.534576
14394.486980722333, 43.99054, -216.275269
14805.203795910287, 43.860619, -216.410767
15227.639563118139, 43.764408, -215.103241
15662.128658323123, 43.819572, -217.658051
16109.014998227101, 43.526825, -217.649933
16568.65231248134, 43.863956, -216.024994
17041.40442367863, 43.616531, -217.213608
17527.645535334592, 43.616215, -211.327179
18027.760528085393, 43.49279, -214.034027
18542.145264337752, 43.264168, -211.425812
19071.206901610392, 43.806515, -212.68132
19615.36421481718, 43.316216, -211.363541
20175.047927744974, 43.385395, -212.750595
20750.701053990153, 43.229462, -211.577744
21342.77924762258, 43.226593, -210.743134
21951.751163855693, 43.490562, -206.658661
22578.098830006755, 43.44408, -208.124664
23222.31802704228, 43.572674, -207.662308
23884.91868200984, 43.629471, -205.789429
24566.42527166713, 43.688026, -207.875946
25267.37723762776, 43.526321, -207.774368
25988.329413352352, 43.735733, -205.600815
26729.852463322964, 43.768898, -208.33194
27492.533334748434, 43.838295, -204.441406
28276.975722158193, 43.824646, -206.792938
29083.800545252256, 43.779343, -206.289581
29913.646440386, 43.844181, -205.267838
30767.170266077523, 43.862816, -202.969604
31645.047622940132, 43.619263, -205.643707
32547.97338844817, 43.779366, -203.467331
33476.662266963234, 43.65625, -203.138397
34431.84935545222, 43.915314, -205.343048
35414.290725349114, 43.772873, -197.295105
36424.764021016694, 43.774036, -199.807495
37464.06907528652, 43.327614, -207.560089
38533.02854255959, 43.352871, -196.323639
39632.48854997365, 43.377056, -202.604813
40763.31936714817, 43.522289, -197.732117
41926.41609504034, 43.37429, -199.03598
43122.699374455675, 43.284317, -198.155899
44353.11611477463, 43.153759, -199.007339
45618.64024347183, 43.054375, -195.112747
46920.27347702133, 42.873508, -194.997131
48259.04611379807, 42.954723, -197.750641
49636.01784960307, 42.699467, -195.93515
51052.27861645802, 42.688301, -194.966278
52508.949445332946, 42.468784, -194.490448
54007.183353490735, 42.333134, -192.809814
55548.166257148405, 42.135727, -190.82309
57133.117910182154, 41.926254, -191.936737
58763.292869612946, 41.981819, -191.473938
60439.98148864389, 41.793182, -190.332764
62164.51093802808, 41.629272, -184.649704
63938.24625658295, 41.538662, -185.443298
65762.59143167491, 41.217812, -185.490204
67638.99051053745, 41.055988, -185.410187
69568.92874329412, 40.818481, -188.794403
71553.93375859963, 40.714806, -185.800278
73595.57677282166, 40.412186, -183.917023
75695.47383372665, 40.816044, -179.075897
77855.28709965042, 39.565254, -178.231064
80076.72615516775, 39.511253, -180.196381
82361.54936430154, 39.256325, -178.176605
84711.56526234321, 38.997753, -179.404709
87128.63398738575, 38.637718, -173.807327
89614.66875270258, 38.281769, -176.227158
92171.63736113759, 38.031731, -173.780045
94801.56376270518, 37.6064, -171.899338
97506.52965663417, 37.299095, -169.477997
100288.67613911966, 36.787498, -170.179718
103150.20539809513, 36.466743, -168.387329
106093.38245635523, 35.977158, -161.209167
109120.53696442151, 35.803001, -149.23085
112234.06504455698, 35.013985, -161.02066
115436.4311874029, 34.659603, -161.781403
118730.17020272493, 34.194359, -161.239197
122117.88922582715, 33.954865, -158.002609
125602.26978120743, 34.133327, -155.57991
129186.0699051023, 33.85157, -157.669296
132872.12632858794, 34.016468, -155.523071
136663.3567229754, 34.254555, -157.490189
140562.76200927197, 34.186626, -156.09285
144573.4287335385, 34.596912, -155.73996
148698.53151002256, 34.418362, -156.702072
152941.33553400156, 34.431271, -145.510208
157305.19916632428, 34.497925, -158.01474
161793.5765916973, 34.419666, -158.596405
166410.02055281965, 34.604382, -160.320145
171158.18516253098, 34.678257, -160.711548
176041.8287961978, 34.589752, -159.973572
181064.81706662825, 34.646984, -162.998047
186231.12588387163, 34.706264, -160.545898
191544.84460231717, 34.51429, -159.073639
197010.17925759876, 34.760666, -162.747726
202631.4558958456, 34.72863, -154.747253
208413.12399793934, 35.173061, -169.759323
214359.76000146187, 34.692181, -168.397217
220476.070923148, 34.178246, -152.338165
226766.89808468387, 34.861305, -160.152542
233237.22094482646, 34.584297, -148.55658
239892.1610408535, 35.319981, -157.589233
246736.98604248138, 35.192932, -162.098541
253777.1139214506, 35.562382, -161.999481
261018.11724008212, 35.499359, -160.827713
268465.7275621989, 35.621449, -160.092819
276125.83998990344, 35.652916, -161.681412
284004.51782980387, 35.624874, -162.765381
292107.9973923797, 35.426254, -160.182571
300442.6929282889, 35.485298, -163.460815
309015.20170552126, 35.520386, -162.300751
317832.30923141836, 35.257385, -160.767197
326900.9946236921, 35.219276, -161.052139
336228.43613469834, 35.730392, -164.377151
345822.0168333228, 35.31813, -162.600616
355689.3304490068, 35.762192, -163.882141
365838.18738249724, 35.800167, -162.075104
376276.6208881243, 35.744408, -161.467087
387012.8934324542, 35.647156, -163.347031
398055.50323439715, 35.89904, -164.712769
409413.1909918982, 35.730019, -158.996017
421094.9468005857, 35.925774, -163.789688
433110.01726980775, 35.818977, -161.351837
445467.9128417226, 35.859077, -163.991302
458178.41531922016, 36.357544, -164.131958
471251.58560863684, 36.161961, -164.223053
484697.77168339334, 36.185734, -160.006195
498527.6167748585, 36.216675, -152.002472
512752.06779692165, 36.192242, -163.889709
527382.3840109436, 36.272385, -163.420593
542430.1459379432, 36.098602, 194.993622
557907.2645250753, 36.494293, -162.521561
573825.9905736548, 36.436108, 195.788376
590198.9244361883, 36.407616, 195.387054
607039.0259900987, 36.519566, -161.331573
624359.6248960086, 36.482658, 196.700638
642174.4311487552, 36.556286, -162.312439
660497.5459294182, 36.560692, 197.750015
679343.4727670273, 36.682877, 196.922684
698727.1290187055, 36.760914, -157.001175
718663.8576774162, 36.71838, 193.854553
739169.4395165769, 36.705322, 196.306717
760260.1055812387, 36.929325, 196.716492
781952.5500356288, 36.834366, 196.592819
804263.943377319, 36.888271, 196.030792
827211.9460283909, 37.143608, 193.657425
850814.7223144245, 36.978714, 196.162399
875090.9548423355, 37.017509, 196.508469
900059.8592884594, 37.033272, 197.758514
925741.1996085799, 37.123558, 193.410248
952155.3036819459, 37.130226, 196.108215
979323.0794016571, 37.178162, 197.134537
1007266.0312241558, 37.184116, 194.802795
1036006.2771909236, 37.093048, 193.895233
1065566.566435855, 37.443802, 192.027878
1095970.2971921817, 37.202713, 198.207932
1127241.5353131492, 37.570503, 197.241791
1159405.033321204, 37.501137, 198.797302
1192486.2500006354, 37.38541, 196.336716
1226511.3705493324, 37.327736, 199.290405
1261507.3273054457, 37.667416, 196.887085
1297501.8210655283, 37.564171, 201.939423
1334523.3430108572, 37.609898, 198.932266
1372601.197259466, 37.738647, 199.778366
1411765.524061563, 37.90564, 196.855316
1452047.3236568705, 37.762951, 197.097839
1493478.4808126092, 37.807213, 198.601913
1536091.79006167, 37.736115, 199.576355
1579920.9816608853, 37.573742, 198.515686
1625000.7482899716, 38.295979, 202.155441
1671366.7725122678, 37.972984, 202.891846
1719055.755019011, 38.004475, 201.381104
1768105.4436795027, 38.091904, 200.533768
1818554.6634201626, 38.569069, 197.87355
1870443.346956118, 38.288235, 201.725357
1923812.5663996516, 38.430798, 198.970169
1978704.565770555, 38.458652, 201.905731
2035162.7944340378, 38.470535, 196.503891
2093231.9414927973, 38.47879, 199.110214
2152957.971160336, 38.74408, 200.83812
2214388.1591436006, 39.144184, 200.602005
2277571.1300637447, 38.851097, 204.64476
2342556.89594457, 39.135967, 203.191254
2409396.8957991987, 38.667999, 205.375244
2478144.0363462484, 38.986176, 203.452209
2548852.733887762, 39.162579, 206.741257
2621578.95738204, 39.350307, 204.752808
2696380.272745464, 39.477226, 206.522079
2773315.8884183797, 39.656624, 207.973083
2852446.702231113, 39.603432, 203.759262
2933835.349607204, 39.576714, 208.439926
3017546.2531420267, 40.153671, 209.44339
3103645.6735960264, 39.701588, 204.425842
3192201.7623429466, 40.438446, 202.96283
3283284.6153145554, 39.808834, 211.952393
3376966.3284845743, 40.38221, 216.055405
3473321.0549357245, 40.523018, 212.603241
3572425.0635550627, 40.38176, 213.681793
3674356.7994040702, 40.869202, 215.879364
3779196.945811269, 40.924286, 211.851273
3887028.488236531, 40.30022, 208.004456
3997936.779957619, 40.686211, 217.133438
4112009.6096309456, 41.195671, 218.842743
4229337.270780085, 41.293976, 208.287384
4350012.633266907, 41.816772, 210.229218
4474131.21680208, 41.716896, 218.131805
4601791.266552999, 41.300697, 208.972473
4733093.830909032, 42.722424, 223.565582
4868142.841465654, 41.393429, 210.540634
5007045.195290734, 42.270454, 219.878174
5149910.839538151, 42.884094, 216.50061
5296852.858475661, 43.172112, 222.58075
5447987.56299593, 43.056946, 224.283722
5603434.582681587, 43.676022, 219.737671
5763316.960497148, 43.858429, 226.336411
5927761.250182791, 43.555542, 220.478729
6096897.616427047, 44.542313, 229.618362
6270859.937897727, 45.488888, 233.58078
6449785.913212608, 44.970352, 217.278214
6633817.169933775, 44.964912, 233.167236
6823099.376671903, 44.837631, 229.518265
7017782.358389183, 46.349854, 218.078476
7218020.214992195, 46.138893, 222.166992
7423971.443308558, 46.377632, 222.731903
7635799.062544002, 46.881859, 221.209503
7853670.743318961, 46.597374, 213.057587
8077758.940387093, 46.84634, 237.162506
8308241.029140584, 47.48745, 215.33609
8545299.446010351, 48.578125, 244.791046
8789121.832872286, 48.28698, 234.52475
9039901.18557382, 49.101604, 224.462997
9297836.0066984, 49.060852, 225.733582
9563130.462688759, 50.157852, 221.98584
9835994.545453405, 50.695381, 230.635986
10116644.238584183, 49.607063, 228.06012
10405301.688316537, 50.364933, 226.555176
10702195.379367745, 54.74865, 209.938751
11007560.315792354, 52.278381, 219.621613
11321638.206997942, 51.309692, 233.859894
11644677.65906844, 53.023148, 235.461899
11976934.37154649, 54.301235, 196.330521
12318671.33983057, 53.537041, 236.266968
12670159.063347094, 55.267746, 208.302109
13031675.759662282, 55.823372, 211.166565
13403507.58470323, 54.507008, 205.064819
13785948.859262682, 56.173973, 214.724838
14179302.30196636, 58.969059, 210.931305
14583879.268887803, 56.491798, 200.470673
15000000.000000004, 57.478615, 227.458191
