Frequency [Hz], Amplitude [dB], Phase [deg]
200.00000000000003, -18.307682, 6.504166
205.70658496878707, -14.654079, 23.925865
211.57599549760403, -16.52869, 27.256958
217.61287747591794, -15.552956, 46.402802
223.8220093540108, -18.910957, -33.632942
230.20830592532735, -12.402061, -21.389359
236.7768222167441, -13.772171, -65.873573
243.5327574898403, -10.910305, -17.089172
250.4814593563342, -13.254803, 63.323936
257.6284280109477, -9.628464, -7.263992
264.97932058504523, -12.277725, 35.225571
272.53995562449535, -10.506985, -12.295822
280.3163176952985, -11.318012, -5.703949
288.3145621206271, -10.865463, -13.835678
296.541019853027, -7.707787, -1.529846
305.0022024856374, -9.41431, 0.212433
313.7048074063945, -7.554924, -13.600723
322.6557230993023, -6.693481, -18.396492
331.86203459696026, -7.769543, 1.940086
341.33102908867073, -7.711838, -14.161819
351.0702016885608, -3.876816, -25.321518
361.0872613682857, -4.566326, -13.641106
371.39013705900936, -4.607983, -35.190361
381.98698392749293, -3.047352, -29.446018
392.8861898312575, -1.83062, -34.463009
404.09638195793286, -1.00367, -37.496067
415.6264336540447, -0.249321, -33.925766
427.48547144864835, 1.008141, -28.495506
439.6828822773664, 1.940554, -35.080036
452.22832091255134, 2.376781, -30.892563
465.13171760544816, 1.796883, -29.563774
478.40328594641494, 3.69249, -42.911209
492.05353094941563, 3.954639, -47.730625
506.09325736718824, 4.446936, -49.676617
520.5335782436686, 5.538666, -43.650856
535.3859237104398, 6.673819, -49.422215
550.6620500341706, 6.800217, -56.293358
566.3740489222023, 7.555191, -58.484703
582.5343570936548, 8.340681, -59.798515
599.1557661236182, 9.752588, -61.821892
616.2514325682338, 9.62993, -63.487335
633.8348883786706, 10.648825, -62.183723
651.9200516122432, 11.763594, -59.602394
670.5212374491498, 12.603798, -63.654606
689.6531695235487, 13.190575, -67.875305
709.330991577946, 13.540089, -70.541199
729.5702794501135, 14.250984, -77.494995
750.3870534020324, 14.873625, -71.803345
771.7977908006146, 15.017357, -78.456421
793.8194391602437, 16.056587, -81.869698
816.4694295574569, 16.762566, -84.449394
839.7656904283905, 17.554493, -82.245483
863.7266617598991, 17.813927, -86.889427
888.3713096855973, 18.524054, -81.712456
913.7191414983648, 19.437382, -86.879829
939.7902210912026, 19.640686, -92.541039
966.6051848386631, 20.237589, -94.881058
994.1852579314228, 20.637888, -94.552704
1022.5522711769274, 21.692978, -94.417755
1051.728678279414, 22.337143, -100.072258
1081.7375736129718, 23.004356, -100.988159
1112.6027105017315, 23.475851, -102.546478
1144.348520021636, 23.926859, -103.958092
1177.0001303386819, 24.707722, -106.787285
1210.5833865989373, 25.507313, -107.530243
1245.1248713860814, 25.686197, -108.551361
1280.651925762655, 26.235172, -114.311073
1317.1926709116817, 27.469021, -114.948044
1354.776030395787, 27.825897, -114.640198
1393.4317530514347, 28.056992, -118.505371
1433.1904365364044, 28.754757, -122.114151
1474.0835515491426, 29.054096, -125.781807
1516.1434667391754, 29.061539, -126.319511
1559.4034743282677, 30.119234, -126.735718
1603.8978164626476, 30.335106, -130.266464
1649.6617123171281, 30.695633, -128.158096
1696.7313859725903, 31.067854, -132.271713
1745.144095088892, 31.652929, -133.203186
1794.938160395901, 32.422188, -133.154495
1846.1529960259866, 32.71273, -139.481201
1898.8291407120018, 33.343468, -140.332489
1953.0082898754113, 33.340023, -142.638718
2008.7333286300088, 33.547115, -143.010605
2066.0483657273167, 34.092701, -142.106323
2124.9987684705493, 34.232292, -148.152496
2185.6311986247747, 34.850407, -149.091888
2247.9936493516952, 35.682701, -149.099182
2312.135483198291, 35.501156, -150.544617
2378.107471169383, 36.010429, -154.17215
2445.9618329150603, 35.81958, -158.631699
2515.7522780647596, 36.123959, -155.444489
2587.53404874074, 36.371132, -159.38269
2661.3639632845834, 36.719231, -160.894806
2737.30046123134, 37.030582, -163.305267
2815.4036495669197, 37.255146, -167.340393
2895.7353503053537, 37.64608, -166.377441
2978.3591494235425, 38.013504, -168.254791
3063.3404471922913, 37.848373, -167.595856
3150.7465099434157, 38.385864, -172.16391
3240.6465233139193, 38.519669, -173.777679
3333.111647009395, 38.685825, -175.431091
3428.215071129959, 38.893131, -177.637436
3526.0320741033565, 39.144032, -176.42569
3626.6400822710525, 39.151291, -182.500671
3730.118731174495, 39.395222, -179.848633
3836.5499285900523, 39.597485, -184.533295
3946.017919362517, 39.646191, -185.361176
4058.6093520885092, 39.869068, -185.834167
4174.413347702543, 40.136505, -188.764954
4293.52157002006, 40.295254, -185.92041
4416.028298293257, 40.350456, -186.370972
4542.030501837149, 40.505898, -193.056396
4671.62791678493, 40.598434, -192.116653
4804.923125033384, 40.704102, -193.75116
4942.021635440848, 40.75618, -195.412567
5083.031967341978, 40.845856, -196.290344
