Frequency [Hz], Amplitude [dB], Phase [deg]
1065566.566435855, 36.019608, 197.79393
1095970.2971921817, 35.948292, 194.182159
1127241.5353131492, 35.930733, 198.67424
1159405.033321204, 35.711369, 196.769348
1192486.2500006354, 35.963776, 194.891266
1226511.3705493324, 36.065933, 196.309372
1261507.3273054457, 36.023422, 198.23851
1297501.8210655283, 35.973251, 197.98468
1334523.3430108572, 36.214073, 197.505905
1372601.197259466, 35.954407, 197.05014
1411765.524061563, 36.212879, 200.700836
1452047.3236568705, 36.168541, 201.47821
1493478.4808126092, 36.3004, 196.941757
1536091.79006167, 36.182487, 198.846878
1579920.9816608853, 36.471352, 196.520386
1625000.7482899716, 36.518837, 197.343948
1671366.7725122678, 36.414642, 199.790176
1719055.755019011, 36.586769, 200.020447
1768105.4436795027, 36.771736, 198.748657
1818554.6634201626, 36.601143, 199.979324
1870443.346956118, 36.860741, 203.051926
1923812.5663996516, 36.728912, 200.709412
1978704.565770555, 37.185131, 199.023102
2035162.7944340378, 37.033878, 204.192413
2093231.9414927973, 37.087261, 202.333206
2152957.971160336, 36.868858, 203.821655
2214388.1591436006, 37.181755, 204.037125
2277571.1300637447, 37.338783, 197.619583
2342556.89594457, 37.447372, 202.601288
2409396.8957991987, 37.393639, 210.688843
2478144.0363462484, 37.484741, 206.444901
2548852.733887762, 37.41428, 203.239304
2621578.95738204, 37.921875, 205.209061
2696380.272745464, 37.59021, 201.262146
2773315.8884183797, 38.040123, 204.360092
2852446.702231113, 38.144985, 205.909973
2933835.349607204, 38.146812, 206.29567
3017546.2531420267, 38.00853, 210.910706
3103645.6735960264, 38.23801, 206.439331
3192201.7623429466, 38.931332, 207.195648
3283284.6153145554, 38.353706, 209.628723
3376966.3284845743, 38.516685, 215.652481
3473321.0549357245, 38.533127, 215.684296
3572425.0635550627, 39.242462, 216.009262
3674356.7994040702, 38.919647, 213.205612
3779196.945811269, 39.071037, 208.142273
3887028.488236531, 39.575378, 213.057526
3997936.779957619, 39.373444, 212.469574
4112009.6096309456, 39.294685, 220.96994
4229337.270780085, 39.883568, 220.989929
4350012.633266907, 40.15535, 216.738129
4474131.21680208, 40.180984, 218.952484
4601791.266552999, 40.54657, 219.756332
4733093.830909032, 40.032337, 209.565613
4868142.841465654, 41.127926, 229.787552
5007045.195290734, 41.366547, 224.932632
5149910.839538151, 41.391743, 218.874054
5296852.858475661, 41.300262, 223.796143
5447987.56299593, 41.415527, 219.642029
5603434.582681587, 42.197464, 213.842606
5763316.960497148, 42.411957, 220.036621
5927761.250182791, 42.617928, 235.5448
6096897.616427047, 42.453003, 226.828705
6270859.937897727, 42.71907, 221.187439
6449785.913212608, 43.104607, 231.601257
6633817.169933775, 43.333309, 228.959808
6823099.376671903, 43.914513, 233.297333
7017782.358389183, 44.608788, 239.950363
7218020.214992195, 44.483131, 230.10144
7423971.443308558, 44.57476, 221.118713
7635799.062544002, 45.113594, 223.830414
7853670.743318961, 45.226608, 220.695343
8077758.940387093, 45.336502, 243.579865
8308241.029140584, 47.083366, 239.600433
8545299.446010351, 46.978199, 228.159683
8789121.832872286, 46.923775, 242.745651
9039901.18557382, 47.541512, 228.333145
9297836.0066984, 47.890526, 237.335632
9563130.462688759, 48.47924, 229.723572
9835994.545453405, 48.973335, 224.190536
