Frequency [Hz], Amplitude [dB], Phase [deg]
200.00000000000003, -19.727951, 27.103371
205.70658496878707, -17.367268, 27.632996
211.57599549760403, -19.006207, -23.963257
217.61287747591794, -15.490303, 67.064758
223.8220093540108, -19.234566, 35.07135
230.20830592532735, -13.554344, 70.526474
236.7768222167441, -15.795303, 94.493881
243.5327574898403, -11.904137, 47.830025
250.4814593563342, -14.249794, -63.354023
257.6284280109477, -11.629768, 89.57679
264.97932058504523, -12.867523, 0.393082
272.53995562449535, -9.160072, 4.142532
280.3163176952985, -10.567768, 0.363419
288.3145621206271, -9.92952, -6.226105
296.541019853027, -9.13102, 11.742287
305.0022024856374, -9.673756, -21.821564
313.7048074063945, -8.60656, -8.214485
322.6557230993023, -6.007954, -5.977791
331.86203459696026, -8.340374, -7.610138
341.33102908867073, -5.349052, -10.036018
351.0702016885608, -5.808392, -25.670448
361.0872613682857, -5.147758, -20.069553
371.39013705900936, -4.046894, -12.363014
381.98698392749293, -3.893803, -26.093609
392.8861898312575, -2.49316, -28.846691
404.09638195793286, -1.11937, -31.958172
415.6264336540447, -0.949333, -28.468021
427.48547144864835, 0.728479, -22.209106
439.6828822773664, 0.820364, -37.093025
452.22832091255134, 2.011599, -31.35157
465.13171760544816, 2.971249, -38.973309
478.40328594641494, 3.707687, -37.747341
492.05353094941563, 3.673361, -46.885815
506.09325736718824, 4.95402, -40.324268
520.5335782436686, 5.917437, -47.120865
535.3859237104398, 6.196091, -48.534069
550.6620500341706, 6.509272, -66.441956
566.3740489222023, 7.064217, -49.194733
582.5343570936548, 8.256546, -46.076176
599.1557661236182, 9.678177, -54.267559
616.2514325682338, 10.317472, -63.317467
633.8348883786706, 10.951078, -56.707752
651.9200516122432, 11.416069, -65.251801
670.5212374491498, 11.787909, -62.113525
689.6531695235487, 13.136137, -67.558945
709.330991577946, 14.196533, -67.137611
729.5702794501135, 14.285488, -71.778221
750.3870534020324, 15.245794, -65.616798
771.7977908006146, 15.506624, -72.492905
793.8194391602437, 16.167431, -75.838753
816.4694295574569, 16.860041, -77.823753
839.7656904283905, 17.170116, -79.736786
863.7266617598991, 18.237562, -84.511993
888.3713096855973, 18.851635, -83.887695
913.7191414983648, 19.322317, -80.718437
939.7902210912026, 20.424276, -85.079468
966.6051848386631, 20.735779, -89.048096
994.1852579314228, 21.251621, -91.376984
1022.5522711769274, 21.864399, -92.065033
1051.728678279414, 22.466505, -91.104317
1081.7375736129718, 23.196854, -96.906578
1112.6027105017315, 23.820229, -93.643188
1144.348520021636, 24.529449, -97.830566
1177.0001303386819, 25.189842, -100.834221
1210.5833865989373, 25.300381, -102.574356
1245.1248713860814, 26.162449, -103.960747
1280.651925762655, 26.679317, -103.426971
1317.1926709116817, 27.600899, -109.500748
1354.776030395787, 27.896015, -109.878204
1393.4317530514347, 28.590303, -110.095963
