Freq.	V(out)
9.54992586021387e+05	(1.99522419991193e+01dB,1.74003174395140e+02°)
9.57194071294795e+05	(1.99520232075470e+01dB,1.73989451367640e+02°)
9.59400631515883e+05	(1.99518034171769e+01dB,1.73975697399799e+02°)
9.61612278383615e+05	(1.99515826235005e+01dB,1.73961912425035e+02°)
9.63829023623920e+05	(1.99513608219891e+01dB,1.73948096376646e+02°)
9.66050878989763e+05	(1.99511380080941e+01dB,1.73934249187806e+02°)
9.68277856261199e+05	(1.99509141772471e+01dB,1.73920370791570e+02°)
9.70509967245439e+05	(1.99506893248592e+01dB,1.73906461120871e+02°)
9.72747223776914e+05	(1.99504634463215e+01dB,1.73892520108519e+02°)
9.74989637717336e+05	(1.99502365370047e+01dB,1.73878547687203e+02°)
9.77237220955760e+05	(1.99500085922592e+01dB,1.73864543789490e+02°)
9.79489985408648e+05	(1.99497796074149e+01dB,1.73850508347825e+02°)
9.81747943019933e+05	(1.99495495777810e+01dB,1.73836441294532e+02°)
9.84011105761082e+05	(1.99493184986462e+01dB,1.73822342561813e+02°)
9.86279485631159e+05	(1.99490863652785e+01dB,1.73808212081746e+02°)
9.88553094656887e+05	(1.99488531729248e+01dB,1.73794049786289e+02°)
9.90831944892715e+05	(1.99486189168115e+01dB,1.73779855607278e+02°)
9.93116048420882e+05	(1.99483835921436e+01dB,1.73765629476424e+02°)
9.95405417351475e+05	(1.99481471941053e+01dB,1.73751371325320e+02°)
9.97700063822501e+05	(1.99479097178596e+01dB,1.73737081085433e+02°)
9.99999999999947e+05	(1.99476711585481e+01dB,1.73722758688109e+02°)
1.00230523807785e+06	(1.99474315112910e+01dB,1.73708404064573e+02°)
1.00461579027834e+06	(1.99471907711875e+01dB,1.73694017145926e+02°)
1.00693166885175e+06	(1.99469489333146e+01dB,1.73679597863146e+02°)
1.00925288607663e+06	(1.99467059927283e+01dB,1.73665146147090e+02°)
1.01157945425984e+06	(1.99464619444626e+01dB,1.73650661928491e+02°)
1.01391138573663e+06	(1.99462167835297e+01dB,1.73636145137962e+02°)
1.01624869287064e+06	(1.99459705049199e+01dB,1.73621595705990e+02°)
1.01859138805406e+06	(1.99457231036017e+01dB,1.73607013562942e+02°)
1.02093948370763e+06	(1.99454745745213e+01dB,1.73592398639061e+02°)
1.02329299228070e+06	(1.99452249126029e+01dB,1.73577750864467e+02°)
1.02565192625135e+06	(1.99449741127484e+01dB,1.73563070169158e+02°)
1.02801629812642e+06	(1.99447221698373e+01dB,1.73548356483009e+02°)
1.03038612044156e+06	(1.99444690787268e+01dB,1.73533609735773e+02°)
1.03276140576134e+06	(1.99442148342515e+01dB,1.73518829857078e+02°)
1.03514216667929e+06	(1.99439594312233e+01dB,1.73504016776431e+02°)
1.03752841581796e+06	(1.99437028644314e+01dB,1.73489170423216e+02°)
1.03992016582900e+06	(1.99434451286424e+01dB,1.73474290726694e+02°)
1.04231742939325e+06	(1.99431862185997e+01dB,1.73459377616001e+02°)
1.04472021922074e+06	(1.99429261290239e+01dB,1.73444431020153e+02°)
1.04712854805084e+06	(1.99426648546125e+01dB,1.73429450868043e+02°)
1.04954242865227e+06	(1.99424023900396e+01dB,1.73414437088437e+02°)
1.05196187382317e+06	(1.99421387299563e+01dB,1.73399389609983e+02°)
1.05438689639120e+06	(1.99418738689902e+01dB,1.73384308361203e+02°)
1.05681750921360e+06	(1.99416078017454e+01dB,1.73369193270497e+02°)
1.05925372517723e+06	(1.99413405228023e+01dB,1.73354044266142e+02°)
1.06169555719867e+06	(1.99410720267180e+01dB,1.73338861276292e+02°)
1.06414301822426e+06	(1.99408023080256e+01dB,1.73323644228976e+02°)
1.06659612123020e+06	(1.99405313612342e+01dB,1.73308393052104e+02°)
1.06905487922260e+06	(1.99402591808291e+01dB,1.73293107673459e+02°)
1.07151930523755e+06	(1.99399857612717e+01dB,1.73277788020703e+02°)
1.07398941234119e+06	(1.99397110969989e+01dB,1.73262434021375e+02°)
1.07646521362978e+06	(1.99394351824235e+01dB,1.73247045602890e+02°)
1.07894672222977e+06	(1.99391580119341e+01dB,1.73231622692541e+02°)
1.08143395129788e+06	(1.99388795798947e+01dB,1.73216165217496e+02°)
1.08392691402114e+06	(1.99385998806446e+01dB,1.73200673104804e+02°)
1.08642562361701e+06	(1.99383189084987e+01dB,1.73185146281386e+02°)
1.08893009333337e+06	(1.99380366577470e+01dB,1.73169584674043e+02°)
1.09144033644870e+06	(1.99377531226547e+01dB,1.73153988209453e+02°)
1.09395636627203e+06	(1.99374682974619e+01dB,1.73138356814170e+02°)
1.09647819614313e+06	(1.99371821763839e+01dB,1.73122690414627e+02°)
1.09900583943246e+06	(1.99368947536107e+01dB,1.73106988937130e+02°)
1.10153930954135e+06	(1.99366060233069e+01dB,1.73091252307867e+02°)
1.10407861990201e+06	(1.99363159796120e+01dB,1.73075480452900e+02°)
1.10662378397761e+06	(1.99360246166398e+01dB,1.73059673298169e+02°)
1.10917481526234e+06	(1.99357319284786e+01dB,1.73043830769492e+02°)
1.11173172728153e+06	(1.99354379091911e+01dB,1.73027952792562e+02°)
1.11429453359167e+06	(1.99351425528142e+01dB,1.73012039292951e+02°)
1.11686324778050e+06	(1.99348458533587e+01dB,1.72996090196109e+02°)
1.11943788346709e+06	(1.99345478048098e+01dB,1.72980105427361e+02°)
1.12201845430190e+06	(1.99342484011262e+01dB,1.72964084911912e+02°)
1.12460497396686e+06	(1.99339476362406e+01dB,1.72948028574841e+02°)
1.12719745617545e+06	(1.99336455040595e+01dB,1.72931936341109e+02°)
1.12979591467274e+06	(1.99333419984627e+01dB,1.72915808135550e+02°)
1.13240036323549e+06	(1.99330371133038e+01dB,1.72899643882878e+02°)
1.13501081567225e+06	(1.99327308424094e+01dB,1.72883443507685e+02°)
1.13762728582337e+06	(1.99324231795798e+01dB,1.72867206934438e+02°)
1.14024978756111e+06	(1.99321141185881e+01dB,1.72850934087485e+02°)
1.14287833478971e+06	(1.99318036531806e+01dB,1.72834624891049e+02°)
1.14551294144547e+06	(1.99314917770765e+01dB,1.72818279269233e+02°)
1.14815362149682e+06	(1.99311784839679e+01dB,1.72801897146016e+02°)
1.15080038894437e+06	(1.99308637675196e+01dB,1.72785478445256e+02°)
1.15345325782103e+06	(1.99305476213689e+01dB,1.72769023090689e+02°)
1.15611224219203e+06	(1.99302300391257e+01dB,1.72752531005928e+02°)
1.15877735615506e+06	(1.99299110143723e+01dB,1.72736002114466e+02°)
1.16144861384028e+06	(1.99295905406633e+01dB,1.72719436339673e+02°)
1.16412602941043e+06	(1.99292686115255e+01dB,1.72702833604797e+02°)
1.16680961706090e+06	(1.99289452204576e+01dB,1.72686193832965e+02°)
1.16949939101981e+06	(1.99286203609303e+01dB,1.72669516947182e+02°)
1.17219536554807e+06	(1.99282940263863e+01dB,1.72652802870333e+02°)
1.17489755493946e+06	(1.99279662102399e+01dB,1.72636051525178e+02°)
1.17760597352074e+06	(1.99276369058770e+01dB,1.72619262834360e+02°)
1.18032063565166e+06	(1.99273061066549e+01dB,1.72602436720399e+02°)
1.18304155572510e+06	(1.99269738059026e+01dB,1.72585573105692e+02°)
1.18576874816709e+06	(1.99266399969200e+01dB,1.72568671912518e+02°)
1.18850222743695e+06	(1.99263046729785e+01dB,1.72551733063033e+02°)
1.19124200802731e+06	(1.99259678273203e+01dB,1.72534756479274e+02°)
1.19398810446421e+06	(1.99256294531585e+01dB,1.72517742083156e+02°)
1.19674053130718e+06	(1.99252895436772e+01dB,1.72500689796472e+02°)
1.19949930314931e+06	(1.99249480920312e+01dB,1.72483599540898e+02°)
1.20226443461735e+06	(1.99246050913456e+01dB,1.72466471237986e+02°)
1.20503594037173e+06	(1.99242605347163e+01dB,1.72449304809170e+02°)
1.20781383510671e+06	(1.99239144152094e+01dB,1.72432100175764e+02°)
1.21059813355041e+06	(1.99235667258611e+01dB,1.72414857258960e+02°)
1.21338885046491e+06	(1.99232174596780e+01dB,1.72397575979831e+02°)
1.21618600064630e+06	(1.99228666096364e+01dB,1.72380256259331e+02°)
1.21898959892480e+06	(1.99225141686826e+01dB,1.72362898018293e+02°)
1.22179966016480e+06	(1.99221601297329e+01dB,1.72345501177432e+02°)
1.22461619926498e+06	(1.99218044856727e+01dB,1.72328065657342e+02°)
1.22743923115834e+06	(1.99214472293574e+01dB,1.72310591378498e+02°)
1.23026877081231e+06	(1.99210883536116e+01dB,1.72293078261256e+02°)
1.23310483322884e+06	(1.99207278512292e+01dB,1.72275526225855e+02°)
1.23594743344444e+06	(1.99203657149733e+01dB,1.72257935192411e+02°)
1.23879658653030e+06	(1.99200019375759e+01dB,1.72240305080924e+02°)
1.24165230759234e+06	(1.99196365117381e+01dB,1.72222635811275e+02°)
1.24451461177131e+06	(1.99192694301297e+01dB,1.72204927303228e+02°)
1.24738351424287e+06	(1.99189006853891e+01dB,1.72187179476425e+02°)
1.25025903021765e+06	(1.99185302701234e+01dB,1.72169392250393e+02°)
1.25314117494134e+06	(1.99181581769081e+01dB,1.72151565544541e+02°)
1.25602996369480e+06	(1.99177843982870e+01dB,1.72133699278158e+02°)
1.25892541179410e+06	(1.99174089267719e+01dB,1.72115793370418e+02°)
1.26182753459060e+06	(1.99170317548428e+01dB,1.72097847740375e+02°)
1.26473634747108e+06	(1.99166528749478e+01dB,1.72079862306967e+02°)
1.26765186585777e+06	(1.99162722795026e+01dB,1.72061836989016e+02°)
1.27057410520847e+06	(1.99158899608905e+01dB,1.72043771705225e+02°)
1.27350308101659e+06	(1.99155059114627e+01dB,1.72025666374182e+02°)
1.27643880881127e+06	(1.99151201235374e+01dB,1.72007520914356e+02°)
1.27938130415745e+06	(1.99147325894004e+01dB,1.71989335244103e+02°)
1.28233058265595e+06	(1.99143433013046e+01dB,1.71971109281660e+02°)
1.28528665994354e+06	(1.99139522514701e+01dB,1.71952842945150e+02°)
1.28824955169306e+06	(1.99135594320836e+01dB,1.71934536152578e+02°)
1.29121927361346e+06	(1.99131648352988e+01dB,1.71916188821835e+02°)
1.29419584144991e+06	(1.99127684532362e+01dB,1.71897800870697e+02°)
1.29717927098388e+06	(1.99123702779825e+01dB,1.71879372216824e+02°)
1.30016957803321e+06	(1.99119703015911e+01dB,1.71860902777760e+02°)
1.30316677845222e+06	(1.99115685160816e+01dB,1.71842392470937e+02°)
1.30617088813176e+06	(1.99111649134398e+01dB,1.71823841213670e+02°)
1.30918192299933e+06	(1.99107594856173e+01dB,1.71805248923160e+02°)
1.31219989901913e+06	(1.99103522245320e+01dB,1.71786615516496e+02°)
1.31522483219216e+06	(1.99099431220671e+01dB,1.71767940910651e+02°)
1.31825673855633e+06	(1.99095321700717e+01dB,1.71749225022484e+02°)
1.32129563418650e+06	(1.99091193603605e+01dB,1.71730467768742e+02°)
1.32434153519459e+06	(1.99087046847134e+01dB,1.71711669066060e+02°)
1.32739445772966e+06	(1.99082881348755e+01dB,1.71692828830956e+02°)
1.33045441797801e+06	(1.99078697025571e+01dB,1.71673946979840e+02°)
1.33352143216325e+06	(1.99074493794334e+01dB,1.71655023429007e+02°)
1.33659551654636e+06	(1.99070271571446e+01dB,1.71636058094639e+02°)
1.33967668742586e+06	(1.99066030272955e+01dB,1.71617050892809e+02°)
1.34276496113778e+06	(1.99061769814553e+01dB,1.71598001739476e+02°)
1.34586035405587e+06	(1.99057490111580e+01dB,1.71578910550489e+02°)
1.34896288259157e+06	(1.99053191079016e+01dB,1.71559777241585e+02°)
1.35207256319420e+06	(1.99048872631484e+01dB,1.71540601728390e+02°)
1.35518941235096e+06	(1.99044534683248e+01dB,1.71521383926420e+02°)
1.35831344658707e+06	(1.99040177148209e+01dB,1.71502123751081e+02°)
1.36144468246587e+06	(1.99035799939907e+01dB,1.71482821117669e+02°)
1.36458313658884e+06	(1.99031402971518e+01dB,1.71463475941369e+02°)
1.36772882559577e+06	(1.99026986155852e+01dB,1.71444088137258e+02°)
1.37088176616477e+06	(1.99022549405355e+01dB,1.71424657620304e+02°)
1.37404197501243e+06	(1.99018092632103e+01dB,1.71405184305364e+02°)
1.37720946889386e+06	(1.99013615747803e+01dB,1.71385668107189e+02°)
1.38038426460280e+06	(1.99009118663791e+01dB,1.71366108940421e+02°)
1.38356637897170e+06	(1.99004601291032e+01dB,1.71346506719594e+02°)
1.38675582887181e+06	(1.99000063540118e+01dB,1.71326861359133e+02°)
1.38995263121327e+06	(1.98995505321264e+01dB,1.71307172773359e+02°)
1.39315680294522e+06	(1.98990926544312e+01dB,1.71287440876482e+02°)
1.39636836105585e+06	(1.98986327118722e+01dB,1.71267665582610e+02°)
1.39958732257253e+06	(1.98981706953580e+01dB,1.71247846805740e+02°)
1.40281370456187e+06	(1.98977065957588e+01dB,1.71227984459766e+02°)
1.40604752412983e+06	(1.98972404039068e+01dB,1.71208078458476e+02°)
1.40928879842179e+06	(1.98967721105957e+01dB,1.71188128715553e+02°)
1.41253754462267e+06	(1.98963017065810e+01dB,1.71168135144573e+02°)
1.41579377995700e+06	(1.98958291825793e+01dB,1.71148097659009e+02°)
1.41905752168901e+06	(1.98953545292686e+01dB,1.71128016172231e+02°)
1.42232878712273e+06	(1.98948777372881e+01dB,1.71107890597502e+02°)
1.42560759360210e+06	(1.98943987972378e+01dB,1.71087720847985e+02°)
1.42889395851102e+06	(1.98939176996785e+01dB,1.71067506836738e+02°)
1.43218789927346e+06	(1.98934344351318e+01dB,1.71047248476716e+02°)
1.43548943335357e+06	(1.98929489940799e+01dB,1.71026945680772e+02°)
1.43879857825576e+06	(1.98924613669650e+01dB,1.71006598361658e+02°)
1.44211535152478e+06	(1.98919715441901e+01dB,1.70986206432023e+02°)
1.44543977074584e+06	(1.98914795161179e+01dB,1.70965769804415e+02°)
1.44877185354467e+06	(1.98909852730710e+01dB,1.70945288391282e+02°)
1.45211161758765e+06	(1.98904888053322e+01dB,1.70924762104971e+02°)
1.45545908058188e+06	(1.98899901031436e+01dB,1.70904190857729e+02°)
1.45881426027526e+06	(1.98894891567069e+01dB,1.70883574561705e+02°)
1.46217717445663e+06	(1.98889859561832e+01dB,1.70862913128946e+02°)
1.46554784095582e+06	(1.98884804916928e+01dB,1.70842206471402e+02°)
1.46892627764378e+06	(1.98879727533152e+01dB,1.70821454500924e+02°)
1.47231250243263e+06	(1.98874627310885e+01dB,1.70800657129266e+02°)
1.47570653327580e+06	(1.98869504150099e+01dB,1.70779814268084e+02°)
1.47910838816812e+06	(1.98864357950350e+01dB,1.70758925828937e+02°)
1.48251808514586e+06	(1.98859188610781e+01dB,1.70737991723288e+02°)
1.48593564228692e+06	(1.98853996030115e+01dB,1.70717011862502e+02°)
1.48936107771082e+06	(1.98848780106659e+01dB,1.70695986157850e+02°)
1.49279440957890e+06	(1.98843540738301e+01dB,1.70674914520507e+02°)
1.49623565609434e+06	(1.98838277822506e+01dB,1.70653796861555e+02°)
1.49968483550228e+06	(1.98832991256316e+01dB,1.70632633091979e+02°)
1.50314196608993e+06	(1.98827680936349e+01dB,1.70611423122673e+02°)
1.50660706618665e+06	(1.98822346758800e+01dB,1.70590166864435e+02°)
1.51008015416405e+06	(1.98816988619432e+01dB,1.70568864227971e+02°)
1.51356124843611e+06	(1.98811606413583e+01dB,1.70547515123897e+02°)
1.51705036745924e+06	(1.98806200036158e+01dB,1.70526119462733e+02°)
1.52054752973240e+06	(1.98800769381632e+01dB,1.70504677154911e+02°)
1.52405275379720e+06	(1.98795314344045e+01dB,1.70483188110770e+02°)
1.52756605823798e+06	(1.98789834817003e+01dB,1.70461652240560e+02°)
1.53108746168193e+06	(1.98784330693676e+01dB,1.70440069454441e+02°)
1.53461698279920e+06	(1.98778801866795e+01dB,1.70418439662484e+02°)
1.53815464030294e+06	(1.98773248228651e+01dB,1.70396762774669e+02°)
1.54170045294946e+06	(1.98767669671095e+01dB,1.70375038700891e+02°)
1.54525443953832e+06	(1.98762066085535e+01dB,1.70353267350954e+02°)
1.54881661891238e+06	(1.98756437362934e+01dB,1.70331448634577e+02°)
1.55238700995798e+06	(1.98750783393811e+01dB,1.70309582461393e+02°)
1.55596563160498e+06	(1.98745104068234e+01dB,1.70287668740946e+02°)
1.55955250282686e+06	(1.98739399275827e+01dB,1.70265707382697e+02°)
1.56314764264086e+06	(1.98733668905760e+01dB,1.70243698296022e+02°)
1.56675107010805e+06	(1.98727912846752e+01dB,1.70221641390211e+02°)
1.57036280433345e+06	(1.98722130987068e+01dB,1.70199536574470e+02°)
1.57398286446612e+06	(1.98716323214519e+01dB,1.70177383757925e+02°)
1.57761126969925e+06	(1.98710489416457e+01dB,1.70155182849615e+02°)
1.58124803927028e+06	(1.98704629479778e+01dB,1.70132933758501e+02°)
1.58489319246101e+06	(1.98698743290917e+01dB,1.70110636393459e+02°)
1.58854674859768e+06	(1.98692830735848e+01dB,1.70088290663287e+02°)
1.59220872705107e+06	(1.98686891700079e+01dB,1.70065896476700e+02°)
1.59587914723663e+06	(1.98680926068659e+01dB,1.70043453742337e+02°)
1.59955802861457e+06	(1.98674933726164e+01dB,1.70020962368753e+02°)
1.60324539068994e+06	(1.98668914556708e+01dB,1.69998422264430e+02°)
1.60694125301277e+06	(1.98662868443932e+01dB,1.69975833337769e+02°)
1.61064563517817e+06	(1.98656795271007e+01dB,1.69953195497095e+02°)
1.61435855682638e+06	(1.98650694920631e+01dB,1.69930508650654e+02°)
1.61808003764296e+06	(1.98644567275028e+01dB,1.69907772706621e+02°)
1.62181009735883e+06	(1.98638412215945e+01dB,1.69884987573091e+02°)
1.62554875575038e+06	(1.98632229624654e+01dB,1.69862153158088e+02°)
1.62929603263962e+06	(1.98626019381944e+01dB,1.69839269369561e+02°)
1.63305194789423e+06	(1.98619781368127e+01dB,1.69816336115384e+02°)
1.63681652142770e+06	(1.98613515463030e+01dB,1.69793353303362e+02°)
1.64058977319943e+06	(1.98607221545998e+01dB,1.69770320841225e+02°)
1.64437172321483e+06	(1.98600899495888e+01dB,1.69747238636634e+02°)
1.64816239152540e+06	(1.98594549191071e+01dB,1.69724106597178e+02°)
1.65196179822891e+06	(1.98588170509430e+01dB,1.69700924630379e+02°)
1.65576996346942e+06	(1.98581763328356e+01dB,1.69677692643687e+02°)
1.65958690743745e+06	(1.98575327524749e+01dB,1.69654410544485e+02°)
1.66341265037006e+06	(1.98568862975013e+01dB,1.69631078240089e+02°)
1.66724721255095e+06	(1.98562369555059e+01dB,1.69607695637747e+02°)
1.67109061431060e+06	(1.98555847140299e+01dB,1.69584262644642e+02°)
1.67494287602633e+06	(1.98549295605649e+01dB,1.69560779167891e+02°)
1.67880401812245e+06	(1.98542714825520e+01dB,1.69537245114547e+02°)
1.68267406107036e+06	(1.98536104673826e+01dB,1.69513660391599e+02°)
1.68655302538863e+06	(1.98529465023974e+01dB,1.69490024905972e+02°)
1.69044093164315e+06	(1.98522795748866e+01dB,1.69466338564531e+02°)
1.69433780044722e+06	(1.98516096720899e+01dB,1.69442601274077e+02°)
1.69824365246163e+06	(1.98509367811958e+01dB,1.69418812941353e+02°)
1.70215850839484e+06	(1.98502608893421e+01dB,1.69394973473039e+02°)
1.70608238900301e+06	(1.98495819836151e+01dB,1.69371082775757e+02°)
1.71001531509018e+06	(1.98489000510500e+01dB,1.69347140756073e+02°)
1.71395730750831e+06	(1.98482150786303e+01dB,1.69323147320493e+02°)
1.71790838715748e+06	(1.98475270532879e+01dB,1.69299102375466e+02°)
1.72186857498589e+06	(1.98468359619027e+01dB,1.69275005827387e+02°)
1.72583789199009e+06	(1.98461417913027e+01dB,1.69250857582594e+02°)
1.72981635921499e+06	(1.98454445282635e+01dB,1.69226657547374e+02°)
1.73380399775402e+06	(1.98447441595087e+01dB,1.69202405627957e+02°)
1.73780082874926e+06	(1.98440406717089e+01dB,1.69178101730523e+02°)
1.74180687339150e+06	(1.98433340514823e+01dB,1.69153745761199e+02°)
1.74582215292039e+06	(1.98426242853942e+01dB,1.69129337626062e+02°)
1.74984668862454e+06	(1.98419113599568e+01dB,1.69104877231139e+02°)
1.75388050184165e+06	(1.98411952616290e+01dB,1.69080364482409e+02°)
1.75792361395858e+06	(1.98404759768164e+01dB,1.69055799285800e+02°)
1.76197604641151e+06	(1.98397534918711e+01dB,1.69031181547196e+02°)
1.76603782068605e+06	(1.98390277930915e+01dB,1.69006511172433e+02°)
1.77010895831730e+06	(1.98382988667220e+01dB,1.68981788067302e+02°)
1.77418948089005e+06	(1.98375666989529e+01dB,1.68957012137551e+02°)
1.77827941003881e+06	(1.98368312759205e+01dB,1.68932183288881e+02°)
1.78237876744797e+06	(1.98360925837065e+01dB,1.68907301426955e+02°)
1.78648757485193e+06	(1.98353506083382e+01dB,1.68882366457390e+02°)
1.79060585403518e+06	(1.98346053357879e+01dB,1.68857378285764e+02°)
1.79473362683241e+06	(1.98338567519733e+01dB,1.68832336817618e+02°)
1.79887091512867e+06	(1.98331048427568e+01dB,1.68807241958449e+02°)
1.80301774085945e+06	(1.98323495939457e+01dB,1.68782093613721e+02°)
1.80717412601081e+06	(1.98315909912918e+01dB,1.68756891688859e+02°)
1.81134009261948e+06	(1.98308290204913e+01dB,1.68731636089251e+02°)
1.81551566277301e+06	(1.98300636671847e+01dB,1.68706326720252e+02°)
1.81970085860986e+06	(1.98292949169566e+01dB,1.68680963487184e+02°)
1.82389570231952e+06	(1.98285227553355e+01dB,1.68655546295334e+02°)
1.82810021614262e+06	(1.98277471677934e+01dB,1.68630075049958e+02°)
1.83231442237109e+06	(1.98269681397461e+01dB,1.68604549656282e+02°)
1.83653834334822e+06	(1.98261856565529e+01dB,1.68578970019502e+02°)
1.84077200146883e+06	(1.98253997035159e+01dB,1.68553336044784e+02°)
1.84501541917935e+06	(1.98246102658807e+01dB,1.68527647637268e+02°)
1.84926861897795e+06	(1.98238173288355e+01dB,1.68501904702067e+02°)
1.85353162341469e+06	(1.98230208775112e+01dB,1.68476107144269e+02°)
1.85780445509157e+06	(1.98222208969814e+01dB,1.68450254868936e+02°)
1.86208713666274e+06	(1.98214173722619e+01dB,1.68424347781108e+02°)
1.86637969083454e+06	(1.98206102883108e+01dB,1.68398385785803e+02°)
1.87068214036567e+06	(1.98197996300283e+01dB,1.68372368788017e+02°)
1.87499450806729e+06	(1.98189853822561e+01dB,1.68346296692726e+02°)
1.87931681680314e+06	(1.98181675297779e+01dB,1.68320169404889e+02°)
1.88364908948967e+06	(1.98173460573189e+01dB,1.68293986829444e+02°)
1.88799134909617e+06	(1.98165209495454e+01dB,1.68267748871315e+02°)
1.89234361864485e+06	(1.98156921910651e+01dB,1.68241455435409e+02°)
1.89670592121102e+06	(1.98148597664266e+01dB,1.68215106426620e+02°)
1.90107827992317e+06	(1.98140236601192e+01dB,1.68188701749827e+02°)
1.90546071796312e+06	(1.98131838565730e+01dB,1.68162241309900e+02°)
1.90985325856611e+06	(1.98123403401586e+01dB,1.68135725011695e+02°)
1.91425592502096e+06	(1.98114930951868e+01dB,1.68109152760060e+02°)
1.91866874067016e+06	(1.98106421059086e+01dB,1.68082524459834e+02°)
1.92309172891003e+06	(1.98097873565148e+01dB,1.68055840015849e+02°)
1.92752491319080e+06	(1.98089288311363e+01dB,1.68029099332932e+02°)
1.93196831701679e+06	(1.98080665138434e+01dB,1.68002302315903e+02°)
1.93642196394647e+06	(1.98072003886458e+01dB,1.67975448869580e+02°)
1.94088587759265e+06	(1.98063304394927e+01dB,1.67948538898779e+02°)
1.94536008162253e+06	(1.98054566502721e+01dB,1.67921572308314e+02°)
1.94984459975791e+06	(1.98045790048113e+01dB,1.67894549002999e+02°)
1.95433945577526e+06	(1.98036974868760e+01dB,1.67867468887651e+02°)
1.95884467350586e+06	(1.98028120801707e+01dB,1.67840331867087e+02°)
1.96336027683591e+06	(1.98019227683384e+01dB,1.67813137846131e+02°)
1.96788628970671e+06	(1.98010295349601e+01dB,1.67785886729610e+02°)
1.97242273611472e+06	(1.98001323635550e+01dB,1.67758578422360e+02°)
1.97696964011172e+06	(1.97992312375803e+01dB,1.67731212829223e+02°)
1.98152702580496e+06	(1.97983261404308e+01dB,1.67703789855050e+02°)
1.98609491735723e+06	(1.97974170554390e+01dB,1.67676309404705e+02°)
1.99067333898705e+06	(1.97965039658747e+01dB,1.67648771383061e+02°)
1.99526231496874e+06	(1.97955868549449e+01dB,1.67621175695006e+02°)
1.99986186963261e+06	(1.97946657057938e+01dB,1.67593522245442e+02°)
2.00447202736502e+06	(1.97937405015023e+01dB,1.67565810939287e+02°)
2.00909281260859e+06	(1.97928112250881e+01dB,1.67538041681478e+02°)
2.01372424986225e+06	(1.97918778595057e+01dB,1.67510214376969e+02°)
2.01836636368142e+06	(1.97909403876454e+01dB,1.67482328930733e+02°)
2.02301917867813e+06	(1.97899987923344e+01dB,1.67454385247768e+02°)
2.02768271952114e+06	(1.97890530563353e+01dB,1.67426383233093e+02°)
2.03235701093608e+06	(1.97881031623471e+01dB,1.67398322791750e+02°)
2.03704207770558e+06	(1.97871490930042e+01dB,1.67370203828810e+02°)
2.04173794466939e+06	(1.97861908308766e+01dB,1.67342026249370e+02°)
2.04644463672453e+06	(1.97852283584697e+01dB,1.67313789958554e+02°)
2.05116217882542e+06	(1.97842616582241e+01dB,1.67285494861519e+02°)
2.05589059598400e+06	(1.97832907125154e+01dB,1.67257140863452e+02°)
2.06062991326986e+06	(1.97823155036540e+01dB,1.67228727869573e+02°)
2.06538015581039e+06	(1.97813360138852e+01dB,1.67200255785139e+02°)
2.07014134879090e+06	(1.97803522253886e+01dB,1.67171724515440e+02°)
2.07491351745477e+06	(1.97793641202784e+01dB,1.67143133965806e+02°)
2.07969668710355e+06	(1.97783716806028e+01dB,1.67114484041604e+02°)
2.08449088309714e+06	(1.97773748883442e+01dB,1.67085774648245e+02°)
2.08929613085389e+06	(1.97763737254186e+01dB,1.67057005691180e+02°)
2.09411245585075e+06	(1.97753681736759e+01dB,1.67028177075904e+02°)
2.09893988362338e+06	(1.97743582148996e+01dB,1.66999288707958e+02°)
2.10377843976633e+06	(1.97733438308064e+01dB,1.66970340492930e+02°)
2.10862814993314e+06	(1.97723250030464e+01dB,1.66941332336456e+02°)
2.11348903983650e+06	(1.97713017132024e+01dB,1.66912264144223e+02°)
2.11836113524835e+06	(1.97702739427905e+01dB,1.66883135821969e+02°)
2.12324446200007e+06	(1.97692416732593e+01dB,1.66853947275486e+02°)
2.12813904598256e+06	(1.97682048859898e+01dB,1.66824698410621e+02°)
2.13304491314643e+06	(1.97671635622957e+01dB,1.66795389133277e+02°)
2.13796208950208e+06	(1.97661176834226e+01dB,1.66766019349416e+02°)
2.14289060111991e+06	(1.97650672305486e+01dB,1.66736588965060e+02°)
2.14783047413038e+06	(1.97640121847832e+01dB,1.66707097886292e+02°)
2.15278173472422e+06	(1.97629525271680e+01dB,1.66677546019260e+02°)
2.15774440915251e+06	(1.97618882386760e+01dB,1.66647933270174e+02°)
2.16271852372687e+06	(1.97608193002117e+01dB,1.66618259545314e+02°)
2.16770410481954e+06	(1.97597456926108e+01dB,1.66588524751027e+02°)
2.17270117886359e+06	(1.97586673966401e+01dB,1.66558728793729e+02°)
2.17770977235300e+06	(1.97575843929975e+01dB,1.66528871579910e+02°)
2.18272991184285e+06	(1.97564966623114e+01dB,1.66498953016132e+02°)
2.18776162394940e+06	(1.97554041851410e+01dB,1.66468973009033e+02°)
2.19280493535029e+06	(1.97543069419760e+01dB,1.66438931465329e+02°)
2.19785987278467e+06	(1.97532049132363e+01dB,1.66408828291813e+02°)
2.20292646305330e+06	(1.97520980792719e+01dB,1.66378663395361e+02°)
2.20800473301874e+06	(1.97509864203630e+01dB,1.66348436682929e+02°)
2.21309470960548e+06	(1.97498699167195e+01dB,1.66318148061560e+02°)
2.21819641980006e+06	(1.97487485484809e+01dB,1.66287797438381e+02°)
2.22330989065124e+06	(1.97476222957165e+01dB,1.66257384720607e+02°)
