Freq.	V(out_fs)
1.26765186585784e+05	(-7.99680769427575e+00dB,-9.06936670699193e+01°)
1.27057410520853e+05	(-7.97680675494954e+00dB,-9.06952662899245e+01°)
1.27350308101665e+05	(-7.95680581128912e+00dB,-9.06968691975681e+01°)
1.27643880881134e+05	(-7.93680486327449e+00dB,-9.06984758013581e+01°)
1.27938130415752e+05	(-7.91680391088557e+00dB,-9.07000861098224e+01°)
1.28233058265601e+05	(-7.89680295410218e+00dB,-9.07017001315086e+01°)
1.28528665994361e+05	(-7.87680199290405e+00dB,-9.07033178749841e+01°)
1.28824955169313e+05	(-7.85680102727082e+00dB,-9.07049393488359e+01°)
1.29121927361353e+05	(-7.83680005718203e+00dB,-9.07065645616711e+01°)
1.29419584144998e+05	(-7.81679908261713e+00dB,-9.07081935221164e+01°)
1.29717927098395e+05	(-7.79679810355547e+00dB,-9.07098262388188e+01°)
1.30016957803328e+05	(-7.77679711997632e+00dB,-9.07114627204451e+01°)
1.30316677845229e+05	(-7.75679613185884e+00dB,-9.07131029756820e+01°)
1.30617088813183e+05	(-7.73679513918209e+00dB,-9.07147470132364e+01°)
1.30918192299940e+05	(-7.71679414192504e+00dB,-9.07163948418355e+01°)
1.31219989901919e+05	(-7.69679314006658e+00dB,-9.07180464702264e+01°)
1.31522483219223e+05	(-7.67679213358547e+00dB,-9.07197019071765e+01°)
1.31825673855640e+05	(-7.65679112246039e+00dB,-9.07213611614735e+01°)
1.32129563418657e+05	(-7.63679010666994e+00dB,-9.07230242419255e+01°)
1.32434153519466e+05	(-7.61678908619258e+00dB,-9.07246911573608e+01°)
1.32739445772973e+05	(-7.59678806100669e+00dB,-9.07263619166281e+01°)
1.33045441797808e+05	(-7.57678703109057e+00dB,-9.07280365285968e+01°)
1.33352143216332e+05	(-7.55678599642240e+00dB,-9.07297150021566e+01°)
1.33659551654643e+05	(-7.53678495698025e+00dB,-9.07313973462176e+01°)
1.33967668742593e+05	(-7.51678391274211e+00dB,-9.07330835697109e+01°)
1.34276496113785e+05	(-7.49678286368587e+00dB,-9.07347736815880e+01°)
