time	V(input_bode)	V(out)	V(out_fs)	V(out_preamp)
9.788556608508585e-09	4.261906e-03	3.999600e-01	1.658780e-01	-2.713365e-02
9.819865073894039e-09	4.267907e-03	3.999600e-01	1.668246e-01	-2.722056e-02
9.851173539279491e-09	4.272442e-03	3.999600e-01	1.677712e-01	-2.730707e-02
9.882482004664943e-09	4.275511e-03	3.999600e-01	1.687180e-01	-2.739317e-02
9.913790470050395e-09	4.277115e-03	3.999600e-01	1.696649e-01	-2.747888e-02
9.945098935435849e-09	4.277253e-03	3.999600e-01	1.706119e-01	-2.756419e-02
9.976407400821301e-09	4.275925e-03	3.999600e-01	1.715591e-01	-2.764909e-02
1.015338446148716e-08	4.250021e-03	3.999600e-01	1.769109e-01	-2.811327e-02
1.016750403221307e-08	4.247285e-03	3.999600e-01	1.773375e-01	-2.814900e-02
1.020340113371124e-08	4.242417e-03	3.999600e-01	1.784219e-01	-2.823923e-02
1.021469679029196e-08	4.242573e-03	3.999600e-01	1.787629e-01	-2.826740e-02
1.022975766573293e-08	4.245646e-03	3.999600e-01	1.792176e-01	-2.830494e-02
1.025341780593531e-08	4.254971e-03	3.999600e-01	1.799317e-01	-2.836393e-02
1.030343447815939e-08	4.280289e-03	3.999600e-01	1.814402e-01	-2.848938e-02
1.033717083914716e-08	4.296591e-03	3.999600e-01	1.824568e-01	-2.857471e-02
1.035730673449635e-08	4.305541e-03	3.999600e-01	1.830633e-01	-2.862581e-02
1.038044023917368e-08	4.314761e-03	3.999600e-01	1.837598e-01	-2.868471e-02
1.040655228989785e-08	4.324053e-03	3.999600e-01	1.845457e-01	-2.875129e-02
1.042505909363971e-08	4.329797e-03	3.999600e-01	1.851024e-01	-2.879854e-02
1.045841964249611e-08	4.338641e-03	3.999600e-01	1.861055e-01	-2.888373e-02
1.055774796584933e-08	4.348769e-03	3.999600e-01	1.890929e-01	-2.914058e-02
1.065707628920255e-08	4.350628e-03	3.999600e-01	1.920701e-01	-2.938907e-02
1.075640461255577e-08	4.344220e-03	3.999600e-01	1.950372e-01	-2.962918e-02
1.085573293590899e-08	4.329544e-03	3.999600e-01	1.979942e-01	-2.986093e-02
1.095506125926221e-08	4.306599e-03	3.999600e-01	2.009411e-01	-3.008431e-02
1.105438958261543e-08	4.275387e-03	3.999600e-01	2.038779e-01	-3.029933e-02
1.115371790596866e-08	4.235906e-03	3.999600e-01	2.068045e-01	-3.050598e-02
1.116572191137464e-08	4.232023e-03	3.999600e-01	2.071564e-01	-3.052974e-02
1.118172725191594e-08	4.227971e-03	3.999600e-01	2.076251e-01	-3.056122e-02
1.120373457819273e-08	4.223838e-03	3.999600e-01	2.082691e-01	-3.060427e-02
1.121333778251752e-08	4.223248e-03	3.999600e-01	2.085497e-01	-3.062290e-02
1.122614205495056e-08	4.224490e-03	3.999600e-01	2.089235e-01	-3.064772e-02
1.125375125041681e-08	4.232480e-03	3.999600e-01	2.097289e-01	-3.070122e-02
1.126135378087171e-08	4.235522e-03	3.999600e-01	2.099503e-01	-3.071599e-02
1.126895631132661e-08	4.238605e-03	3.999600e-01	2.101715e-01	-3.073079e-02
1.127655884178151e-08	4.241727e-03	3.999600e-01	2.103927e-01	-3.074561e-02
1.128416137223642e-08	4.244891e-03	3.999600e-01	2.106138e-01	-3.076044e-02
1.129176390269132e-08	4.248094e-03	3.999600e-01	2.108348e-01	-3.077530e-02
1.129936643314622e-08	4.251338e-03	3.999600e-01	2.110557e-01	-3.079017e-02
1.130696896360112e-08	4.254622e-03	3.999600e-01	2.112766e-01	-3.080507e-02
1.135778671050586e-08	4.274280e-03	3.999600e-01	2.127491e-01	-3.090529e-02
1.138179940435126e-08	4.282186e-03	3.999600e-01	2.134429e-01	-3.095294e-02
1.140700295960175e-08	4.289587e-03	3.999600e-01	2.141703e-01	-3.100305e-02
1.142621311467807e-08	4.294491e-03	3.999600e-01	2.147235e-01	-3.104131e-02
1.145780050837964e-08	4.301392e-03	3.999600e-01	2.156321e-01	-3.110424e-02
1.148169592277887e-08	4.305578e-03	3.999600e-01	2.163177e-01	-3.115182e-02
1.150702066679041e-08	4.309229e-03	3.999600e-01	2.170435e-01	-3.120220e-02
1.155162544033563e-08	4.313551e-03	3.999600e-01	2.183184e-01	-3.129060e-02
1.160386795598533e-08	4.316959e-03	3.999600e-01	2.198065e-01	-3.139346e-02
1.160742930546632e-08	4.317461e-03	3.999600e-01	2.199077e-01	-3.140044e-02
1.161455200442831e-08	4.318989e-03	3.999600e-01	2.201100e-01	-3.141441e-02
1.162879740235228e-08	4.324644e-03	3.999600e-01	2.205144e-01	-3.144243e-02
1.165388462820940e-08	4.340132e-03	3.999600e-01	2.212258e-01	-3.149195e-02
1.170390130043348e-08	4.377719e-03	3.999600e-01	2.226400e-01	-3.159266e-02
1.173581099178317e-08	4.400852e-03	3.999600e-01	2.235394e-01	-3.165841e-02
1.175756479452609e-08	4.415646e-03	3.999600e-01	2.241516e-01	-3.170368e-02
1.177944572573731e-08	4.429371e-03	3.999600e-01	2.247662e-01	-3.174976e-02
1.180685210237646e-08	4.445196e-03	3.999600e-01	2.255350e-01	-3.180784e-02
1.182435684734543e-08	4.454380e-03	3.999600e-01	2.260251e-01	-3.184528e-02
1.185861924909743e-08	4.470540e-03	3.999600e-01	2.269831e-01	-3.191894e-02
1.188662684104779e-08	4.481921e-03	3.999600e-01	2.277644e-01	-3.197956e-02
1.190770233492316e-08	4.489599e-03	3.999600e-01	2.283516e-01	-3.202530e-02
1.193010840848345e-08	4.496773e-03	3.999600e-01	2.289747e-01	-3.207407e-02
1.195697213802856e-08	4.504314e-03	3.999600e-01	2.297209e-01	-3.213261e-02
1.197489699687679e-08	4.508626e-03	3.999600e-01	2.302179e-01	-3.217170e-02
1.200878129613746e-08	4.515436e-03	3.999600e-01	2.311562e-01	-3.224557e-02
1.208078579521536e-08	4.524325e-03	3.999600e-01	2.331429e-01	-3.240191e-02
1.211321220595637e-08	4.526156e-03	3.999600e-01	2.340347e-01	-3.247187e-02
1.216906304167955e-08	4.525498e-03	3.999600e-01	2.355666e-01	-3.259197e-02
1.222491387740274e-08	4.522376e-03	3.999600e-01	2.370920e-01	-3.270974e-02
1.228076471312593e-08	4.516792e-03	3.999600e-01	2.386108e-01	-3.282519e-02
1.233661554884911e-08	4.508745e-03	3.999600e-01	2.401232e-01	-3.293831e-02
1.239246638457230e-08	4.498236e-03	3.999600e-01	2.416291e-01	-3.304910e-02
1.244831722029549e-08	4.485264e-03	3.999600e-01	2.431284e-01	-3.315756e-02
1.250416805601867e-08	4.469829e-03	3.999600e-01	2.446213e-01	-3.326369e-02
1.251377125708571e-08	4.467822e-03	3.999600e-01	2.448770e-01	-3.328153e-02
1.252657552517510e-08	4.466518e-03	3.999600e-01	2.452176e-01	-3.330521e-02
1.255418472824275e-08	4.467298e-03	3.999600e-01	2.459511e-01	-3.335611e-02
1.256618872957598e-08	4.469478e-03	3.999600e-01	2.462692e-01	-3.337817e-02
1.258219406468696e-08	4.474475e-03	3.999600e-01	2.466928e-01	-3.340764e-02
1.260420140046682e-08	4.484024e-03	3.999600e-01	2.472746e-01	-3.344824e-02
1.265421807269090e-08	4.508473e-03	3.999600e-01	2.485917e-01	-3.354158e-02
1.268222740916679e-08	4.521297e-03	3.999600e-01	2.493262e-01	-3.359452e-02
1.270743581194079e-08	4.531886e-03	3.999600e-01	2.499860e-01	-3.364240e-02
1.272664221409569e-08	4.539157e-03	3.999600e-01	2.504873e-01	-3.367911e-02
1.275825275081269e-08	4.549810e-03	3.999600e-01	2.513109e-01	-3.373971e-02
1.278226075285455e-08	4.556701e-03	3.999600e-01	2.519343e-01	-3.378590e-02
1.280746915630203e-08	4.563023e-03	3.999600e-01	2.525879e-01	-3.383446e-02
1.282667555793552e-08	4.567120e-03	3.999600e-01	2.530844e-01	-3.387149e-02
1.285828609786792e-08	4.572737e-03	3.999600e-01	2.539002e-01	-3.393241e-02
1.288229411555229e-08	4.576007e-03	3.999600e-01	2.545177e-01	-3.397860e-02
1.290750250283585e-08	4.578692e-03	3.999600e-01	2.551650e-01	-3.402702e-02
1.295231746918000e-08	4.581443e-03	3.999600e-01	2.563116e-01	-3.411267e-02
1.305978185778235e-08	4.574804e-03	3.999600e-01	2.590453e-01	-3.431786e-02
1.316724624638470e-08	4.562292e-03	3.999600e-01	2.617441e-01	-3.451328e-02
1.327471063498706e-08	4.543906e-03	3.999600e-01	2.644082e-01	-3.469893e-02
1.338217502358941e-08	4.519647e-03	3.999600e-01	2.670375e-01	-3.487481e-02
1.348963941219176e-08	4.489515e-03	3.999600e-01	2.696319e-01	-3.504092e-02
1.359710380079411e-08	4.453510e-03	3.999600e-01	2.721915e-01	-3.519727e-02
1.370456818939647e-08	4.411631e-03	3.999600e-01	2.747163e-01	-3.534385e-02
1.370856952317439e-08	4.410432e-03	3.999600e-01	2.748092e-01	-3.534899e-02
1.371657219073025e-08	4.408491e-03	3.999600e-01	2.749949e-01	-3.535923e-02
1.373257752584196e-08	4.406838e-03	3.999600e-01	2.753656e-01	-3.537963e-02
1.375458486162054e-08	4.407810e-03	3.999600e-01	2.758742e-01	-3.540758e-02
1.376418806268757e-08	4.409428e-03	3.999600e-01	2.760954e-01	-3.541975e-02
1.377699233077693e-08	4.412810e-03	3.999600e-01	2.763896e-01	-3.543603e-02
1.380460153384462e-08	4.423314e-03	3.999600e-01	2.770227e-01	-3.547127e-02
1.385461820606869e-08	4.445378e-03	3.999600e-01	2.781615e-01	-3.553628e-02
1.387702567522495e-08	4.454725e-03	3.999600e-01	2.786683e-01	-3.556593e-02
1.390463487829276e-08	4.465349e-03	3.999600e-01	2.792908e-01	-3.560273e-02
1.393264421474196e-08	4.474904e-03	3.999600e-01	2.799187e-01	-3.564049e-02
1.395785261753960e-08	4.482574e-03	3.999600e-01	2.804820e-01	-3.567465e-02
1.397705901967620e-08	4.487734e-03	3.999600e-01	2.809091e-01	-3.570084e-02
1.400866955650611e-08	4.495150e-03	3.999600e-01	2.816097e-01	-3.574406e-02
1.403267755909728e-08	4.499822e-03	3.999600e-01	2.821388e-01	-3.577700e-02
1.405788596197715e-08	4.504005e-03	3.999600e-01	2.826928e-01	-3.581161e-02
1.407709236405008e-08	4.506627e-03	3.999600e-01	2.831127e-01	-3.583799e-02
1.410870290127253e-08	4.510058e-03	3.999600e-01	2.838017e-01	-3.588137e-02
1.413271090577334e-08	4.511883e-03	3.999600e-01	2.843221e-01	-3.591422e-02
1.415791930667991e-08	4.513213e-03	3.999600e-01	2.848668e-01	-3.594864e-02
1.417712571028056e-08	4.513769e-03	3.999600e-01	2.852797e-01	-3.597474e-02
1.420873623808215e-08	4.513970e-03	3.999600e-01	2.859570e-01	-3.601754e-02
1.433806334868366e-08	4.500928e-03	3.999600e-01	2.886955e-01	-3.619199e-02
1.446739045928517e-08	4.482369e-03	3.999600e-01	2.913640e-01	-3.635426e-02
1.459671756988668e-08	4.458292e-03	3.999600e-01	2.939627e-01	-3.650435e-02
1.472604468048819e-08	4.428699e-03	3.999600e-01	2.964916e-01	-3.664225e-02
1.485537179108971e-08	4.393587e-03	3.999600e-01	2.989505e-01	-3.676796e-02
1.498469890169122e-08	4.352959e-03	3.999600e-01	3.013397e-01	-3.688149e-02
1.511402601229273e-08	4.306813e-03	3.999600e-01	3.036589e-01	-3.698283e-02
1.520883075621373e-08	4.275249e-03	3.999600e-01	3.053052e-01	-3.704629e-02
1.530363550013474e-08	4.244057e-03	3.999600e-01	3.069039e-01	-3.710292e-02
1.539844024405575e-08	4.213236e-03	3.999600e-01	3.084551e-01	-3.715273e-02
1.549324498797675e-08	4.182787e-03	3.999600e-01	3.099587e-01	-3.719572e-02
1.558804973189776e-08	4.152708e-03	3.999600e-01	3.114147e-01	-3.723188e-02
1.568285447581877e-08	4.123002e-03	3.999600e-01	3.128232e-01	-3.726122e-02
1.577765921973977e-08	4.093666e-03	3.999600e-01	3.141841e-01	-3.728373e-02
1.587778580343532e-08	4.063831e-03	3.999600e-01	3.155654e-01	-3.730087e-02
1.597791238713087e-08	4.034926e-03	3.999600e-01	3.168866e-01	-3.731244e-02
1.607803897082641e-08	4.006951e-03	3.999600e-01	3.181475e-01	-3.731844e-02
1.617816555452196e-08	3.979907e-03	3.999600e-01	3.193483e-01	-3.731888e-02
1.627829213821751e-08	3.953794e-03	3.999600e-01	3.204889e-01	-3.731374e-02
1.637841872191306e-08	3.928610e-03	3.999600e-01	3.215692e-01	-3.730304e-02
1.647854530560860e-08	3.904358e-03	3.999600e-01	3.225894e-01	-3.728677e-02
1.663644652841913e-08	3.868298e-03	3.999600e-01	3.240708e-01	-3.725114e-02
1.679434775122966e-08	3.833962e-03	3.999600e-01	3.253925e-01	-3.720757e-02
1.695224897404019e-08	3.801349e-03	3.999600e-01	3.265545e-01	-3.715607e-02
1.711015019685071e-08	3.770461e-03	3.999600e-01	3.275568e-01	-3.709663e-02
1.726805141966124e-08	3.741296e-03	3.999600e-01	3.283993e-01	-3.702926e-02
1.742595264247177e-08	3.713856e-03	3.999600e-01	3.290821e-01	-3.695395e-02
1.758385386528230e-08	3.688139e-03	3.999600e-01	3.296052e-01	-3.687070e-02
1.784028326082968e-08	3.649224e-03	3.999600e-01	3.300981e-01	-3.672397e-02
1.809671265637706e-08	3.611809e-03	3.999600e-01	3.301817e-01	-3.656879e-02
1.835314205192445e-08	3.575896e-03	3.999600e-01	3.298560e-01	-3.640515e-02
1.860957144747183e-08	3.541484e-03	3.999600e-01	3.291210e-01	-3.623306e-02
1.886600084301921e-08	3.508574e-03	3.999600e-01	3.279767e-01	-3.605252e-02
1.912243023856660e-08	3.477164e-03	3.999600e-01	3.264232e-01	-3.586352e-02
1.937885963411398e-08	3.447257e-03	3.999600e-01	3.244603e-01	-3.566606e-02
1.984330015987457e-08	3.393336e-03	3.999600e-01	3.198082e-01	-3.529733e-02
2.030774068563517e-08	3.339502e-03	3.999600e-01	3.140888e-01	-3.491765e-02
2.077218121139577e-08	3.285754e-03	3.999600e-01	3.073022e-01	-3.452703e-02
2.123662173715636e-08	3.232093e-03	3.999600e-01	2.994484e-01	-3.412547e-02
2.170106226291696e-08	3.178517e-03	3.999600e-01	2.905274e-01	-3.371296e-02
2.216550278867756e-08	3.125028e-03	3.999600e-01	2.805392e-01	-3.328951e-02
2.262994331443815e-08	3.071625e-03	3.999600e-01	2.694838e-01	-3.285512e-02
2.354887313300262e-08	2.965334e-03	3.999600e-01	2.454749e-01	-3.197854e-02
2.395028929430044e-08	2.918890e-03	3.999600e-01	2.339658e-01	-3.158630e-02
2.435170545559826e-08	2.872727e-03	3.999600e-01	2.220737e-01	-3.119111e-02
2.475312161689608e-08	2.826847e-03	3.999600e-01	2.097986e-01	-3.079298e-02
2.515453777819390e-08	2.781249e-03	3.999600e-01	1.971405e-01	-3.039190e-02
2.555595393949172e-08	2.735932e-03	3.999600e-01	1.840995e-01	-2.998788e-02
2.595737010078954e-08	2.690898e-03	3.999600e-01	1.706755e-01	-2.958092e-02
2.635878626208736e-08	2.646145e-03	3.999600e-01	1.568685e-01	-2.917101e-02
2.661810828582350e-08	2.617515e-03	3.999600e-01	1.478629e-01	-2.890601e-02
2.687743030955964e-08	2.589088e-03	3.999600e-01	1.387988e-01	-2.864089e-02
2.713675233329579e-08	2.560864e-03	3.999600e-01	1.296761e-01	-2.837568e-02
2.739607435703193e-08	2.532843e-03	3.999600e-01	1.204948e-01	-2.811035e-02
2.765539638076807e-08	2.505024e-03	3.999600e-01	1.112549e-01	-2.784493e-02
2.791471840450421e-08	2.477409e-03	3.999600e-01	1.019564e-01	-2.757940e-02
2.817404042824035e-08	2.449996e-03	3.999600e-01	9.259931e-02	-2.731377e-02
2.875958652884295e-08	2.388954e-03	3.999600e-01	7.147252e-02	-2.671581e-02
2.876358786270122e-08	2.388541e-03	3.333000e-01	7.132806e-02	-2.671173e-02
2.877159053041776e-08	2.387715e-03	1.333200e-01	7.103913e-02	-2.670358e-02
2.878759586585084e-08	2.386063e-03	4.000000e-08	7.046130e-02	-2.668726e-02
2.904964841884906e-08	2.359142e-03	4.000000e-08	6.097986e-02	-2.642028e-02
2.931170097184728e-08	2.332464e-03	4.000000e-08	5.153674e-02	-2.615413e-02
2.957375352484551e-08	2.306029e-03	4.000000e-08	4.213195e-02	-2.588882e-02
2.983580607784373e-08	2.279837e-03	4.000000e-08	3.276549e-02	-2.562436e-02
3.009785863084195e-08	2.253889e-03	4.000000e-08	2.343734e-02	-2.536074e-02
3.035991118384018e-08	2.228183e-03	4.000000e-08	1.414753e-02	-2.509795e-02
3.062196373683840e-08	2.202721e-03	4.000000e-08	4.896034e-03	-2.483601e-02
3.067881748586070e-08	2.197230e-03	4.000000e-08	2.902930e-03	-2.477937e-02
3.073567123488299e-08	2.191751e-03	4.000000e-08	9.134807e-04	-2.472279e-02
3.079252498390528e-08	2.186284e-03	4.000000e-08	-1.072312e-03	-2.466626e-02
3.084937873292758e-08	2.180828e-03	4.000000e-08	-3.054449e-03	-2.460978e-02
3.090623248194988e-08	2.175384e-03	4.000000e-08	-5.032931e-03	-2.455336e-02
3.096308623097217e-08	2.169952e-03	4.000000e-08	-7.007757e-03	-2.449699e-02
3.101993997999446e-08	2.164531e-03	4.000000e-08	-8.978927e-03	-2.444068e-02
3.139412185014149e-08	2.129151e-03	4.000000e-08	-2.190117e-02	-2.407117e-02
3.176830372028851e-08	2.094275e-03	4.000000e-08	-3.457333e-02	-2.370472e-02
3.214248559043554e-08	2.059903e-03	4.000000e-08	-4.699541e-02	-2.334132e-02
3.251666746058256e-08	2.026035e-03	4.000000e-08	-5.916741e-02	-2.298097e-02
3.289084933072959e-08	1.992670e-03	4.000000e-08	-7.108932e-02	-2.262368e-02
3.326503120087662e-08	1.959810e-03	4.000000e-08	-8.276115e-02	-2.226943e-02
3.363921307102365e-08	1.927453e-03	4.000000e-08	-9.418289e-02	-2.191824e-02
3.384284593121734e-08	1.910051e-03	4.000000e-08	-1.002448e-01	-2.172873e-02
3.404647879141105e-08	1.892793e-03	4.000000e-08	-1.062040e-01	-2.154030e-02
3.425011165160474e-08	1.875679e-03	4.000000e-08	-1.120605e-01	-2.135296e-02
3.445374451179845e-08	1.858710e-03	4.000000e-08	-1.178142e-01	-2.116669e-02
3.465737737199214e-08	1.841885e-03	4.000000e-08	-1.234653e-01	-2.098151e-02
3.486101023218585e-08	1.825204e-03	4.000000e-08	-1.290136e-01	-2.079741e-02
3.506464309237954e-08	1.808667e-03	4.000000e-08	-1.344592e-01	-2.061440e-02
3.507055481898590e-08	1.808189e-03	4.000000e-08	-1.346154e-01	-2.060910e-02
3.574139277072915e-08	1.754798e-03	4.000000e-08	-1.518212e-01	-2.001407e-02
3.641223072247239e-08	1.702834e-03	4.000000e-08	-1.676660e-01	-1.943193e-02
3.708306867421564e-08	1.652297e-03	4.000000e-08	-1.821499e-01	-1.886268e-02
3.775390662595889e-08	1.603186e-03	4.000000e-08	-1.952728e-01	-1.830631e-02
3.842474457770215e-08	1.555503e-03	4.000000e-08	-2.070348e-01	-1.776283e-02
3.909558252944540e-08	1.509247e-03	4.000000e-08	-2.174358e-01	-1.723225e-02
3.976642048118864e-08	1.464418e-03	4.000000e-08	-2.264759e-01	-1.671454e-02
4.029643069630253e-08	1.429903e-03	4.000000e-08	-2.325359e-01	-1.631503e-02
4.082644091141643e-08	1.396147e-03	4.000000e-08	-2.377527e-01	-1.592341e-02
4.135645112653032e-08	1.363150e-03	4.000000e-08	-2.421262e-01	-1.553967e-02
4.188646134164421e-08	1.330911e-03	4.000000e-08	-2.456565e-01	-1.516383e-02
4.241647155675811e-08	1.299432e-03	4.000000e-08	-2.483436e-01	-1.479587e-02
4.294648177187201e-08	1.268712e-03	4.000000e-08	-2.501874e-01	-1.443580e-02
4.347649198698590e-08	1.238751e-03	4.000000e-08	-2.511879e-01	-1.408362e-02
4.392492720496471e-08	1.213938e-03	4.000000e-08	-2.514178e-01	-1.379158e-02
4.437336242294353e-08	1.189596e-03	4.000000e-08	-2.511541e-01	-1.350474e-02
4.482179764092235e-08	1.165725e-03	4.000000e-08	-2.503967e-01	-1.322309e-02
4.527023285890116e-08	1.142323e-03	4.000000e-08	-2.491457e-01	-1.294664e-02
4.571866807687998e-08	1.119392e-03	4.000000e-08	-2.474011e-01	-1.267539e-02
4.616710329485880e-08	1.096932e-03	4.000000e-08	-2.451628e-01	-1.240933e-02
4.661553851283762e-08	1.074942e-03	4.000000e-08	-2.424309e-01	-1.214847e-02
4.661863002504003e-08	1.074791e-03	4.000000e-08	-2.424109e-01	-1.214669e-02
4.745555321633894e-08	1.035009e-03	4.000000e-08	-2.359050e-01	-1.167398e-02
4.829247640763783e-08	9.965737e-04	4.000000e-08	-2.284387e-01	-1.121679e-02
4.912939959893674e-08	9.594849e-04	4.000000e-08	-2.200121e-01	-1.077513e-02
4.996632279023564e-08	9.237426e-04	4.000000e-08	-2.106252e-01	-1.034900e-02
5.080324598153455e-08	8.893469e-04	4.000000e-08	-2.002780e-01	-9.938392e-03
5.164016917283346e-08	8.562979e-04	4.000000e-08	-1.889705e-01	-9.543312e-03
5.247709236413235e-08	8.245955e-04	4.000000e-08	-1.767026e-01	-9.163758e-03
5.324884641635247e-08	7.963738e-04	4.000000e-08	-1.650970e-01	-8.825780e-03
5.402060046857260e-08	7.690426e-04	4.000000e-08	-1.534753e-01	-8.498338e-03
5.479235452079272e-08	7.426016e-04	4.000000e-08	-1.418377e-01	-8.181431e-03
5.556410857301284e-08	7.170509e-04	4.000000e-08	-1.301839e-01	-7.875058e-03
5.633586262523297e-08	6.923905e-04	4.000000e-08	-1.185141e-01	-7.579221e-03
5.710761667745309e-08	6.686204e-04	4.000000e-08	-1.068283e-01	-7.293919e-03
5.787937072967321e-08	6.457407e-04	4.000000e-08	-9.512649e-02	-7.019151e-03
5.822786299637779e-08	6.356345e-04	4.000000e-08	-9.003582e-02	-6.897788e-03
5.893885195422052e-08	6.155515e-04	4.000000e-08	-7.976229e-02	-6.656555e-03
5.964984091206325e-08	5.960571e-04	4.000000e-08	-6.990981e-02	-6.422363e-03
6.036082986990597e-08	5.771515e-04	4.000000e-08	-6.047839e-02	-6.195212e-03
6.107181882774870e-08	5.588345e-04	4.000000e-08	-5.146801e-02	-5.975103e-03
6.178280778559143e-08	5.411062e-04	4.000000e-08	-4.287869e-02	-5.762035e-03
6.249379674343415e-08	5.239667e-04	4.000000e-08	-3.471042e-02	-5.556009e-03
6.320478570127688e-08	5.074158e-04	4.000000e-08	-2.696320e-02	-5.357025e-03
6.364354374833403e-08	4.974458e-04	4.000000e-08	-2.248697e-02	-5.237161e-03
6.408230179539117e-08	4.876627e-04	4.000000e-08	-1.821831e-02	-5.119540e-03
6.452105984244832e-08	4.780664e-04	4.000000e-08	-1.415720e-02	-5.004162e-03
6.495981788950546e-08	4.686570e-04	4.000000e-08	-1.030365e-02	-4.891028e-03
6.539857593656260e-08	4.594344e-04	4.000000e-08	-6.657668e-03	-4.780136e-03
6.583733398361975e-08	4.503986e-04	4.000000e-08	-3.219244e-03	-4.671488e-03
6.627609203067689e-08	4.415496e-04	4.000000e-08	1.161999e-05	-4.565083e-03
6.672925514182471e-08	4.325923e-04	4.000000e-08	3.117890e-03	-4.457374e-03
6.718241825297254e-08	4.238079e-04	4.000000e-08	6.005809e-03	-4.351746e-03
6.763558136412035e-08	4.151967e-04	4.000000e-08	8.675378e-03	-4.248198e-03
6.808874447526818e-08	4.067584e-04	4.000000e-08	1.112660e-02	-4.146732e-03
6.854190758641600e-08	3.984931e-04	4.000000e-08	1.335947e-02	-4.047346e-03
6.899507069756383e-08	3.904009e-04	4.000000e-08	1.537398e-02	-3.950041e-03
6.944823380871164e-08	3.824817e-04	4.000000e-08	1.717015e-02	-3.854817e-03
6.982808570118553e-08	3.759605e-04	4.000000e-08	1.852255e-02	-3.776403e-03
7.048161644838691e-08	3.650217e-04	4.000000e-08	2.047095e-02	-3.644874e-03
7.113514719558830e-08	3.543801e-04	4.000000e-08	2.205923e-02	-3.516924e-03
7.178867794278968e-08	3.440357e-04	4.000000e-08	2.328738e-02	-3.392551e-03
7.244220868999107e-08	3.339884e-04	4.000000e-08	2.415541e-02	-3.271755e-03
7.309573943719246e-08	3.242382e-04	4.000000e-08	2.466330e-02	-3.154538e-03
7.374927018439384e-08	3.147851e-04	4.000000e-08	2.481108e-02	-3.040898e-03
7.440280093159522e-08	3.056292e-04	4.000000e-08	2.459872e-02	-2.930835e-03
7.498076500642932e-08	2.977483e-04	4.000000e-08	2.417592e-02	-2.836107e-03
7.555872908126343e-08	2.900586e-04	4.000000e-08	2.358484e-02	-2.743680e-03
7.613669315609753e-08	2.825599e-04	4.000000e-08	2.282550e-02	-2.653556e-03
7.671465723093164e-08	2.752523e-04	4.000000e-08	2.189788e-02	-2.565735e-03
7.729262130576574e-08	2.681358e-04	4.000000e-08	2.080200e-02	-2.480215e-03
7.787058538059985e-08	2.612104e-04	4.000000e-08	1.953785e-02	-2.396998e-03
7.844854945543395e-08	2.544760e-04	4.000000e-08	1.810544e-02	-2.316082e-03
7.883119129715041e-08	2.501087e-04	4.000000e-08	1.710985e-02	-2.263611e-03
7.921383313886687e-08	2.458133e-04	4.000000e-08	1.608048e-02	-2.212006e-03
7.959647498058333e-08	2.415897e-04	4.000000e-08	1.501732e-02	-2.161267e-03
7.997911682229979e-08	2.374381e-04	4.000000e-08	1.392037e-02	-2.111395e-03
8.036175866401624e-08	2.333583e-04	4.000000e-08	1.278962e-02	-2.062390e-03
8.074440050573270e-08	2.293505e-04	4.000000e-08	1.162509e-02	-2.014251e-03
8.112704234744916e-08	2.254145e-04	4.000000e-08	1.042677e-02	-1.966978e-03
8.113104368122660e-08	2.253737e-04	4.000000e-08	1.041424e-02	-1.966488e-03
8.150202448435152e-08	2.216225e-04	4.000000e-08	9.235808e-03	-1.921437e-03
8.187300528747644e-08	2.179313e-04	4.000000e-08	8.051522e-03	-1.877110e-03
8.224398609060136e-08	2.143001e-04	4.000000e-08	6.861381e-03	-1.833505e-03
8.261496689372629e-08	2.107288e-04	4.000000e-08	5.665385e-03	-1.790623e-03
8.298594769685121e-08	2.072175e-04	4.000000e-08	4.463533e-03	-1.748464e-03
8.335692849997613e-08	2.037662e-04	4.000000e-08	3.255826e-03	-1.707027e-03
8.372790930310105e-08	2.003748e-04	4.000000e-08	2.042264e-03	-1.666313e-03
8.382251226599403e-08	1.995184e-04	4.000000e-08	1.735454e-03	-1.656033e-03
8.391711522888703e-08	1.986657e-04	4.000000e-08	1.429146e-03	-1.645797e-03
8.401171819178002e-08	1.978166e-04	4.000000e-08	1.123342e-03	-1.635604e-03
8.410632115467301e-08	1.969711e-04	4.000000e-08	8.180405e-04	-1.625455e-03
8.420092411756599e-08	1.961293e-04	4.000000e-08	5.132417e-04	-1.615350e-03
8.429552708045899e-08	1.952910e-04	4.000000e-08	2.089458e-04	-1.605288e-03
8.439013004335198e-08	1.944564e-04	4.000000e-08	-9.484726e-05	-1.595270e-03
8.464169961416070e-08	1.922549e-04	4.000000e-08	-9.009528e-04	-1.568846e-03
8.489326918496942e-08	1.900776e-04	4.000000e-08	-1.699581e-03	-1.542713e-03
8.514483875577814e-08	1.879246e-04	4.000000e-08	-2.490732e-03	-1.516873e-03
8.539640832658686e-08	1.857958e-04	4.000000e-08	-3.274405e-03	-1.491325e-03
8.564797789739558e-08	1.836913e-04	4.000000e-08	-4.050601e-03	-1.466070e-03
8.589954746820430e-08	1.816110e-04	4.000000e-08	-4.819320e-03	-1.441107e-03
8.615111703901302e-08	1.795549e-04	4.000000e-08	-5.580562e-03	-1.416436e-03
8.678455246087167e-08	1.744883e-04	4.000000e-08	-7.465311e-03	-1.355647e-03
